PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Fluorescence Polarization (mP)_A,Fluorescence Intensity_A,Fluorescence Polarization (mP)_B,Fluorescence Intensity_B,Normalized % Inhibition_A,Normalized % Inhibition_B,Normalized % Inhibition_Avg,Normalized Fluorescence Intensity_A,Normalized Fluorescence Intensity_B
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"Fluoresence polarization for replicate A, calculated from parallel and perpendicular intensity channels (milli-polarization units).",Total fluorescence intensity for replicate A.,"Fluoresence polarization for replicate B, calculated from parallel and perpendicular intensity channels (milli-polarization units).",Total fluorescence intensity for replicate B.,"Fluorescence polarization, normalized to plate average FP of positive and negative controls for replicate A.","Fluorescence polarization, normalized to plate average FP of positive and negative controls for replicate B.","Fluorescence polarization, normalized to plate average FP of positive and negative controls (average of A and B replicates)",Fluorescence intensity normalized to average intensity of all wells on plate.,Fluorescence intensity normalized to average intensity of all wells on plate.
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,PERCENT,PERCENT,PERCENT,RATIO,RATIO
128,92175837,135406843,C1=NC(=N)C2=C(N1CC(CO)O)N=C(N2)Br,Inactive,1,,,190,2.7934e+07,189.9,2.80854e+07,0.37,0.78,0.58,102.68,101.74
129,92175838,2872173,CN1C2=C(C=[N+](C=C2)CC(=O)C3=CC=C(C=C3)OC)N=N1,Inactive,0,,,191.3,2.74394e+07,190.9,2.76871e+07,-0.49,0.12,-0.19,100.86,100.3
130,92175839,4177640,CCCC1CCC(CC1)C2=CC=C(C=C2)OC(=O)C3=CC=CS3,Inactive,0,,,192.2,2.73675e+07,191.7,2.7562e+07,-1.09,-0.4,-0.75,100.6,99.84
131,92175840,3561958,CC(=O)N1C(C(=O)C2=CC=CC=C21)NC(=S)N,Inactive,0,,,193.4,2.70662e+07,192.1,2.70938e+07,-1.88,-0.67,-1.28,99.49,98.15
132,92175841,3240037,CCOC1=CC=C(C=C1)OC(=O)C2=CN=CC=C2,Inactive,0,,,194.3,2.75882e+07,193.7,2.76128e+07,-2.48,-1.73,-2.11,101.41,100.03
133,92175842,65595,CN(C)CCOC(=O)C1=CC2=C(C=C1)NC3=C2CSCC3,Inactive,0,,,211.6,2.2598e+07,222.9,2.28331e+07,-13.95,-21.02,-17.49,83.07,82.71
134,92175843,2835983,C1CCN(C1)C(=O)CC23CC4CC(C2)CC(C4)C3,Inactive,1,,,187.9,2.68935e+07,189.7,2.77173e+07,1.77,0.92,1.35,98.86,100.41
135,92175844,72089,CC(CC1=CC=CC=C1)[N+]2=NOC(=C2)N,Inactive,2,,,187.5,2.69282e+07,188.3,2.78053e+07,2.03,1.84,1.94,98.98,100.72
136,92175845,99677,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Br)N,Inactive,1,,,186.7,2.7161e+07,191.6,2.79136e+07,2.56,-0.34,1.11,99.84,101.12
137,92175846,5253175,CC(=O)OC1=C2C=CC3=C(C=CC4=C3C2=C(C=C4)C=C1)OC(=O)C,Inactive,2,,,186.1,2.84635e+07,188.7,2.88573e+07,2.96,1.58,2.27,104.63,104.53
138,92175847,9675739,C1=CC=C(C=C1)CNC(=O)C[N+]2=CC=CC(=C2)/C=N/O,Inactive,0,,,189.1,2.73605e+07,192.1,2.78657e+07,0.97,-0.67,0.15,100.57,100.94
139,92175848,6367497,CC1CCC/C(=C/C2=CC=C(C=C2)Cl)/C1=O,Inactive,0,,,190.4,2.71315e+07,193,2.77328e+07,0.11,-1.26,-0.58,99.73,100.46
140,92175849,3101180,CCOC(=O)NC(=S)NC1=CC(=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O)Cl,Inactive,1,,,188.4,2.78216e+07,190.4,2.83664e+07,1.43,0.45,0.94,102.27,102.76
141,92175850,1712244,CCN(CC)C(=O)N1CCN(CC1)CCC#N,Inactive,1,,,187.1,2.74774e+07,190.7,2.79038e+07,2.3,0.26,1.28,101,101.08
142,92175851,2827482,CC(CC1=CNC2=CC=CC=C21)NC(=O)N,Inactive,1,,,189.6,2.73415e+07,190,2.78958e+07,0.64,0.72,0.68,100.5,101.05
143,92175852,759315,C1CCC2=C(C1)C(=S)N=C(O2)C3=CC=CC=C3,Inactive,1,,,187.3,2.76651e+07,190,2.80954e+07,2.16,0.72,1.44,101.69,101.78
144,92175853,1603835,CC(C)(C)C(=O)C[N+]1=CC=C(C=C1)C(=O)N,Inactive,0,,,189.1,2.74628e+07,192.1,2.79404e+07,0.97,-0.67,0.15,100.95,101.21
145,92175854,241725,C1=CC=C(C=C1)C(=O)N(C2=CC=CC=C2)NC3=CC=CC=C3,Inactive,1,,,188.3,2.76958e+07,190.1,2.82696e+07,1.5,0.65,1.08,101.8,102.41
146,92175855,3602653,C1=CC=[N+](C=C1)CC(=O)NC2=CC=C(C=C2)C(=O)O,Inactive,0,,,190.8,2.72357e+07,193.3,2.76775e+07,-0.16,-1.46,-0.81,100.11,100.26
147,92175856,759362,CSC1=CC=C(C=C1)SC2=CC=C(C=C2)SC,Inactive,0,,,189.3,2.75854e+07,191.5,2.80144e+07,0.84,-0.27,0.29,101.4,101.48
148,92175857,295302,C1=CC=C(C=C1)CCNC(=O)COC2=CC=C(C=C2)Cl,Inactive,0,,,189.9,2.74683e+07,192.4,2.78768e+07,0.44,-0.87,-0.22,100.97,100.98
149,92175858,3035279,C1=CC=C(C=C1)C2(C(=O)C3=CC=CC=C3C2=O)CO,Inactive,2,,,187.7,2.64402e+07,188.9,2.6756e+07,1.9,1.45,1.68,97.19,96.92
150,92175859,774746,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=S)N,Inactive,0,,,243.3,4.63314e+07,228.7,4.88557e+07,-34.97,-24.85,-29.91,170.31,176.98
151,92175860,3240395,COC1=CC(=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O)OC,Inactive,1,,,187.9,2.703e+07,191.9,2.72463e+07,1.77,-0.54,0.62,99.36,98.7
152,92175861,563461,CC1=CC=C(C=C1)S(=O)(=O)N2CCCC2C(=O)O,Inactive,0,,,192.6,2.75514e+07,195.7,2.76956e+07,-1.35,-3.05,-2.2,101.27,100.33
153,92175862,3038148,C1=CC=C(C=C1)C2C(=NNC(=S)N2)C3=CC=CC=C3,Inactive,0,,,194,2.79228e+07,192.4,2.80302e+07,-2.28,-0.87,-1.58,102.64,101.54
154,92175863,4602050,C1=CC(=CC=C1C(=O)NC2=C(C=C(C=C2)C(=O)O)N)N,Inactive,0,,,193.6,2.77709e+07,191.9,2.78944e+07,-2.01,-0.54,-1.28,102.08,101.05
155,92175864,739368,C1COCCN1CCSC2=NC3=CC=CC=C3N2,Inactive,2,,,188.6,2.60186e+07,188.2,2.63869e+07,1.3,1.91,1.61,95.64,95.59
156,92175865,9585757,CCOC(=O)C1=C(SC(=C1C)C)/N=C/C2=CC=C(C=C2)N(C)C,Inactive,0,,,209.6,2.97612e+07,209,3.02839e+07,-12.62,-11.83,-12.23,109.4,109.7
157,92175866,135531697,CCOC(=O)C1=C(SC(=C1C)C)/N=C/C2=CC=CC=C2O,Inactive,2,,,189.1,2.77563e+07,186.5,2.78138e+07,0.97,3.03,2,102.03,100.75
158,92175867,5967824,CN1C2CCC1C=C(C2)N(C3=CC=C(C=C3)OC)C(=O)/C=C/C4=CC(=C(C=C4)OC)OC,Inactive,0,,,191.7,2.74503e+07,190.1,2.7683e+07,-0.75,0.65,-0.05,100.9,100.28
159,92175868,410187,C1=CC=C(C=C1)C(=O)C[N+]2=CC=CC(=C2)C(=O)N,Inactive,2,,,189.7,2.7664e+07,187,2.79455e+07,0.57,2.7,1.64,101.69,101.23
160,92175869,765178,CC1=CC(=C(C=C1)OC(=O)C2=CC=CC=C2)N3N=C4C=CC=CC4=N3,Inactive,1,,,189.6,2.79066e+07,189.2,2.81078e+07,0.64,1.25,0.95,102.58,101.82
161,92175870,6620540,COC(=O)NC(=S)NC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,Inactive,2,,,188.2,2.76323e+07,187.5,2.78706e+07,1.57,2.37,1.97,101.57,100.96
162,92175871,262304,C1=CC=C(C=C1)C2=CC=C(C=C2)OC(=O)C3=CC=CO3,Inactive,1,,,190,2.78618e+07,189.4,2.8059e+07,0.37,1.11,0.74,102.41,101.64
163,92175872,300678,C1C2C=CC1C3C2C(=O)N(C3=O)C4=CC=CC=C4,Inactive,2,,,187.7,2.79175e+07,187.2,2.81213e+07,1.9,2.57,2.24,102.62,101.87
164,92175873,3093836,CC1=CC=CC=C1C(=O)N2C(CC(=N2)C3=CC=C(C=C3)Br)C4=NC5=CC=CC=C5N4,Inactive,1,,,191.1,2.78741e+07,187.7,2.7972e+07,-0.36,2.24,0.94,102.46,101.33
165,92175874,345769,C1=CC=C2C=C3C(=CC2=C1)NC(=N3)CO,Inactive,1,,,189.3,2.69872e+07,187.9,2.71378e+07,0.84,2.11,1.48,99.2,98.31
166,92175875,4393095,C1=CC=C(C=C1)C2=CN=C(O2)C3=CC4=C(C=C3)C(=O)N(C4=O)C5=NC=NN5,Inactive,1,,,189.5,2.74046e+07,190,2.75412e+07,0.7,0.72,0.71,100.73,99.77
167,92175876,135479674,C1=CC=C(C(=C1)/C=N/N2C3=CC=CC=C3C4=CC=CC=C42)O,Inactive,3,,,188.9,2.75853e+07,184.7,2.78157e+07,1.1,4.22,2.66,101.4,100.76
168,92175877,135423596,CC(=NC)C1=C(C2=CC=CC=C2OC1=O)O,Inactive,2,,,186.2,2.75664e+07,190.7,2.76189e+07,2.89,0.26,1.58,101.33,100.05
169,92175878,4535586,C1CCC(C(C1)C2=CC=CC=C2)C3=CC=CC=C3O,Inactive,3,,,182.6,2.80531e+07,191.3,2.76951e+07,5.28,-0.14,2.57,103.12,100.33
170,92175879,1076717,C1=CC(=CC(=C1)S(=O)(=O)NC2=CC=CC(=C2)N)C(=O)NC3=CC=CC(=C3)N,Inactive,2,,,187.2,2.73944e+07,188.2,2.75803e+07,2.23,1.91,2.07,100.7,99.91
171,92175880,1380882,CC1=CC(=C(C2=C1C=CC(=N2)NN)O)C,Inactive,1,,,190.9,2.73412e+07,188.8,2.72404e+07,-0.22,1.51,0.65,100.5,98.68
172,92175881,2831514,CC1=C(C(=O)N(N1)C2=CC=CC=C2)NC(=O)C,Inactive,1,,,189.9,2.73467e+07,187.4,2.74186e+07,0.44,2.44,1.44,100.52,99.32
173,92175882,762811,CC1=CC(=S)C2=C(N1)C=CC(=C2)OC,Inactive,1,,,191.5,2.71922e+07,188.4,2.73327e+07,-0.62,1.78,0.58,99.95,99.01
174,92175883,79549,COC(=O)C1=NC(=CC=C1)C(=O)OC,Inactive,0,,,192.7,2.74223e+07,191.7,2.75749e+07,-1.42,-0.4,-0.91,100.8,99.89
175,92175884,1119022,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)I,Inactive,0,,,190.9,2.77711e+07,191.3,2.78384e+07,-0.22,-0.14,-0.18,102.08,100.84
176,92175885,3235826,CC(C)OC(=O)C1=CC=CC(=N1)C(=O)NC2=CC=C(C=C2)NC(=O)C,Inactive,0,,,191.7,2.74999e+07,191.9,2.74703e+07,-0.75,-0.54,-0.65,101.08,99.51
177,92175886,567948,CCC1=C(C=CC(=N1)C)OCC(=O)N(CC)CC,Inactive,2,,,186.8,2.61873e+07,188.2,2.67662e+07,2.49,1.91,2.2,96.26,96.96
178,92175887,5029871,C1CCC(CC1)NC(=O)NC23CC4CC(C2)CC(C4)C3,Inactive,2,,,186.9,2.67894e+07,187.6,2.73751e+07,2.43,2.3,2.37,98.47,99.17
179,92175888,40118,C1=CC=C2C(=C1)C(=O)C3=C(S2(=O)=O)C=C(C=C3)C(=O)O,Inactive,4,,,183.7,2.70553e+07,185.9,2.78955e+07,4.55,3.43,3.99,99.45,101.05
180,92175889,3241599,CCCN(CCC)C(=O)CN1C=CC(=N)C2=CC=CC=C21,Inactive,2,,,188.1,2.73781e+07,188.2,2.81025e+07,1.63,1.91,1.77,100.64,101.8
181,92175890,2818388,C1=CC(=CC=C1C2=CC=C(C=C2)Br)C(=O)O,Inactive,3,,,185.9,2.75697e+07,185.9,2.81783e+07,3.09,3.43,3.26,101.34,102.08
182,92175891,54732065,C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2.C1=CC=C2C(=C1)C=C(C(=C2Br)[O-])C(=O)O,Inactive,4,,,182.2,2.72879e+07,187.6,2.78111e+07,5.54,2.3,3.92,100.31,100.75
183,92175892,100122,C1=CC=C(C=C1)CC(C(=O)O)NC=O,Inactive,1,,,189.5,2.73666e+07,188.2,2.79091e+07,0.7,1.91,1.31,100.59,101.1
184,92175893,9603653,C1CCC(=C\2CCCC/C2=N\C(=S)N)CC1,Inactive,2,,,188.8,2.74896e+07,188.1,2.8014e+07,1.17,1.97,1.57,101.05,101.48
185,92175894,6326485,C1CS/C(=N\S(=O)(=O)C2=CC=C(C=C2)Cl)/N1S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,3,,,185.2,2.75009e+07,187.8,2.79193e+07,3.56,2.17,2.87,101.09,101.14
186,92175895,4038591,C=CCN(CC=C)C(=O)C[N+]1=CC=CC(=C1)C(=O)N,Inactive,2,,,185.2,2.75138e+07,189.2,2.79032e+07,3.56,1.25,2.41,101.14,101.08
187,92175896,8765,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,Inactive,7,,,179.2,2.69871e+07,182,2.75905e+07,7.53,6,6.77,99.2,99.95
188,92175897,1607903,CC(C)(C)OC(=O)C[N+]1=CC=C(C=C1)C(=O)N,Inactive,2,,,187.4,2.80523e+07,188.5,2.84606e+07,2.1,1.71,1.91,103.12,103.1
189,92175898,576794,CC1=CC=C(C=C1)C(=O)OC2=CC(=CC(=C2)C)OC(=O)C3=CC=C(C=C3)C,Inactive,3,,,185.7,2.79459e+07,187.9,2.85734e+07,3.22,2.11,2.67,102.72,103.51
190,92175899,5995817,C1=CC=C(C=C1)/C=C/C[N+]2=CC=CC3=C2C=CC(=C3)Br,Inactive,0,,,188.3,2.66379e+07,195.2,2.68398e+07,1.5,-2.72,-0.61,97.92,97.23
191,92175900,257502,C1=CC=C(C=C1)CS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl,Inactive,3,,,183.5,2.79303e+07,188.5,2.83472e+07,4.68,1.71,3.2,102.67,102.69
192,92175901,771649,COC1=CC(=C(C=C1)Cl)NCCC(=O)O,Inactive,3,,,185.6,2.76466e+07,186.6,2.81091e+07,3.29,2.96,3.13,101.62,101.82
193,92175902,2827123,CCOC1=C(C=C(C=C1)C2(C(=O)C3=CC=CC=C3C2=O)CC(=O)NC4=CC=CC=C4)OC,Inactive,3,,,185.7,2.79315e+07,188.3,2.8318e+07,3.22,1.84,2.53,102.67,102.58
194,92175903,395955,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC4=CC=CC=C4OC3=O,Inactive,2,,,185.8,2.83073e+07,189.7,2.81811e+07,3.16,0.92,2.04,104.05,102.09
195,92175904,4372449,CCOC(=O)C1=C(C2=CC=CC=C2C1=O)[O-],Inactive,2,,,187.5,2.80232e+07,187.5,2.82779e+07,2.03,2.37,2.2,103.01,102.44
196,92175905,261550,C1=CC=C2C(=C1)C(=O)N(C2=O)C(CC3=CN=CN3)C(=O)O,Inactive,0,,,190.7,2.76155e+07,190.9,2.801e+07,-0.09,0.12,0.02,101.51,101.47
197,92175906,86624,C1C2CC3(CC1CC(C2)(C3)CC(=O)O)CC(=O)O,Inactive,0,,,192.7,2.80141e+07,190.1,2.82415e+07,-1.42,0.65,-0.39,102.97,102.3
198,92175907,4302236,C1=CC=C2C(=C1)N=C(S2)C3=C(C=CC(=C3)C(=O)O)C(=O)O,Inactive,0,,,189.1,2.76727e+07,192.1,2.78066e+07,0.97,-0.67,0.15,101.72,100.73
199,92175908,6188221,C1=CC=C(C(=C1)/C(=N/N)/C(=O)O)N,Inactive,3,,,185.3,2.62743e+07,187.4,2.66226e+07,3.49,2.44,2.97,96.58,96.44
200,92175909,1627477,C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)C[N+]3=CC=C(C=C3)C#N,Inactive,3,,,186.9,2.73413e+07,186.5,2.72929e+07,2.43,3.03,2.73,100.5,98.87
201,92175910,5844379,C1CCN(CC1)C(=O)/C=C/C2=CNC3=CC=CC=C32,Inactive,2,,,186.7,2.69723e+07,187.6,2.70956e+07,2.56,2.3,2.43,99.15,98.15
202,92175911,689496,C1=CC(=CC=C1OC2=C(C=C(C=C2)Cl)NCCC(=O)O)Cl,Inactive,12,,,172.5,2.78855e+07,173.7,2.79907e+07,11.98,11.49,11.74,102.5,101.4
203,92175912,3104420,C1=CC=C(C=C1)C(=O)C[N+]2=CC=CC(=C2)NC(=O)C3=CC=CC=C3,Inactive,1,,,190.2,2.61566e+07,188.1,2.63245e+07,0.24,1.97,1.11,96.15,95.36
204,92175913,3094516,CC1C=CCC2C1C(=O)N(C2=O)C3=CC=C(C=C3)OC,Inactive,2,,,188.9,2.77805e+07,187.2,2.80424e+07,1.1,2.57,1.84,102.12,101.58
205,92175914,775080,CCN1C(=[N+](C2=C1C=C(C=C2)S(=O)(=O)NC)CC)C,Inactive,4,,,184.8,2.75106e+07,185,2.77752e+07,3.82,4.02,3.92,101.12,100.62
206,92175915,303539,C1=CC=C2C(=C1)NC(=N2)SCCSC3=NC4=CC=CC=C4N3,Inactive,2,,,187.5,2.74369e+07,188.4,2.75523e+07,2.03,1.78,1.91,100.85,99.81
207,92175916,78393,CC1=C(C=C(C=C1)C(=O)C2=CC(=C(C=C2)C)C)C,Inactive,4,,,183.1,2.76782e+07,186.7,2.7818e+07,4.95,2.9,3.93,101.74,100.77
208,92175917,98125,CC(C1=CC=CC=C1)N=CC2=CC=CC=C2O,Inactive,4,,,184.7,2.78271e+07,185.1,2.79807e+07,3.89,3.96,3.93,102.29,101.36
209,92175918,6413349,CCN(CC)CCSC1=NC2=C(C3=CC=CC=C3N2CC(=O)N)N=N1,Inactive,3,,,186.3,2.71433e+07,186.6,2.72884e+07,2.83,2.96,2.9,99.77,98.85
210,92175919,1357304,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inactive,3,,,186.1,2.77183e+07,185.5,2.77805e+07,2.96,3.69,3.33,101.89,100.63
211,92175920,689854,C1=CC=C(C(=C1)C=NC2=CC(=CC=C2)N=CC3=CC=CC=C3O)O,Inactive,0,,,190.9,2.92582e+07,196.7,2.94258e+07,-0.22,-3.71,-1.97,107.55,106.59
212,92175921,63204,C1=CC=C(C=C1)C2=NC(=O)NC3=C2C=C(C=C3)Cl,Inactive,3,,,185.8,2.76088e+07,185.7,2.78131e+07,3.16,3.56,3.36,101.49,100.75
213,92175922,4213656,C1CCC(CC1)C2=CC(=CC(=C2)O)C3CCCCC3,Inactive,3,,,186.8,2.77747e+07,186.5,2.78072e+07,2.49,3.03,2.76,102.09,100.73
214,92175923,3095299,CC1=CC=C(C=C1)S(=O)(=O)CC2(N(N=C(S2)NC(=O)C)C(=O)C)C,Inactive,3,,,187.3,2.76073e+07,184.8,2.77853e+07,2.16,4.15,3.16,101.48,100.65
215,92175924,1070479,CNC1=NC2=C(C=CC=C2OC3=NC4=C(C=CC=C4O)C=C3)C=C1,Inactive,3,,,186.1,2.76852e+07,186.6,2.778e+07,2.96,2.96,2.96,101.77,100.63
216,92175925,4173876,C1=CC(=CC(=C1)NC(=O)CCC(=O)O)N,Inactive,4,,,184.7,2.76772e+07,185.6,2.76826e+07,3.89,3.63,3.76,101.74,100.28
217,92175926,762836,CC1(CC(CC(N1)(C)C)N=CC2=CC=CO2)C,Inactive,3,,,185.7,2.81376e+07,188.3,2.82592e+07,3.22,1.84,2.53,103.43,102.37
218,92175927,746767,CC(C)OC(=O)C1=NC(=CC=C1)C(=O)OC(C)C,Inactive,2,,,187.3,2.77676e+07,187.2,2.79106e+07,2.16,2.57,2.37,102.07,101.11
219,92175928,2827750,C1=CC=C(C=C1)C(CC(=O)O)N2C(=O)C3=CC=CC=C3C2=O,Inactive,4,,,185.6,2.76444e+07,184.4,2.77716e+07,3.29,4.42,3.86,101.62,100.6
220,92175929,14562,C1=CC=C(C=C1)C2=CC(=C(C=C2)O)N,Inactive,2,,,187.6,2.79e+07,187,2.80576e+07,1.96,2.7,2.33,102.56,101.64
221,92175930,8708,CCN(CC)CCOC1=CC2=C(C=C1)N=C(S2)N(C)C,Inactive,2,,,184.5,2.52597e+07,190.1,2.64744e+07,4.02,0.65,2.34,92.85,95.9
222,92175931,110810,C1C2CC3CC1CC(C2)(C3)CCO,Inactive,3,,,186.2,2.66193e+07,186.7,2.75552e+07,2.89,2.9,2.9,97.85,99.82
223,92175932,1166494,CS(=O)(=O)CS(=O)(=O)C1=C(C2CCN1CC2)N3CCOCC3,Inactive,4,,,184.9,2.69642e+07,185.5,2.78876e+07,3.75,3.69,3.72,99.12,101.02
224,92175933,4388387,CC(C)N(C(C)C)C(=O)CN1C=CC(=N)C2=CC=CC=C21,Inactive,1,,,188.2,2.71416e+07,189.8,2.78095e+07,1.57,0.85,1.21,99.77,100.74
225,92175934,1712193,CCCCC1=CC=C(C=C1)CC(=O)O,Inactive,2,,,187.6,2.72237e+07,188.9,2.78756e+07,1.96,1.45,1.71,100.07,100.98
226,92175935,5034848,CC[N+]1=CC=CC(=C1)C2=NC3=CC=CC=C3O2,Inactive,1,,,187.7,2.74234e+07,191.8,2.80007e+07,1.9,-0.47,0.72,100.8,101.43
227,92175936,270304,CCC1=CC=C(C=C1)CC(=S)N2CCOCC2,Inactive,1,,,188,2.72158e+07,189.2,2.78099e+07,1.7,1.25,1.48,100.04,100.74
228,92175937,258885,C1CN(CCN1CN2CCN(CC2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,2,,,186.3,2.73163e+07,190.3,2.78847e+07,2.83,0.52,1.68,100.41,101.01
229,92175938,605506,CC1(C2=C(C=CC(=C2)OC)N(C1=O)C)CC#N,Inactive,4,,,184.5,2.72065e+07,185.9,2.7899e+07,4.02,3.43,3.73,100.01,101.06
230,92175939,1559338,C=CCN(CC=C)C(=O)C[N+]1=CC=C(C=C1)C(=O)N,Inactive,1,,,185.7,2.74365e+07,192.1,2.77653e+07,3.22,-0.67,1.28,100.85,100.58
231,92175940,15939,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,Inactive,2,,,185.8,2.74689e+07,189.4,2.78533e+07,3.16,1.11,2.14,100.97,100.9
232,92175941,9608838,C1=CC=C(C=C1)/C=C/C[N+]2=CC=CC(=C2)/C=N/O,Inactive,1,,,188.6,2.74679e+07,190.2,2.79951e+07,1.3,0.59,0.95,100.97,101.41
233,92175942,720155,CC1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2)C(=O)NC3=CC=CC(=C3)C,Inactive,2,,,186.3,2.77745e+07,189.9,2.79243e+07,2.83,0.78,1.81,102.09,101.16
234,92175943,135686406,C1=C[N+](=CC=C1/C=N/O)CC(=O)NC(=O)N,Inactive,1,,,186.6,2.74377e+07,191.2,2.78316e+07,2.63,-0.07,1.28,100.86,100.82
235,92175944,89970,C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)Br,Inactive,1,,,187.4,2.77733e+07,189.9,2.79982e+07,2.1,0.78,1.44,102.09,101.42
236,92175945,771651,C1=CC=C(C=C1)CCN(CC(=O)O)CC(=O)O,Inactive,2,,,188,2.75277e+07,188.8,2.7789e+07,1.7,1.51,1.61,101.19,100.67
237,92175946,5218410,C1=CC=C(C=C1)C(C2C(=O)C3=CC=CC=C3C2=O)C4C(=O)C5=CC=CC=C5C4=O,Inactive,4,,,184.5,2.90501e+07,186,2.96445e+07,4.02,3.36,3.69,106.78,107.39
238,92175947,389245,CCN(CC)C1=CC2=C(C=C1)C=C(C(=N)O2)C(=O)NC3=CC=CC=C3,Inactive,0,,,210.5,3.22683e+07,191.7,2.97204e+07,-13.22,-0.4,-6.81,118.61,107.66
239,92175948,75913,CCC(=O)C1=CC2=C(C=C1)C=C(C=C2)OC,Inactive,0,,,189.6,2.74459e+07,191,2.79322e+07,0.64,0.06,0.35,100.89,101.18
240,92175949,3090892,CCCCC(C(=O)O)N1C(=O)C2=CC=CC=C2C1=O,Inactive,1,,,189.4,2.76542e+07,190.6,2.76948e+07,0.77,0.32,0.55,101.65,100.32
241,92175950,200187,CN(C)CCC(=O)C1=CC=C(C=C1)Br,Inactive,1,,,189.6,2.79484e+07,189.6,2.80308e+07,0.64,0.98,0.81,102.73,101.54
242,92175951,3524994,CC1=CC(=C(C=C1N)N)NC(=O)C2=CC=C(C=C2)N,Inactive,0,,,190.6,2.73759e+07,189.6,2.75321e+07,-0.02,0.98,0.48,100.63,99.73
243,92175952,6870314,CC(=O)NC1=CC=C(C=C1)NC(=O)/C=N/O,Inactive,1,,,188.7,2.63112e+07,190.1,2.65254e+07,1.23,0.65,0.94,96.72,96.09
244,92175953,5129475,C1=CC=C(C=C1)NC(=O)C2=C[N+](=CC=C2)CC(=O)C3=CC=C(C=C3)N4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,,191.6,2.57363e+07,189.8,2.54955e+07,-0.69,0.85,0.08,94.6,92.36
245,92175954,5508887,CC1(CC(CC(N1)(C)C)NC(=O)/C=C/C(=O)NC2CC(NC(C2)(C)C)(C)C)C,Inactive,3,,,186.8,2.76047e+07,185.7,2.76585e+07,2.49,3.56,3.03,101.47,100.19
246,92175955,3245253,CC(C)(C)C1=CC(=C(C=C1)O)CN2CCN(CC2)C3=CC=CC=C3,Inactive,2,,,190,2.77435e+07,185.6,2.77468e+07,0.37,3.63,2,101.98,100.51
247,92175956,3473119,CC1=CC=C(C=C1)N2C(=CC(N(C2=O)C(C)C)(C)C)C,Inactive,3,,,186.7,2.77746e+07,185.9,2.78099e+07,2.56,3.43,3,102.09,100.74
248,92175957,42705,COC1=C(C=C(C=C1)C(=O)C2=CC=CC=C2)CN3CCOCC3,Inactive,1,,,190,2.74275e+07,187.7,2.78063e+07,0.37,2.24,1.31,100.82,100.73
249,92175958,182792,C1COCCN1C2=CC=C(C=C2)NC3=CC=NC4=CC5=CC=CC=C5C=C34,Inactive,2,,,187.7,2.69026e+07,189.4,2.69474e+07,1.9,1.11,1.51,98.89,97.62
250,92175959,988818,C1=CC=C(C=C1)C(=O)N(CN2C(=O)C3=CC=CC=C3C2=O)C4=CC=C(C=C4)Br,Inactive,3,,,185.7,2.75901e+07,188.2,2.76758e+07,3.22,1.91,2.57,101.42,100.25
251,92175960,1068859,COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CN=C3OC,Inactive,3,,,184.8,2.74356e+07,187.9,2.75698e+07,3.82,2.11,2.97,100.85,99.87
252,92175961,2835581,CCSC1=C(C(C(=C(N1)C)C(=O)NC2=CC=CC=C2)C3=CC=CS3)C#N,Inactive,3,,,186.1,2.75892e+07,185.8,2.76917e+07,2.96,3.49,3.23,101.41,100.31
253,92175962,3417173,C1=CC(=CC=C1[O-])S(=O)(=O)C2=CC=C(C=C2)[O-],Active,66,,,91.7,2.85701e+07,89.7,2.87048e+07,65.55,66.98,66.27,105.02,103.98
254,92175963,683822,CCOC(=O)N1C2=C(C=C(C=C2)Cl)OC1=O,Inactive,1,,,189.9,2.77457e+07,188.9,2.78048e+07,0.44,1.45,0.95,101.99,100.72
