PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000000311 uM,Activity at 0.0000000880 uM,Activity at 0.0000001756 uM,Activity at 0.0000004972 uM,Activity at 0.0000014063 uM,Activity at 0.0000028127 uM,Activity at 0.0000079555 uM,Activity at 0.0000225014 uM,Activity at 0.0000450029 uM,Activity at 0.0001299230 uM,Activity at 0.0003002708 uM,Activity at 0.0008965874 uM,Activity at 0.00268 uM,Activity at 0.00700 uM,Activity at 0.016 uM,Activity at 0.032 uM,Activity at 0.076 uM,Activity at 0.219 uM,Activity at 0.631 uM,Activity at 1.728 uM,Activity at 3.886 uM,Activity at 8.587 uM,Activity at 17.80 uM,Activity at 49.20 uM,Activity at 107.3 uM,Activity at 231.0 uM,Compound QC
5569,124880853,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015725-11/122110660,,Inactive,,,,0,,,4.9549,0.4044,-3.5368,16,4,0 0 0 0 0,-6.5791,,,,,,,,,,,,,,,,,,,,14.0152,-9.614,11.5517,-9.0056,-6.5791,,,QC'd by BIOMOL
5570,124880863,262093,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,Active,82,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015729-02/122106855,,Inhibitor,12.5893,87.182,,82,Complete curve; high efficacy,-4.9,4.9549,0.9957,-95.7421,-8.5602,-1.1,0 0 0 0 0,-93.3159,,,,,,,,,,,,,,,,,,,,-10.0105,-5.1255,-26.1979,-91.1927,-93.3159,,,QC'd by Tocris
5571,124880865,262093,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,Active,43,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015729-05/122101594,,Inhibitor,8.9125,93.3921,,43,Partial curve; high efficacy,-5.05,2.3332,0.9904,-99.9744,-6.5824,-2.1,0 0 0 0 0,-98.5941,,,,,,,,,,,,,,,,,-12.2302,,-7.5852,-3.3845,,-54.0963,,-98.5941,,,QC'd by BIOMOL
5572,124880872,5129,C1=CC(=CC=C1CSC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015732-02/122109958,,Inactive,,,,0,,,,,,,4,,-14.1601,,,,,,,,,,,,,,,,,,,,-1.8883,-8.9794,-11.8156,1.7015,-14.1601,,,QC'd by BIOMOL
5573,124880873,6603945,CC(=O)N[C@@H](C(=O)O)C(C)(C)SN=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015734-02/122105927,,Inactive,,,,0,,,,,,,4,,-5.7927,,,,,,,,,,,,,,,,,,,,-11.6377,-2.9845,-9.354,-4.1493,-5.7927,,,QC'd by Tocris
5574,124880874,5231,CC(=O)NC(C(=O)O)C(C)(C)SN=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015734-03/122116165,,Inactive,,,,0,,,1.4487,0.8813,10,-4.1499,4,0 0 0 0 1,-0.7811,,,,,,,,,,,,,,,,,-6.375,,-1.1878,-0.7715,,7.3276,,-0.7811,,,QC'd by Microsource
5575,124880876,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,43,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015735-05/122105580,,Inhibitor,7.0795,79.9573,,43,Partial curve; partial efficacy,-5.15,2.3332,0.9561,-78.999,0.9583,-2.2,0 0 0 0 0,-76.1897,,,,,,,,,,,,,,,,,1.5692,,-8.8618,9.2277,,-54.9341,,-76.1897,,,QC'd by Microsource
5576,124880879,4431,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015736-02/122107022,,Inactive,,,,0,,,1.4487,0.9939,13,-1.2044,4,0 0 0 0 1,-2.2888,,,,,,,,,,,,,,,,,,,,-0.1703,2.3077,5.1466,9.3127,-2.2888,,,QC'd by Tocris
5577,124880881,4431,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015736-04/122110279,,Inactive,,,,0,,,3.9295,0.8965,11,-18.588,4,0 0 0 0 0,10.9916,,,,,,,,,,,,,,,,,,,,-14.0303,-22.1567,7.9406,7.7102,10.9916,,,QC'd by BIOMOL
5578,124880882,176157,CCCN(CC1CC1)C2=NC(=NC(=C2Cl)NC3=C(C=C(C=C3Cl)Cl)Cl)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015737-02/122106402,,Inactive,,,,0,,,4.9549,0.4104,-1.6537,1.5,4,0 0 0 0 0,-1.3781,,,,,,,,,,,,,,,,,,,,0.9283,-0.4479,3.9138,0.2036,-1.3781,,,QC'd by Tocris
5579,124880884,6603946,C(CC(=O)N[C@H](CSN=O)C(=O)NCC(=O)O)[C@H](C(=O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015738-02/122106736,,Inactive,,,,0,,,3.9295,0.478,-0.5,-10.6362,4,0 0 0 0 0,-0.3018,,,,,,,,,,,,,,,,,,,,-5.6789,-16.3635,2.5108,-3.5456,-0.3018,,,QC'd by Tocris
5580,124880885,4549,C1=CC=C(C=C1)CCCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015740-02/122106264,,Inactive,,,,0,,,4.9549,0.914,1,-12.8993,4,0 0 0 0 0,-1.7762,,,,,,,,,,,,,,,,,,,,-11.5828,-0.7666,1.8503,2.6437,-1.7762,,,QC'd by Tocris
5581,124880886,4549,C1=CC=C(C=C1)CCCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015740-04/122111788,,Inactive,,,,0,,,4.9549,0.704,8,-5.9448,4,0 0 0 0 0,5.286,,,,,,,,,,,,,,,,,-4.2517,,-7.6669,-2.0693,,-10.7873,,5.286,,,QC'd by UPCMLD
5582,124880888,4549,C1=CC=C(C=C1)CCCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015740-06/122110005,,Inactive,,,,0,,,,,,,4,,1.2896,,,,,,,,,,,,,,,,,,,,-1.7811,1.8757,0.2877,1.2003,1.2896,,,QC'd by BIOMOL
5583,124880889,4549,C1=CC=C(C=C1)CCCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015740-07/122109565,,Inactive,,,,0,,,4.9549,0.8395,3,-2.0359,4,0 0 0 0 0,1.8765,,,,,,,,,,,,,,,,,,,,-2.5299,-0.9178,-2.1022,3.6723,1.8765,,,QC'd by BIOMOL
5584,124880893,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015741-05/122105918,,Inactive,,,,0,,,4.9549,0.8519,3,-8.3609,4,0 0 0 0 1,-22.4002,,,,,,,,,,,,,,,,,,,,-8.6836,-6.022,-9.8841,2.7739,-22.4002,,,QC'd by Timtec
5585,124880896,4367,C(CC(C(=O)O)N)CN=C(N)N[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015742-02/122116149,,Inactive,,,,0,,,4.4495,0.9708,7.5,-11.6822,4,0 0 0 0 1,-19.1163,,,,,,,,,,,,,,,,,-9.5942,,-13.9019,6.1337,,7.2557,,-19.1163,,,QC'd by Microsource
5586,124880899,1678,C(C[N+](=O)[O-])C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015744-03/122115296,,Inactive,,,,0,,,4.9549,0.5583,1.1029,13,4,0 0 0 0 1,14.0427,,,,,,,,,,,,,,,,,10.0828,,15.3016,-3.2476,,7.8655,,14.0427,,,QC'd by Microsource
5587,124880905,4474,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015747-04/122109797,,Inactive,,,,0,,,1.331,0.4408,-25.3688,-2,4,0 0 0 0 0,-19.474,,,,,,,,,,,,,,,,,,,,2.0544,-15.3059,-0.0241,-11.4464,-19.474,,,QC'd by BIOMOL
5588,124880909,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015748-05/122106175,,Inhibitor,22.3872,30.0327,,10,Partial curve; partial efficacy; poor fit,-4.65,1.21,0.4797,-34.0327,-4,-2.4,0 0 0 0 0,-30.0273,,,,,,,,,,,,,,,,,,,,-15.7356,-8.3476,0.2293,-20.2848,-30.0273,,,QC'd by Tocris
5589,124880910,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015748-07/122116392,,Inactive,,,,0,,,3.6772,0.7056,-32.9174,0.8828,4,0 0 0 0 0,-28.1668,,,,,,,,,,,,,,,,,-0.1865,,13.0051,-10.4985,,0.2643,,-28.1668,,,QC'd by Microsource
5590,124880913,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015748-10/122110177,,Inactive,,,,0,,,2.7202,0.6661,4.5,-11.3705,4,0 0 0 0 1,-4.9523,,,,,,,,,,,,,,,,,,,,-7.6099,-12.8087,5.2253,1.3445,-4.9523,,,QC'd by BIOMOL
5591,124880918,1893,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015750-04/122105861,,Inactive,,,,0,,,3.9295,0.927,3,-13.0368,4,0 0 0 0 1,-11.9037,,,,,,,,,,,,,,,,,,,,-12.114,-2.9471,5.2147,0.7131,-11.9037,,,QC'd by Tocris
5592,124880920,1893,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015750-07/122115980,,Inactive,,,,0,,,,,,,4,,5.2725,,,,,,,,,,,,,,,,,19.8718,,19.724,-4.7308,,19.8485,,5.2725,,,QC'd by Microsource
5593,124880925,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015754-03/122106919,,Inactive,,,,0,,,2.3332,0.7035,-11.432,-1.5,4,0 0 0 0 1,-1.6144,,,,,,,,,,,,,,,,,,,,-4.1109,0.3308,-7.4441,-9.5267,-1.6144,,,QC'd by Tocris
5594,124880926,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015754-05/122115204,,Inactive,,,,0,,,4.9549,0.6462,3,-3.8793,4,0 0 0 0 0,2.4955,,,,,,,,,,,,,,,,,-3.5723,,-3.6494,6.6975,,-0.6553,,2.4955,,,QC'd by Microsource
5595,124880936,93004,C1CC2C3C(C1O2)C(=O)OC3=O,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015756-04/122105336,,Inhibitor,5.0119,58.209,,22,Partial curve; partial efficacy,-5.3,0.9,0.9862,-58.4238,-0.2148,-2.2,0 0 0 0 0,-51.2489,,,,,,,,,,,,,,,,,0.8987,,-9.0121,-14.7112,,-37.9557,,-51.2489,,,QC'd by Microsource
5596,124880938,93004,C1CC2C3C(C1O2)C(=O)OC3=O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015756-06/122106381,,Inhibitor,11.2202,43.2854,,10,Complete curve; partial efficacy; poor fit,-4.95,2.2526,0.8211,-62.2245,-18.9391,-1.4,0 0 0 0 0,-55.667,,,,,,,,,,,,,,,,,,,,-13.4355,-33.1433,-28.6167,-61.6004,-55.667,,,QC'd by Timtec
5597,124880946,4629,C[N+](C)(C)CC#CCN1CCCC1=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015758-02/122105926,,Inactive,,,,0,,,4.9549,0.8005,-3.9647,5,4,0 0 0 0 1,2.8801,,,,,,,,,,,,,,,,,,,,2.7793,-5.3872,-1.8274,-4.458,2.8801,,,QC'd by Tocris
5598,124880955,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015761-02/122106704,,Inactive,,,,0,,,4.9549,0.8313,9.5,-22.4585,4,0 0 0 0 1,-12.0993,,,,,,,,,,,,,,,,,,,,-14.3376,-30.3821,0.027,8.8307,-12.0993,,,QC'd by Tocris
5599,124880956,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015761-04/122104552,,Inactive,,,,0,,,4.9549,0.5619,-7.4575,6,4,0 0 0 0 0,-10.7979,,,,,,,,,,,,,,,,,3.5476,,-10.1584,-9.2247,,0.0064,,-10.7979,,,QC'd by BIOMOL
5600,124880958,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015761-06/122110557,,Inactive,,,,0,,,3.132,0.8368,5,-9.2104,4,0 0 0 0 1,-12.0228,,,,,,,,,,,,,,,,,,,,-11.4254,-5.376,-6.3568,3.2874,-12.0228,,,QC'd by BIOMOL
5601,124880964,4592,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015763-02/122106981,,Inactive,,,,0,,,2.4064,0.9337,-6.3153,1.5,4,0 0 0 0 1,-0.0579,,,,,,,,,,,,,,,,,,,,2.1945,0.4454,0.1841,-3.5961,-0.0579,,,QC'd by Tocris
5602,124880965,4592,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015763-04/122111246,,Inactive,,,,0,,,0.6,0.8801,-16.6747,16,4,0 0 0 0 1,6.9297,,,,,,,,,,,,,,,,,12.6117,,1.7976,1.5994,,-10.5622,,6.9297,,,QC'd by UPCMLD
5603,124880967,4592,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015763-06/122110318,,Inactive,,,,0,,,4.9549,0.4961,5.5,-4.0228,4,0 0 0 0 0,4.3309,,,,,,,,,,,,,,,,,,,,2.1711,-10.4357,5.7319,5.5916,4.3309,,,QC'd by BIOMOL
5604,124880968,4592,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015763-07/122110304,,Inactive,,,,0,,,3.99,0.7613,-9.4959,3.5,4,0 0 0 0 1,-1.5061,,,,,,,,,,,,,,,,,,,,0.0423,6.7526,-8.3237,-8.3299,-1.5061,,,QC'd by BIOMOL
5605,124880971,5282106,CCCCCCCC/C=C\CCCCCCCC(=O)NCCC1=CC(=C(C=C1)O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015765-03/122111086,,Inhibitor,17.7828,72.4935,,10,Single point of activity,-4.75,3.6772,0.9886,-70.48,2.0134,-3,0 0 0 0 0,-65.1364,,,,,,,,,,,,,,,,,4.7294,,-2.1625,3.6557,,-5.241,,-65.1364,,,QC'd by Tocris
5606,124880972,5282106,CCCCCCCC/C=C\CCCCCCCC(=O)NCCC1=CC(=C(C=C1)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015765-04/122104337,,Inactive,,,,0,,,4.045,0.8666,0.5,-8.8772,4,0 0 0 0 0,-1.9206,,,,,,,,,,,,,,,,,-8.6477,,-6.6746,0.5255,,3.1631,,-1.9206,,,QC'd by BIOMOL
5607,124880976,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015766-05/122106428,,Inactive,,,,0,,,2.7202,0.9429,2.5,-18.1057,4,0 0 0 0 0,-0.4669,,,,,,,,,,,,,,,,,,,,-15.9214,-11.777,0.08,4.3842,-0.4669,,,QC'd by Tocris
5608,124880979,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015766-09/122109897,,Inactive,,,,0,,,3.5117,0.8737,10,-0.3327,4,0 0 0 0 0,8.9082,,,,,,,,,,,,,,,,,,,,1.1654,0.8099,-2.3606,3.1052,8.9082,,,QC'd by BIOMOL
5609,124880986,1456,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015770-02/122106472,,Inactive,,,,0,,,1.8851,0.725,-19.4245,-7.2121,4,0 0 0 0 0,-17.8538,,,,,,,,,,,,,,,,,,,,-11.1451,-4.3434,-9.9465,-13.2328,-17.8538,,,QC'd by Tocris
5610,124880995,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015772-03/122115561,,Inactive,,,,0,,,4.9549,0.4267,0,-31.3505,4,0 0 0 0 1,-20.716,,,,,,,,,,,,,,,,,-22.7921,,11.2007,-18.5375,,7.1096,,-20.716,,,QC'd by Microsource
5611,124880996,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015772-04/122115750,,Inactive,,,,0,,,4.095,0.908,-6.9354,2.5,4,0 0 0 0 1,-0.1248,,,,,,,,,,,,,,,,,2.4876,,-4.3644,-5.2025,,-8.6962,,-0.1248,,,QC'd by Microsource
5612,124881002,4630,C1CCN(C1)CC#CCN2CCCC2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015773-02/122105814,,Inactive,,,,0,,,,,,,4,,0.7189,,,,,,,,,,,,,,,,,,,,-0.2604,-16.3686,-15.2402,-2.5242,0.7189,,,QC'd by Tocris
5613,124881004,4630,C1CCN(C1)CC#CCN2CCCC2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015773-04/122110262,,Inactive,,,,0,,,3.0654,0.997,-9.7218,6,4,0 0 0 0 1,2.6404,,,,,,,,,,,,,,,,,,,,6.0687,2.3625,-6.1836,-8.9349,2.6404,,,QC'd by BIOMOL
5614,124881008,1240,CCCN(CCC1=CC=CC=C1)C2CCC3=C(C2)C=CC=C3O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015777-03/122110058,,Inactive,,,,0,,,3.99,0.5103,-4.3349,1,4,0 0 0 0 0,-4.0291,,,,,,,,,,,,,,,,,,,,-2.1321,1.0366,3.7354,-0.982,-4.0291,,,QC'd by BIOMOL
5615,124881010,6603957,C1=CC(=CC=C1[C@H](CN)CP(=O)(O)O)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015781-02/122105796,,Inactive,,,,0,,,,,,,4,,-12.3179,,,,,,,,,,,,,,,,,,,,-9.7027,-0.0738,-2.4783,-12.1763,-12.3179,,,QC'd by Tocris
5616,124881012,1641,C1=CC(=CC=C1C(CN)CP(=O)(O)O)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015781-05/122110508,,Inactive,,,,0,,,4.9549,0.4978,2,-5.9105,4,0 0 0 0 0,-0.5382,,,,,,,,,,,,,,,,,,,,-9.0921,-0.6151,-8.1177,4.5501,-0.5382,,,QC'd by BIOMOL
5617,124881013,4780,C1=CC=C(C=C1)N=C(N)N=C(N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015783-02/122106021,,Inactive,,,,0,,,4.9549,0.6706,-2.5342,-34.9044,4,0 0 0 0 0,-8.7785,,,,,,,,,,,,,,,,,,,,-32.3275,-40.1742,-23.4115,-41.567,-8.7785,,,QC'd by Tocris
5618,124881015,4780,C1=CC=C(C=C1)N=C(N)N=C(N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015783-05/122109596,,Inactive,,,,0,,,4.9549,0.4854,-11.6592,5,4,0 0 0 0 1,-3.9653,,,,,,,,,,,,,,,,,,,,3.5695,-15.936,-1.4477,-16.3827,-3.9653,,,QC'd by BIOMOL
5619,124881026,155030,CC(C)NC[C@H](COC1=CC=CC2=C1C=CN2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015786-05/122105984,,Inactive,,,,0,,,4.9549,0.9472,1.5,-4.0629,4,0 0 0 0 0,0.7262,,,,,,,,,,,,,,,,,,,,-4.0367,-4.2191,-2.2391,2.3773,0.7262,,,QC'd by Tocris
5620,124881028,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015786-08/122116094,,Inactive,,,,0,,,4.9549,0.9947,29,-1.8092,4,0 0 0 0 1,1.2822,,,,,,,,,,,,,,,,,-0.8041,,-1.8041,-3.1743,,26.4287,,1.2822,,,QC'd by Microsource
5621,124881033,4826,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015787-02/122115783,,Inactive,,,,0,,,2.0937,0.9974,-15.3958,-2.5844,4,0 0 0 0 1,-4.2484,,,,,,,,,,,,,,,,,-4.6537,,-13.6806,-14.9111,,-15.3298,,-4.2484,,,QC'd by Microsource
5622,124881039,4713,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015790-02/122106213,,Inactive,,,,0,,,4.9549,0.9237,-4.5999,35.8527,4,0 0 0 0 0,-0.3971,,,,,,,,,,,,,,,,,,,,28.6686,37.1677,40.8368,32.9211,-0.3971,,,QC'd by Tocris
5623,124881041,4713,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015790-05/122109700,,Inactive,,,,0,,,4.4495,0.5974,-1.8112,34.9871,4,0 0 0 0 0,-0.0011,,,,,,,,,,,,,,,,,,,,33.6747,18.2789,53.098,17.8873,-0.0011,,,QC'd by BIOMOL
5624,124881042,4713,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015790-06/122110680,,Inactive,,,,0,,,,,,,4,,12.3762,,,,,,,,,,,,,,,,,,,,34.4752,2.0784,21.4702,1.0965,12.3762,,,QC'd by BIOMOL
5625,124881044,3645619,CC1=CC(=CC=C1)C(=O)NCN2CCN(CC2)C3=CC=CC=C3C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015791-02/122107102,,Inactive,,,,0,,,3.5117,0.8381,-16.6632,-1.5,4,0 0 0 0 0,-14.3027,,,,,,,,,,,,,,,,,,,,-5.1487,0.258,1.0364,-5.5674,-14.3027,,,QC'd by Tocris
5626,124881046,3645619,CC1=CC(=CC=C1)C(=O)NCN2CCN(CC2)C3=CC=CC=C3C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015791-04/122110637,,Inactive,,,,0,,,,,,,4,,-5.8855,,,,,,,,,,,,,,,,,,,,1.4057,-4.2298,-11.9586,1.7136,-5.8855,,,QC'd by BIOMOL
5627,124881048,4671,CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015793-02/122106442,,Inactive,,,,0,,,1.0641,0.5832,4,-10.4371,4,0 0 0 0 1,-4.9421,,,,,,,,,,,,,,,,,,,,-7.0309,0.2065,-3.7071,3.6788,-4.9421,,,QC'd by Tocris
5628,124881049,4671,CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015793-04/122103660,,Inactive,,,,0,,,4.4495,0.9568,6,-5.5862,4,0 0 0 0 1,-4.3635,,,,,,,,,,,,,,,,,-4.0332,,-7.1552,3.6296,,6.0765,,-4.3635,,,QC'd by BIOMOL
5629,124881050,4671,CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015793-05/122103908,,Inactive,,,,0,,,4.9549,0.6837,1.4621,18,4,0 0 0 0 0,2.5525,,,,,,,,,,,,,,,,,13.4731,,-2.9482,6.1445,,3.2442,,2.5525,,,QC'd by BIOMOL
