PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000967719 uM,Activity at 0.0002167586 uM,Activity at 0.0005263378 uM,Activity at 0.0009674074 uM,Activity at 0.00173 uM,Activity at 0.00290 uM,Activity at 0.00518 uM,Activity at 0.00878 uM,Activity at 0.026 uM,Activity at 0.041 uM,Activity at 0.078 uM,Activity at 0.140 uM,Activity at 0.235 uM,Activity at 0.419 uM,Activity at 0.711 uM,Activity at 1.384 uM,Activity at 2.154 uM,Activity at 6.280 uM,Activity at 11.32 uM,Activity at 19.05 uM,Activity at 33.84 uM,Activity at 57.16 uM,Activity at 114.3 uM,Activity at 190.5 uM,Activity at 571.4 uM,Compound QC
71,405558788,2540,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,Active,89,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00095123-10/250074651,,Inhibitor,0.4294,98.2289,,89,Complete curve; high efficacy,-6.3671,4.9549,0.9976,-98.2289,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.6234,,,,0,,-4.9199,,0,0,,0,,0,,-93.8325,,-96.4406,-97.7916,,-98.4577,,-98.6234,,,,QC'd by Adooq
72,170465794,4066,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00183046-03/250074768,,Inhibitor,0.3827,83.8294,,88,Complete curve; high efficacy,-6.4171,0.8,0.9895,-80.8294,3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-82.7124,,,,0,,0,,0,0,,-15.5201,,-35.1142,,-44.3135,,-67.4778,-69.7314,,-74.9171,,-82.7124,,,,QC'd by Vitas
73,363680279,25127713,COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00386427-01/250074954,,Inhibitor,0.9614,102.238,,88,Complete curve; high efficacy,-6.0171,1.1,0.9951,-99.2378,3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.8676,,,,0,,0,,3.6699,1.1991,,2.5779,,-12.7918,,-44.5505,,-67.2109,-85.794,,-97.3326,,-97.8676,,,,QC'd by Selleck
74,384567959,446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016786-18/250074673,,Inhibitor,0.4818,94.5902,,88,Complete curve; high efficacy,-6.3171,2.8473,0.9975,-93.0902,1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.1964,,,,0,,0,,2.1162,0,,1.4629,,-6.9558,,-68.6294,,-88.2832,-92.0681,,-94.2612,,-98.1964,,,,QC'd by Selleck
75,384567981,6436187,C[C@H]1CCC/C=C/C2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00017254-05/250074955,,Inhibitor,0.8568,98.011,,88,Complete curve; high efficacy,-6.0671,2.3332,0.9966,-100.511,-2.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.1233,,,,-4.7027,,-4.642,,0,-3.2429,,-0.4886,,-6.9524,,-40.2283,,-96.5023,-97.5875,,-99.1148,,-99.1233,,,,QC'd by Tocris
76,384567998,4622,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00018238-11/250075122,,Inhibitor,0.6066,98.9039,,88,Complete curve; high efficacy,-6.2171,3.132,0.9961,-97.9039,1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.9841,,,,2.5757,,0,,-0.4709,0,,0.354,,0,,-62.2004,,-88.706,-99.4229,,-100.106,,-99.9841,,,,QC'd by Prestwick
77,384568217,6710769,COC1=CC(=CC(=C1O)OC)[C@H]2C3C(COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00161927-04/250074516,,Inhibitor,0.5406,94.546,,88,Complete curve; high efficacy,-6.2671,1.6924,0.9974,-94.546,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.4855,,,,-2.2806,,0,,1.101,-3.7408,,-0.1621,,-17.5161,,-57.5204,,-83.9851,-91.8426,,-93.5234,,-98.4855,,,,QC'd by Microsource
78,384568553,25262965,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@@H]5C,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00250405-15/250074811,,Inhibitor,0.4294,83.3008,,88,Complete curve; high efficacy,-6.3671,1.1,0.9966,-81.8008,1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-79.8509,,,,0,,0,,0,3.5719,,-11.745,,-27.3307,,-51.0559,,-69.8389,-78.6905,,-81.4042,,-79.8509,,,,QC'd by MedChem Express
79,384568671,57519538,C1C2CC3CC1CC(C2)C3C(=O)NC4=CC5=C(C=C4)N=C(S5)NC(=O)C6=CC=CC=C6,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263217-05/250074749,,Inhibitor,0.9614,105.133,,88,Complete curve; high efficacy,-6.0171,1.1,0.9385,-102.133,3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-100.13,,,,0,,0,,0,4.032,,0,,-1.1638,,-65.382,,-51.4874,-97.5373,,-98.9966,,-100.13,,,,QC'd by MedChem Express
80,384568789,131842426,CO[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346471-03/250074739,,Inhibitor,0.8568,92.6278,,88,Complete curve; high efficacy,-6.0671,2.2526,0.9946,-99.5343,-6.9064,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.104,,,,-4.922,,-5.8977,,-8.8449,-8.4687,,-7.5334,,-11.6006,,-39.0472,,-96.8337,-97.4332,,-97.5826,,-97.104,,,,QC'd by Cayman
81,384568818,138402873,C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@]3(O2)[C@@H]([C@H](C[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)/C=C(\C)/C(=O)[C@H](C)C[C@H](C)C(=O)[O-])C)O)C)OC6CC[C@@H]([C@H](O6)C)OC)C)C)(CO)O)C,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346524-02/250074708,,Inhibitor,0.6066,88.7396,,88,Complete curve; high efficacy,-6.2171,3.132,0.9553,-97.4148,-8.6752,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.3988,,,,-25.8025,,-18.6067,,-17.5067,-10.2068,,-21.4816,,-3.896,,-64.1595,,-94.5918,-96.2577,,-97.6515,,-98.3988,,,,QC'd by Selleck
82,384569091,9952884,CN[C@H]1CN(C[C@@H]1OC)C2=NC3=C(C=C2)C(=O)C(=CN3C4=NC=CS4)C(=O)O,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00379063-03/250074468,,Inhibitor,0.6225,97.8543,,88,Complete curve; high efficacy,-6.2059,3.99,0.9987,-97.3543,0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.7453,,-0.1955,-3.0959,,2.5078,,-0.4427,,0,2.5278,,0,,-15.3642,,-91.7423,-97.6701,,-97.7453,,,,,,,QC'd by MedChem Express
83,384569188,454216,CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NC(=O)C(F)(F)F)O,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00390545-02/250074754,,Inhibitor,0.9614,98.8163,,88,Complete curve; high efficacy,-6.0171,2.4064,0.9907,-99.3163,-0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.8782,,,,-0.3627,,2.4787,,-3.1588,0,,3.0177,,-13.1993,,-25.8646,,-92.7043,-97.7036,,-98.5281,,-97.8782,,,,QC'd by MedChem Express
84,405558621,25154714,CC(C)[C@@H](C(=O)N1CCC[C@H]1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346533-09/250075133,,Inhibitor,1.7096,115.852,,88,Complete curve; high efficacy,-5.7671,0.5,0.9495,-120.126,-4.274,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.6633,,,,-0.2284,,-11.3578,,-20.9453,-25.3673,,-28.8564,,-27.3801,,-43.675,,-57.2172,-95.3868,,-96.0152,,-97.6633,,,,QC'd by Glixx
85,405558896,6918092,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OP(=O)(O)O)OC)O)O,Active,88,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00185753-04/250074764,,Inhibitor,0.4818,92.2444,,88,Complete curve; high efficacy,-6.3171,4.9549,0.9953,-90.7444,1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.722,,,,0,,0,,1.0848,0,,0,,4.6601,,-78.0389,,-86.4673,-88.1601,,-94.1334,,-95.722,,,,QC'd by Glixx
86,170465090,41684,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00090774-05/250074876,,Inhibitor,1.0787,91.8,,87,Complete curve; high efficacy,-5.9671,2.4064,0.9198,-96.8116,-5.0116,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.3857,,,,-18.4792,,-25.0831,,-24.7321,-17.6978,,-8.3076,,-0.843,,-25.9894,,-83.6371,-91.5219,,-97.8727,,-98.3857,,,,QC'd by Vitas
87,170465260,5282318,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=C\C(=O)O)\C(=O)O,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016013-06/250074655,,Inhibitor,1.9182,101.217,,87,Complete curve; high efficacy,-5.7171,0.6,0.9528,-114.493,-13.2754,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.871,,,,-22.2576,,-26.1177,,-7.7295,-31.3612,,-25.5165,,-33.5867,,-42.2718,,-67.0974,-87.4924,,-95.6293,,-98.871,,,,QC'd by Microsource
88,170465580,5311217,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263529-01/250074588,,Inhibitor,1.2103,98.0568,,87,Complete curve; high efficacy,-5.9171,4.9549,0.9937,-99.0568,-1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.4047,,,,1.4919,,0,,0,-6.6364,,-7.2137,,0.6379,,0,,-96.7173,-97.4073,,-98.8591,,-98.4047,,,,QC'd by Sequoia
89,170465908,5282182,CC(=CCC/C(=C/CC/C(=C/CCC(=O)OC/C=C(\C)/CCC=C(C)C)/C)/C)C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00182546-02/250075184,,Inhibitor,1.0787,97.0768,,87,Complete curve; high efficacy,-5.9671,1.4641,0.9364,-101.077,-4,-1.1,1 0 0 0 0 0 0 0 0 0 0,-97.2243,,,,-25.146,,-24.73,,-8.5095,0,,0,,-28.8246,,-25.7143,,-85.0876,-94.9106,,-97.3765,,-97.2243,,,,QC'd by Sequoia
90,174006814,59652905,CN1C(=O)C[C@@H](NC1=O)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@@H]3C(=O)N,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00181033-02/250074618,,Inhibitor,0.9614,92.5412,,87,Complete curve; high efficacy,-6.0171,4.095,0.986,-96.5412,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.111,,,,0.5935,,-11.5673,,-16.278,0,,0,,0,,-23.5574,,-92.2645,-94.876,,-97.8855,,-98.111,,,,QC'd by SantaCruz Bio
91,363676503,5282230,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00018185-20/250075067,,Inhibitor,0.8568,89.684,,87,Complete curve; high efficacy,-6.0671,1,0.986,-87.184,2.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-90.8167,,,,0,,0,,0,0,,0,,-10.9332,,-45.9302,,-60.2801,-71.2172,,-80.8713,,-90.8167,,,,QC'd by MedChem Express
92,363677427,3035714,COC1=CC=C(C=C1)S(=O)(=O)NC2=C(N=CC=C2)NC3=CC=C(C=C3)O,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346494-06/250075051,,Inhibitor,0.5406,82.103,,87,Complete curve; high efficacy,-6.2671,3.9295,0.9842,-81.103,1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-90.1144,,,,0,,0,,0,3.6926,,0,,0,,-60.0814,,-75.8609,-70.8603,,-87.7318,,-90.1144,,,,QC'd by MedChem Express
93,377020378,766949,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00242227-11/250074490,,Inhibitor,0.7637,81.7057,,87,Complete curve; high efficacy,-6.1171,2.3332,0.9886,-85.7057,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-84.4529,,,,2.5395,,-10.088,,-11.047,-7.1725,,0,,-7.8909,,-42.4871,,-78.9177,-83.3519,,-87.0993,,-84.4529,,,,QC'd by MedChem Express
94,384568550,5459219,CN1CC[C@H]([C@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00250401-11/250074882,,Inhibitor,1.358,93.6656,,87,Complete curve; high efficacy,-5.8671,4.9549,0.9666,-97.6656,-4,-1.1,1 0 0 0 0 0 0 0 0 0 0,-96.8905,,,,-30.1816,,-23.1727,,-14.9098,0,,-6.6655,,0,,0,,-94.9884,-95.0897,,-95.5758,,-96.8905,,,,QC'd by MedChem Express
95,384568797,11712649,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346488-03/250075047,,Inhibitor,1.0787,86.9545,,87,Complete curve; high efficacy,-5.9671,1.8265,0.9892,-88.9545,-2,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.2437,,,,-4.254,,0,,1.8,0.0752,,-6.2856,,-10.694,,-24.7198,,-74.6551,-78.6545,,-88.6366,,-93.2437,,,,QC'd by Selleck
96,384568915,135402864,CCCCOC1=C(C=NC2=NNC=C12)C(=O)C3=C(C=C(C=C3F)C)F,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346693-02/250074678,,Inhibitor,1.5237,94.932,,87,Complete curve; high efficacy,-5.8171,2.4064,0.9182,-98.932,-4,-1.1,1 0 0 0 0 0 0 0 0 0 0,-97.8633,,,,-30.1519,,-6.1069,,-33.4073,-19.0671,,-14.1139,,0,,-17.9467,,-69.4271,-97.4209,,-98.1468,,-97.8633,,,,QC'd by Selleck
97,384569101,5327686,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)[N+](=O)[O-])C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00381605-01/250074950,,Inhibitor,1.0787,94.0418,,87,Complete curve; high efficacy,-5.9671,1.6266,0.9898,-98.0418,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.0321,,,,-12.0205,,-4.3281,,0,-1.945,,-2.7433,,-13.4213,,-29.8052,,-79.2829,-87.6555,,-99.0237,,-99.0321,,,,QC'd by Angene
98,405558835,16130966,CCNC(=NCCCC[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCCC1C(=O)N[C@H](C)C(=O)N)NC(=O)[C@@H](CC2=CC=C(C=C2)O)NC(=O)[C@@H](CO)NC(=O)[C@H](CC3=CN=CC=C3)NC(=O)[C@H](CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00482546-01/250074866,,Inhibitor,0.8568,88.9044,,87,Complete curve; high efficacy,-6.0671,1.6266,0.9855,-88.9044,0,-1.1,1 0 0 0 0 0 0 0 0 0 0,-90.9043,,,,-21.2217,,0,,0,-3.5112,,-6.5085,,0,,-36.4496,,-79.7453,-79.855,,-87.2032,,-90.9043,,,,QC'd by DC Chemicals
99,405558902,6917864,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00164600-10/250074774,,Inhibitor,1.2103,95.6066,,87,Complete curve; high efficacy,-5.9171,1.7885,0.9991,-95.1066,0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.4886,,,,2.3846,,0.5223,,0,0,,0,,-4.0438,,-28.1754,,-69.2427,-92.1417,,-92.1904,,-95.4886,,,,QC'd by Microsource
100,405558975,146170498,CCC(C)[C@H]1C(=O)N[C@H](C(=O)NC(=C)C(=O)N[C@H](C(=O)N[C@]23CCC(=N[C@H]2C4=CSC(=N4)[C@H]([C@H](OC(=O)C5=NC6=C(C=C[C@H]([C@@H]6O)N1)C(=C5)[C@H](C)O)C)NC(=O)C7=CSC(=N7)[C@@H](NC(=O)[C@H]8CSC(=N8)C(=CC)NC(=O)[C@@H](NC(=O)C9=CSC3=N9)[C@@H](C)O)[C@](C)([C@@H](C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,Active,87,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00262569-03/250074653,,Inhibitor,1.7096,99.1113,,87,Complete curve; high efficacy,-5.7671,1.3723,0.9907,-102.611,-3.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.5158,,,,0.7302,,-3.3724,,-8.7782,-5.8012,,0,,-9.4289,,-30.251,,-54.7179,-94.4508,,-99.4295,,-98.5158,,,,QC'd by Prestwick
101,137275924,45279469,CC1=C(C=C(C=C1)C(=O)N)NC2=NC=CC(=N2)C3=CN(C4=C3C=CN=C4)C(C)C,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263020-01/250074598,,Inhibitor,2.1523,94.4337,,86,Complete curve; high efficacy,-5.6671,2.3332,0.9915,-101.04,-6.606,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.5935,,,,-4.0488,,-2.1717,,-5.7311,-7.6731,,-7.0975,,-17.6563,,-13.4239,,-52.337,-96.6865,,-99.6447,,-99.5935,,,,QC'd by NCGCChem
102,170466121,6433119,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00262945-01/250074617,,Inhibitor,1.7096,96.9287,,86,Complete curve; high efficacy,-5.7671,4.9549,0.9943,-98.4287,-1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.2322,,,,-11.2121,,0.5986,,0,0,,0,,0,,0,,-75.6117,-97.2843,,-97.7062,,-98.2322,,,,QC'd by GVK
103,174007366,154943,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00167503-02/250075160,,Inhibitor,3.0402,104.249,,86,Complete curve; high efficacy,-5.5171,1.4641,0.9465,-108.249,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.6265,,,,-19.5999,,-10.6391,,-13.5174,-18.1837,,0,,2.0659,,-19.6672,,-34.7973,-86.4613,,-100.23,,-99.6265,,,,QC'd by Carbosynth
104,363677372,73265272,C1CC1C(=O)NC2=NC=C(S2)C3=CC(=NN3C4=C(C=CC=C4Cl)Cl)C(F)F,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00345825-02/250074986,,Inhibitor,1.358,95.1498,,86,Complete curve; high efficacy,-5.8671,4.9549,0.9978,-93.6498,1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.946,,,,0,,3.9106,,0,0,,0,,0.9511,,1.036,,-84.6218,-90.1376,,-93.7241,,-96.946,,,,QC'd by SynKinase
105,363680201,71481097,C1=CN=C(C=N1)NNC(=O)/C=C\N2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00386310-03/250074639,,Inhibitor,1.7096,95.1873,,86,Complete curve; high efficacy,-5.7671,3.99,0.9874,-96.1873,-1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.9581,,,,4.0573,,0,,0,-11.7193,,-3.7875,,3.6047,,0,,-70.0898,-88.4386,,-98.7139,,-98.9581,,,,QC'd by Selleck
106,363680714,11591420,CC1=CN=C(N=C1C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00387872-01/250074656,,Inhibitor,1.9182,99.5291,,86,Complete curve; high efficacy,-5.7171,3.0654,0.9991,-99.5291,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.4372,,,,0.7182,,-3.176,,0,0,,1.6269,,0,,-3.9651,,-57.5805,-98.9223,,-99.3305,,-98.4372,,,,QC'd by ChemieTek
107,363681099,67501411,CCC1=C(C=CC(=C1)C(=O)N)N2C3=NC=CC(=C3C(=N2)C(C)C)N4C=C(N=C4)C5=CN(N=C5)C,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00475742-01/250075125,,Inhibitor,3.0402,102.619,,86,Complete curve; high efficacy,-5.5171,0.5,0.9543,-115.708,-13.0892,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.6148,,,,-12.2464,,-10.0743,,-25.7178,-20.9028,,-32.9828,,-39.4052,,-31.3896,,-64.5459,-73.8007,,-90.5895,,-93.6148,,,,QC'd by ActiveBioChem
108,363681154,11960271,CC1=C(C2=C(N1)C=CC(=C2)F)C3=NC4=C5C=CC=NC5=C6C(=C4N3)C=CC=N6,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00484061-01/250074972,,Inhibitor,1.7544,100.795,,86,Complete curve; high efficacy,-5.7559,2.3332,0.9957,-99.295,1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.2913,,,,,0.0907,,2.6528,,-3.519,,4.9467,0,,-2.9055,,-31.9488,,-93.3228,-97.7775,,-97.9241,,-97.2913,,,QC'd by MedChem Express
109,377020350,9952923,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00389231-01/250074532,,Inhibitor,2.4149,100.67,,86,Complete curve; high efficacy,-5.6171,2.4064,0.9975,-99.6696,1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.1439,,,,0,,0.264,,1.8412,0,,0,,0,,0,,-40.8414,-95.1791,,-97.1272,,-97.1439,,,,QC'd by APExBIO
110,377020400,11713159,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00242495-18/250074502,,Inhibitor,2.1523,95.9814,,86,Complete curve; high efficacy,-5.6671,2.4064,0.9915,-99.9814,-4,-1.1,1 0 0 0 0 0 0 0 0 0 0,-98.021,,,,-27.9683,,-8.2535,,2.4226,-9.0003,,-5.0624,,-10.4656,,-8.4306,,-52.2626,-96.3904,,-97.5432,,-98.021,,,,QC'd by MedChem Express
