PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
2735,103770583,9878,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,Unspecified,,,,Inhibition,=,-0.37,%,
2736,103770584,60875,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C.Cl,Unspecified,,,,Inhibition,=,-4.68,%,
2737,103770589,21467,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,Unspecified,,,,Inhibition,=,-3.1,%,
2738,103770596,23665411,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,-7.19,%,
2739,103770600,5311412,CCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C)C,Unspecified,,,,Inhibition,=,0.55,%,
2740,103770604,9588170,CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O,Unspecified,,,,Inhibition,=,0.04,%,
2741,103770605,5281104,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,Unspecified,,,,Inhibition,=,-10.23,%,Outside typical range
2742,103770607,9270,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)OC(=O)C)C,Unspecified,,,,Inhibition,=,3.82,%,
2743,103770611,6420023,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,Unspecified,,,,Inhibition,=,20.46,%,
2744,103770616,,,Unspecified,,,,Inhibition,=,7.94,%,
2745,103770619,22576,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl,Unspecified,,,,Inhibition,=,6.82,%,
2746,103770628,6918092,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OP(=O)(O)O)OC)O)O,Unspecified,,,,Inhibition,=,16.6,%,
2747,103770630,10079874,C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC\2CC(C(C(CC(=O)CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(/C=C/C=C/C=C/C=C/C=C/C=C/C=C2)C)C(C)CC(C)C(CC(=O)C3=CC=C(C=C3)N)O)O)O)O)O)C(=O)O)O)O)N)O,Unspecified,,,,Inhibition,=,-1.21,%,
2748,103770631,441351,CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C.[Br-],Unspecified,,,,Inhibition,=,-4.57,%,
2749,103770637,6420040,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl,Unspecified,,,,Inhibition,=,-7.22,%,
2750,103770639,5284447,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O,Unspecified,,,,Inhibition,=,3.99,%,
2751,103770642,5388961,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,-9.06,%,
2752,103770643,12597,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O,Unspecified,,,,Inhibition,=,-5.34,%,
2753,103770649,5288783,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C,Unspecified,,,,Inhibition,=,10.28,%,
2754,103770655,23663969,CC1=CC(=O)C(=CN1)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,-4.69,%,
2755,103770658,3005572,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Unspecified,,,,Inhibition,=,1.56,%,
2756,103770661,158550,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O,Unspecified,,,,Inhibition,=,-2.85,%,
2757,103770664,23663996,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],Unspecified,,,,Inhibition,=,1.73,%,
2758,103770665,23663870,C(CC(=O)[O-])CO.[Na+],Unspecified,,,,Inhibition,=,24.89,%,
2759,103770671,443953,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,Unspecified,,,,Inhibition,=,5.52,%,
2760,103770673,644076,C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N,Unspecified,,,,Inhibition,=,24.19,%,
2761,103770675,130881,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,Unspecified,,,,Inhibition,=,2.34,%,
2762,103770684,23675786,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+],Unspecified,,,,Inhibition,=,12.15,%,
2763,103770693,68539,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,Unspecified,,,,Inhibition,=,4.3,%,
2764,103770695,9409,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+],Unspecified,,,,Inhibition,=,-32.19,%,Outside typical range
2765,103770704,444000,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+],Unspecified,,,,Inhibition,=,33.18,%,
2766,103770705,65332,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C.[Br-].[Br-],Unspecified,,,,Inhibition,=,1.35,%,
2767,103770708,200103,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-],Unspecified,,,,Inhibition,=,88.93,%,
2768,103770711,5742,C(=N)(N)N.Cl,Unspecified,,,,Inhibition,=,15.02,%,
2769,103770712,656833,C1=CC(=CC=C1[C@H]([C@@H](COC(=O)CCC(=O)[O-])NC(=O)C(Cl)Cl)O)[N+](=O)[O-].[Na+],Unspecified,,,,Inhibition,=,-9.87,%,
2770,103770715,443958,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,Unspecified,,,,Inhibition,=,5.57,%,
2771,103770718,101526,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl,Unspecified,,,,Inhibition,=,5.27,%,
2772,103770720,452110,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,Unspecified,,,,Inhibition,=,1.08,%,
2773,103770733,6014,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,Unspecified,,,,Inhibition,=,-10.55,%,Outside typical range
2774,103770739,6019,CC1=NC=C(C(=C1O)CO)CO.Cl,Unspecified,,,,Inhibition,=,4.95,%,
2775,103770740,27350,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-],Unspecified,,,,Inhibition,=,6.54,%,
2776,103770741,23663979,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],Unspecified,,,,Inhibition,=,4.09,%,
2777,103770742,135413494,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3.Cl,Unspecified,,,,Inhibition,=,3.09,%,
2778,103770744,11289,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,Unspecified,,,,Inhibition,=,-1.32,%,
2779,103770752,197066,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Unspecified,,,,Inhibition,=,-23,%,Outside typical range
2780,103770753,27648,CC(CN(C1=C(C=C(C(=C1I)N)I)I)C(=O)C)C(=O)O,Unspecified,,,,Inhibition,=,35.28,%,
2781,103770758,657180,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O,Unspecified,,,,Inhibition,=,2.28,%,
2782,103770759,156418,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl,Unspecified,,,,Inhibition,=,51.6,%,
2783,103770761,6918223,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2.Cl,Unspecified,,,,Inhibition,=,-3.26,%,
2784,103770762,62960,CS(=O)(=O)O.C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,Unspecified,,,,Inhibition,=,35.18,%,
2785,103770770,5284441,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,Unspecified,,,,Inhibition,=,22.83,%,
2786,103770774,66259,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl,Unspecified,,,,Inhibition,=,7.7,%,
2787,103770778,5281069,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=C/C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,-10.71,%,Outside typical range
2788,103770781,62935,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,Unspecified,,,,Inhibition,=,4.71,%,
2789,103770786,216457,C1CN2CCC1[C@H](C2)OC(=O)N3CCC4=CC=CC=C4[C@@H]3C5=CC=CC=C5.C(CC(=O)O)C(=O)O,Unspecified,,,,Inhibition,=,15.21,%,
2790,103770790,9568628,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C/C(=N/O)/CC[C@H]34,Unspecified,,,,Inhibition,=,7.2,%,
2791,103770792,54360,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,Unspecified,,,,Inhibition,=,0.79,%,
2792,103770796,441307,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl,Unspecified,,,,Inhibition,=,28.25,%,
2793,103770803,23666879,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,2.27,%,
2794,103770805,41022,CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Unspecified,,,,Inhibition,=,32.6,%,
2795,103770812,7027,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,Unspecified,,,,Inhibition,=,13.48,%,
2796,103770815,5282481,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21.Cl,Unspecified,,,,Inhibition,=,-5.95,%,
2797,103770819,9556529,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],Unspecified,,,,Inhibition,=,83.32,%,
2798,103770824,5795,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,Unspecified,,,,Inhibition,=,-11.69,%,Outside typical range
2799,103770826,5281072,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,14.78,%,
2800,103770831,169870,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,Unspecified,,,,Inhibition,=,-1.63,%,
2801,103770834,10429215,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-],Unspecified,,,,Inhibition,=,24.07,%,
2802,103770835,23676814,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.[K+],Unspecified,,,,Inhibition,=,-1.63,%,
2803,103770837,3388,CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,Unspecified,,,,Inhibition,=,9.12,%,
2804,103770845,441350,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,Unspecified,,,,Inhibition,=,47.3,%,
2805,103770848,444025,CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl,Unspecified,,,,Inhibition,=,102.5,%,
2806,103770849,9873,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,Unspecified,,,,Inhibition,=,35.03,%,
2807,103770851,8609,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,Unspecified,,,,Inhibition,=,46.62,%,
2808,103770858,441345,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4.Cl,Unspecified,,,,Inhibition,=,-0.28,%,
2809,103770863,6126,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],Unspecified,,,,Inhibition,=,-2.28,%,
2810,103770866,11102,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.[Br-],Unspecified,,,,Inhibition,=,76.42,%,
2811,103770868,60758,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,Unspecified,,,,Inhibition,=,8.18,%,
2812,103770870,68385,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC.Cl,Unspecified,,,,Inhibition,=,-0.67,%,
2813,103770874,66061,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O.Cl,Unspecified,,,,Inhibition,=,4.18,%,
2814,103770878,61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,Unspecified,,,,Inhibition,=,7.33,%,
2815,103770889,5748,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-],Unspecified,,,,Inhibition,=,1.46,%,
2816,103770890,656583,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@]45[C@@]3(CC(=C([C@H]4O5)O)C#N)C,Unspecified,,,,Inhibition,=,2.7,%,
2817,103770893,6662,CC1=C(ON=C1C)N(C(=O)C)S(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Inhibition,=,5.55,%,
2818,103770894,6918224,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=C/C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,4.36,%,
2819,103770895,70969,CC(C)(CC1=CC=CC=C1)N.Cl,Unspecified,,,,Inhibition,=,0.94,%,
2820,103770897,5362376,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,Unspecified,,,,Inhibition,=,0.74,%,
2821,103770899,66062,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,Unspecified,,,,Inhibition,=,3.44,%,
2822,103770910,5281070,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,-11.21,%,Outside typical range
2823,103770913,14720269,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+],Unspecified,,,,Inhibition,=,4.39,%,
2824,103770915,65492,C[C@@H](C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,Unspecified,,,,Inhibition,=,-2.71,%,
2825,103770917,6540478,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N/O)/CC[C@H]34,Unspecified,,,,Inhibition,=,-1.4,%,
2826,103770918,444030,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br,Unspecified,,,,Inhibition,=,-5.74,%,
2827,103770923,441347,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.O.Cl,Unspecified,,,,Inhibition,=,-13.83,%,Outside typical range
2828,103770924,6202,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],Unspecified,,,,Inhibition,=,-2.61,%,
2829,103770929,9677,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,Unspecified,,,,Inhibition,=,-1.4,%,
2830,103770931,5282318,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,-2.9,%,
2831,103770932,16051987,C1=C(NN=C1)CCN.Cl,Unspecified,,,,Inhibition,=,-11.15,%,Outside typical range
2832,103770933,19004,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[Br-],Unspecified,,,,Inhibition,=,-6.24,%,
2833,103770944,5281067,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,-2.74,%,
2834,103770945,9571075,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O.O.Cl.[Cl-],Unspecified,,,,Inhibition,=,-3.45,%,
2835,103770947,11065,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Unspecified,,,,Inhibition,=,8.35,%,
2836,103770948,441398,CCOC(=O)OC(C)OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CC=CC=C3)N)(C)C.Cl,Unspecified,,,,Inhibition,=,-0.99,%,
2837,103770952,6918296,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,Unspecified,,,,Inhibition,=,20.64,%,
2838,103770956,9403,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O,Unspecified,,,,Inhibition,=,-2.22,%,
2839,103770958,5282493,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)COC(=O)C(C)(C)C)C)O)Cl)C)F,Unspecified,,,,Inhibition,=,5.09,%,
2840,103770959,636362,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl,Unspecified,,,,Inhibition,=,86.61,%,
2841,103770963,5284555,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1,Unspecified,,,,Inhibition,=,3.57,%,
2842,103770964,65348,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Unspecified,,,,Inhibition,=,-3.87,%,
2843,103770969,52919,CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)C3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,3.24,%,
2844,103770970,5282474,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O.CS(=O)(=O)O,Unspecified,,,,Inhibition,=,1.57,%,
2845,103770971,5883,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-],Unspecified,,,,Inhibition,=,3.37,%,
2846,103770972,636374,CCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC,Unspecified,,,,Inhibition,=,10.64,%,
2847,103770976,6172,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],Unspecified,,,,Inhibition,=,24.59,%,
2848,103770985,40127,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O.Cl,Unspecified,,,,Inhibition,=,-1.36,%,
2849,103770986,656631,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4.Br,Unspecified,,,,Inhibition,=,0.96,%,
2850,103770987,,,Unspecified,,,,Inhibition,=,-9.59,%,
2851,103770988,43593,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)O)C(=O)[O-])CSC4=NN=NN4CS(=O)(=O)[O-].[Na+].[Na+],Unspecified,,,,Inhibition,=,8.92,%,
2852,103770989,5284451,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,46.34,%,
2853,103770993,225609,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O,Unspecified,,,,Inhibition,=,-0.11,%,
2854,103770996,135413505,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)[O-])C(=O)O)C(=O)O)[O-].[Na+].[Na+],Unspecified,,,,Inhibition,=,-7.52,%,
2855,103770997,441409,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COP(=O)([O-])[O-])O)CCC4=CC(=O)C=C[C@]34C)O.[Na+].[Na+],Unspecified,,,,Inhibition,=,7.31,%,
2856,103770999,6526396,CC(C)OC(=O)OC(C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N\OC)/C3=CSC(=N3)N)COC,Unspecified,,,,Inhibition,=,4.86,%,
2857,103771002,23663938,CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,4.13,%,
2858,103771003,30928,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C.OP(=O)(O)O,Unspecified,,,,Inhibition,=,2.62,%,
2859,103771005,8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,Unspecified,,,,Inhibition,=,15.17,%,
2860,103771015,77997,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,Unspecified,,,,Inhibition,=,-3.9,%,
2861,103771016,23671932,CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)[O-])I)I.[Na+],Unspecified,,,,Inhibition,=,-12.29,%,Outside typical range
2862,103771018,92151,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,Unspecified,,,,Inhibition,=,-3.87,%,
2863,103771021,24144,CCCCCCC1=C(C=C(C=C1)O)O.C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,Unspecified,,,,Inhibition,=,61.67,%,
2864,103771022,2343,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,Unspecified,,,,Inhibition,=,6.42,%,
