PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00457 uM,Activity at 0.00705 uM,Activity at 0.023 uM,Activity at 0.046 uM,Activity at 0.070 uM,Activity at 0.104 uM,Activity at 0.147 uM,Activity at 0.228 uM,Activity at 0.454 uM,Activity at 0.702 uM,Activity at 0.990 uM,Activity at 1.179 uM,Activity at 2.205 uM,Activity at 3.547 uM,Activity at 5.245 uM,Activity at 6.528 uM,Activity at 11.35 uM,Activity at 18.98 uM,Activity at 27.12 uM,Activity at 37.89 uM,Activity at 57.10 uM,Activity at 85.70 uM,Activity at 114.4 uM,Activity at 171.0 uM,Compound QC
2701,170466872,236702,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00022662-05/249931581,,Inactive,,,,0,,-4.8,3.5722,0.4559,3,-4.1419,4,0 0 0 0,2.8042,,,,,,,,,0.2177,,,,-8.8682,,,,-2.2355,,,,2.8042,,,,QC'd by Prestwick Chemical; Inc.
2702,170466874,2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00018117-17/249931762,,Inactive,,,,0,,,,,0,0,4,,3.0755,,,,,,,,,0,,,,0,,,,0,,,,3.0755,,,,QC'd by Labotest
2703,170466877,3767,C1=CN=CC=C1C(=O)NN,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00016244-15/249931568,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Vitas
2704,170466889,60196361,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00015227-08/249931168,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Vitas
2705,170466890,139057448,C(CN)N.[Cl-].[Cl-].[Pt+2],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00178241-04/249930632,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Microsource
2706,17388684,6421,C(=O)(C(Cl)(Cl)Cl)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00091021-01/249930497,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by NIEHS
2707,17389158,7222,C1=CC=C2C(=C1)N=CS2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00091399-01/249930142,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by NIEHS
2708,17389167,7371,C1=CC=C(C=C1)S(=O)(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00091687-01/249929978,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by NIEHS
2709,17389504,66494,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00091015-01/249930340,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by NIEHS
2710,17389793,7416,C1=CC=C(C=C1)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00091398-01/249929439,,Inactive,,,,0,,-6.25,4.9549,0.3865,-9.4831,8,4,0 0 0 1,0,,,,,,,,,3.566,,,,-19.1526,,,,0,,,,0,,,,QC'd by NIEHS
2711,17389938,5284381,C([C@@H]([C@H]([C@@H]([C@H](CBr)O)O)O)O)Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00091099-01/249929552,,Inactive,,,,0,,-4.95,1,0.432,-31.6469,-4,4,0 0 0 0,-26.3724,,,,,,,,,-16.7361,,,,0,,,,-21.5011,,,,-26.3724,,,,QC'd by NIEHS
2712,174006168,73265182,CC(=O)OC[C@H]1[C@@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00174736-02/250002614,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by SIGMA
2713,174006179,122262,C1CN(CCN1CCCN2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl)C5=C6C=CC(=CC6=NC=C5)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00344515-02/250003709,,Inactive,,,,0,,,,,0,0,4,,2.5532,,,,,,,,,,3.1443,,,0,,,,,0,,,2.5532,,,,QC'd by SIGMA
2714,174006211,3748774,C1(=NC(=O)NC(=O)N1)C(=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263566-03/250003733,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,3.5773,,0,,,,,,0,,0,,,,,,QC'd by SIGMA
2715,174006218,5281046,C[C@@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5C3(C2)C6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@@H]6O4)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346666-01/250002681,,Inactive,,,,0,,-6,4.9549,0.5254,-23.7734,6,4,0 0 0 0,-30.357,,,,,,,,,,2.1661,,,-34.254,,,,,-7.0905,,,-30.357,,,,QC'd by Selleck
2716,174006227,83969,CCCS(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00253760-02/250005389,,Inactive,,,,0,,-4.35,4.9549,0.9995,-26.7089,0,4,0 0 0 0,-20.5908,,,,,,,,,,0,,,0,,,,,0,,,-20.5908,,,,QC'd by Selleck
2717,174006230,46931005,C(CS(=O)(=O)[O-])SSCCS(=O)(=O)[O-].[Na+].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346482-01/250005567,,Inactive,,,,0,,,,,0,0,4,,-7.1218,,,,,,,,,,0,,,-0.2317,,,,,0,,,-7.1218,,,,QC'd by Selleck
2718,174006243,701891,C1CN(CCN1)CC2=CC=CC3=CC=CC=C32,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346474-01/250005852,,Inactive,,,,0,,-4.95,4.4495,1,3,-29.7506,4,1 0 0 0,3.051,,,,,,,,,,-47.8264,,,-29.7922,,,,,0,,,3.051,,,,QC'd by SIGMA
2719,174006248,17571905,C[C@H]1[C@H]2[C@@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@H](C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00167485-02/250005713,,Inactive,,,,0,,,,,0,0,4,,2.4959,,,,,,,,,,0,,,0,,,,,0,,,2.4959,,,,QC'd by Selleck
2720,174006252,73265200,C1[C@H]([C@@H]([C@@H]([C@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263944-01/250005582,,Inactive,,,,0,,,,,0,0,4,,-0.0452,,,,,,,,,,-7.7149,,,-8.9999,,,,,-9.3637,,,-0.0452,,,,QC'd by Microsource
2721,174006263,73265205,CC(C1=CC=CC2=CC=CC=C21)N[C@H]3CCCC[C@H]3NC(=O)C4=CC=C(C=C4)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00344507-02/250003606,,Inactive,,,,0,,,,,0,0,4,,-4.8808,,,,,,,,,,0,,,0,,,,,0,,,-4.8808,,,,QC'd by SantaCruz Bio
2722,174006292,12150530,CN1[C@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346665-01/250005549,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,-1.6383,,,,,0,,,0,,,,QC'd by Selleck
2723,174006297,4008,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167493-04/250005514,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Selleck
2724,174006302,42647289,COC1=CC(=C(C=C1)OC)C2=NN=C3N2N=C(C=C3)C4=CC(=C(C=C4)OC)O[C@@H]5CCOC5,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00168459-04/250003504,,Inactive,,,,0,,-5.15,4.9549,0.9712,-21.2607,-2,4,0 0 0 0,-20.5797,,,,,,,,,,-4.3969,,,0,,,,,-21.4672,,,-20.5797,,,,QC'd by NCGCChem
2725,174006307,46933992,CC(C)(CCC1=CC=C(C=C1)OCC2=CC(=C3C(=C2)C=CC=N3)C4=CC(=CC=C4)OC(F)F)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00249759-02/250003563,,Inactive,,,,0,,,,,0,0,4,,-7.7491,,,,,,,,,,0,,,0,,,,,0,,,-7.7491,,,,QC'd by NCGCChem
2726,174006325,73265208,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@H]2C[C@@H]([C@H]31)[C@]5(C[C@@H]([C@H]6C[C@H]4[C@@]5([C@@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346602-01/250002623,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by Selleck
2727,174006396,73265215,CC(C)(C)C(NC(=O)CC1=CC(=C(C=C1)OC)OC)N=C(NC#N)NC2=CC=CC3=CC=CC=C32,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00347908-01/250005614,,Inactive,,,,0,,,,,0,0,4,,-0.7822,,,,,,,,,,-1.303,,,-2.3017,,,,,0.7775,,,-0.7822,,,,QC'd by Tocris
2728,174006422,25093235,CN(C)CCOC1=C(C=CC(=C1)C2=CNN=C2)NC(=O)C3COC4=CC=CC=C4O3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345833-01/250005329,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by SynKinase
2729,174006432,46209426,C1=CC=C(C=C1)CNC(=O)C2=CSC(=N2)NC3=NC=NC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00187983-01/250003717,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by NCGCChem
2730,174006466,56953649,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C(C=N3)C(=O)N)C4=CC=CC=C4)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345856-01/250005930,,Inactive,,,,0,,,,,0,0,4,,-3.3671,,,,,,,,,,0,,,0,,,,,-1.2776,,,-3.3671,,,,QC'd by SynKinase
2731,174006473,16097523,C[C@@H](C1=NC=C(C=C1)F)NC2=NC=C(C(=N2)NC3=CC(=NN3)OC(C)C)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250381-02/250006022,,Inactive,,,,0,,-4.35,4.9549,0.8322,-8.5418,3,4,0 0 0 0,-6.2848,,,,,,,,,,4.4259,,,0,,,,,4.0367,,,-6.2848,,,,QC'd by Axon Medchem
2732,174006479,11373846,CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346096-02/250005952,,Inactive,,,,0,,,,,0,0,4,,-5.8116,,,,,,,,,,0,,,0,,,,,-1.5343,,,-5.8116,,,,QC'd by Selleck
2733,174006514,,,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346503-01/250005900,,Inactive,,,,0,,,,,0,0,4,,-0.9544,,,,,,,,,0,,-6.0923,,,,,,-0.4787,,-0.9544,,,,,,QC'd by Selleck
2734,174006541,3796,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C(=C3)Br)O)Br)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346942-01/250005927,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by Chemscene
2735,174006555,5453,C1CN1P(=S)(N2CC2)N3CC3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00095042-08/250005544,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,-0.9889,,,,,-5.0392,,,0,,,,QC'd by Microsource
2736,174006584,84759,C1=CC=C2C(=C1)C(=NC=N2)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346839-01/250005810,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,1.8199,,,0,,,,,0,,,0,,,,QC'd by SIGMA
2737,174006592,25171648,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345793-01/250005813,,Inactive,,,,0,,-4.35,4.9549,0.7184,4,-23.148,4,0 0 0 0,0,,,,,,,,,,-20.9859,,,-15.8834,,,,,-32.2067,,,0,,,,QC'd by ChemieTek
2738,174006617,50989988,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@H](CC7=CNC8=CC=CC6=C78)N(C5)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00017400-10/249931538,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,1.1673,,,,0,,,,QC'd by Microsource
2739,174006619,14052,CC[C@@H](CO)NCCN[C@@H](CC)CO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00178864-03/249929774,,Inactive,,,,0,,,,,0,0,4,,2.4789,,,,,,,,,0,,,,4.687,,,,0,,,,2.4789,,,,QC'd by Microsource
2740,174006623,4908,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00178754-06/249930754,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0.2157,,,,0,,,,0,,,,QC'd by Microsource
2741,174006630,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00159319-04/249931097,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0.8306,,,,0,,,,QC'd by Vitas
2742,174006632,3114,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00015358-18/249930672,,Inactive,,,,0,,,,,0,0,4,,1.5843,,,,,,,,,-31.5054,,,,1.5171,,,,0.5638,,,,1.5843,,,,QC'd by Microsource
2743,174006656,73265266,C1[C@@H]([C@H]([C@@H]([C@@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00093350-05/249929609,,Inactive,,,,0,,,,,0,0,4,,0,0,,0,,,-7.2878,,,,0,,,,,,,,,,,,,,,QC'd by Vitas
2744,174006664,34633,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00016809-07/249931354,,Inactive,,,,0,,-4.35,4.4495,0.6694,-12.0039,-1,4,0 0 0 0,-9.1699,,,,,,,,,1.4234,,,,-5.1033,,,,0,,,,-9.1699,,,,QC'd by Prestwick
2745,174006666,5160,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167489-03/249931758,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,4.7471,,,,0,,,,0,,,,QC'd by Tocris
2746,174006669,2547,C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167473-02/249931144,,Inactive,,,,0,,,,,0,0,4,,0,0,,0,,,-0.393,,,,0,,,,,,,,,,,,,,,QC'd by Bosche
2747,174006691,2926768,CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC=CC=C3OC)C4=CC(=CC=C4)O)C(=O)OCCOC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346826-01/250005492,,Inactive,,,,0,,-4.4,4.9549,0.9989,-16.1696,0,4,0 0 0 0,-13.8914,,,,,,,,,,0,,,0,,,,,0,,,-13.8914,,,,QC'd by SIGMA
2748,174006692,1324494,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)C4=C(C=CC5=CC=CC=C54)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00262829-02/250005750,,Inactive,,,,0,,,,,0,0,4,,-2.5629,,,,,,,,,,0,,,0,,,,,0,,,-2.5629,,,,QC'd by EMD Chemicals
2749,174006696,5309,CN(C)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)C2=CC3=CC4=C(N3)CCCC4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346933-01/250003317,,Inactive,,,,0,,,,,0,0,4,,1.6265,,,,,,,,,,-5.6742,,,0,,,,,-2.1534,,,1.6265,,,,QC'd by SIGMA
2750,174006706,11960382,C1[C@@H]2CC3(C[C@H]1CC(C2)(C3)C(=O)NCC4=CC=NC=C4)C5=CC=C(C=C5)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346441-01/250002821,,Inactive,,,,0,,-4.4,4.9549,0.9985,-21.7725,0,4,0 0 0 0,-18.9771,,,,,,,,,,0,,,0,,,,,0,,,-18.9771,,,,QC'd by ActiveBioChem
2751,174006712,10109823,C1=CC=C2C(=C1)N=C(S2)C(C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346953-01/250002597,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,2.8601,,,0,,,,,3.6765,,,0,,,,QC'd by EMD Chemicals
2752,174006727,57394468,C1COC[C@@H]1N2C3=NC(=NC=C3N=C2NC4=C(C=C(C=C4F)F)F)NC5CCC(CC5)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346960-01/250003521,,Inactive,,,,0,,,,,0,0,4,,1.5548,,,,,,,,,,4.474,,,0,,,,,0,,,1.5548,,,,QC'd by LINCS
2753,174006728,53388144,CN(CC(=O)N(CC1=CC=C(C=C1)C2CCCCC2)C3=CC(=C(C=C3)C(=O)O)O)S(=O)(=O)C4=C(C(=C(C(=C4F)F)F)F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345808-01/250006189,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0.9498,,,,,0,,,0,,,,QC'd by EMD Chemicals
2754,174006753,521106,C1=CC=C2C(=C1)C=CC(=C2SSC3=C(C=CC4=CC=CC=C43)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00186047-02/250002745,,Inactive,,,,0,,,,,0,0,4,,0.5561,,,,,,,,,,3.9182,,,0,,,,,0,,,0.5561,,,,QC'd by EMD Chemicals
2755,174006772,122348,CCCCC[C@@H](C=C[C@H]1[C@@H](CC(=O)[C@H]1CC=CCCCC(=O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00092361-06/250006182,,Inactive,,,,0,,,,,0,0,4,,2.7391,,,,,,,,,-6.4263,,,,-3.428,,,,-0.0215,,,,2.7391,,,,QC'd by Tocris
2756,174006790,7092625,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00168853-03/250006039,,Inactive,,,,0,,,,,0,0,4,,2.268,,,,,,,,,,0,,,0,,,,,0,,,2.268,,,,QC'd by SIGMA
2757,174006806,73265283,CSCC[C@H](C(=O)O)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00163683-02/250005411,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,4.1368,,,,,4.4841,,,0,,,,QC'd by Alfa Aesar
2758,174006814,59652905,CN1C(=O)C[C@@H](NC1=O)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@@H]3C(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00181033-02/250006035,,Inactive,,,,0,,-5,4.9549,0.9722,1,-26.7818,4,0 0 0 0,0.6801,,,,,,,,,,-23.7354,,,-30.2348,,,,,0,,,0.6801,,,,QC'd by SantaCruz Bio
2759,174006821,73265287,CCCCC(C)(C)[C@@H](C=C[C@H]1[C@@H](CC(=O)[C@H]1CC=CCCCC(=O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00161290-05/250003514,,Inactive,,,,0,,,,,0,0,4,,-6.4592,,,,,,,,,,-38.0435,,,-4.42,,,,,0,,,-6.4592,,,,QC'd by Tocris
2760,174006826,73265289,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@@H]2C(=O)N(C)C3=CC=C(C=C3)C(=NO)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345818-01/250002944,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by SantaCruz Bio
2761,174006849,5311309,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00271534-03/250005467,,Inactive,,,,0,,,,,0,0,4,,-3.2292,,,,,,,,,,0,,,-8.0825,,,,,1.0828,,,-3.2292,,,,QC'd by Selleck
2762,174006856,4788,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00015840-09/250005236,,Inactive,,,,0,,-4.55,4.045,0.705,-6.9224,1.5,4,0 0 0 0,-6.602,,,,,,,,,,-1.6462,,,4.4865,,,,,0,,,-6.602,,,,QC'd by Microsource
