RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,,0.000914495,0.00155464,0.00263993,0.00459575,0.0064826,0.00912159,0.0137872,0.0269967,0.0413617,0.0569821,0.0820943,0.124085,0.188912,0.246899,0.423153,0.738849,1.11677,1.70021,2.22209,3.66561,6.6433,10,13.3629,20,40,
281,384568814,24853523,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CC[C@@H](C3)N(C)C)C(F)(F)F)NC4=NC=C(C=N4)C5=CN=CN=C5,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346514-04/250023070,,Activator,4.4668,32.0036,,10,Single point of activity,-5.35,4.9549,0.7843,34,1.9964,3,0 0 0 0 0 0 0 1,15.2966,,,,,,0.1907,,-0.0381,,,6.6374,,,-5.8364,,11.4438,,,-0.5722,,30.6313,,,15.2966,,QC'd by MedChem Express
282,384568829,135742497,CNC(=O)C1=CC2=C(C=C1)C(=C(N2)O)C(=NC3=CC=CC(=C3)CN(C)C)C4=CC=CC=C4,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346543-05/250023487,,Activator,12.5893,95.4407,,10,Single point of activity,-4.9,4.5045,0.9953,94.6981,-0.7426,3,0 0 0 0 0 0 0 0,83.9522,,,,,,0.2757,,-1.7096,,,-0.8272,,,2.9596,,-3.9522,,,-2.4449,,4.614,,,83.9522,,QC'd by MedChem Express
283,384568865,1204893,C1=CC(=CC=C1C2=CC=C(O2)/C=C/3\C(=O)NC(=O)S3)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346625-03/250023311,,Activator,4.4668,32.5921,,10,Partial curve; partial efficacy; poor fit,-5.35,4.9549,0.9262,32,-0.5921,2.4,0 0 0 0 0 0 0 1,11.8902,,,,,,2.2382,,-5.9101,,,0.3147,,,3.0075,,-2.6928,,,-0.5945,,27.907,,,11.8902,,QC'd by Adooq
284,384568942,5311510,C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346808-03/250022966,,Activator,11.2202,72.4311,,10,Single point of activity,-4.95,4.9549,0.9896,71.1655,-1.2657,3,0 0 0 0 0 0 0 0,67.4061,,,,,,3.1127,,-1.2165,,,0.966,,,-3.7567,,-3.4347,,,-3.9714,,4.4365,,,67.4061,,QC'd by NCGCChem
285,384569008,71268957,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00351480-16/250023282,,Activator,12.5893,78.0273,,10,Single point of activity,-4.9,4.9549,0.9918,76.0747,-1.9526,3,0 0 0 0 0 0 0 0,68.9719,,,,,,-4.1272,,-0.5205,,,2.0822,,,-0.0372,,-3.5323,,,-2.0078,,-1.3014,,,68.9719,,QC'd by SIGMA
286,384569020,44462758,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00351606-08/250023141,,Activator,11.2202,40.8235,,10,Single point of activity,-4.95,3.9295,0.9546,43.8193,2.9958,3,0 0 0 0 0 0 0 0,39.916,,,,,,0.7639,,3.6669,,,8.4034,,,5.424,,-0.4202,,,1.4515,,7.945,,,39.916,,QC'd by MedChem Express
287,384569047,5281304,CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)C)(OC5)C(=O)OC)O)O)C)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00378324-03/250023243,,Activator,0.0319,39.3458,,10,Complete curve; partial efficacy; poor fit,-7.4966,4.9549,0.7109,41.6177,2.2719,1.4,0 0 0 0 0 0 0 1,2.6539,3.3131,,3.8335,,,-1.0234,,10.9801,,,62.255,,43.6947,,,18.8899,,2.6539,,,,,,,,QC'd by MedChem Express
288,384569108,44428656,CC1=C(N=C(C(=N1)C)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00384249-01/250022986,,Activator,12.5893,42.2083,,10,Single point of activity,-4.9,4.9549,0.9251,39.4653,-2.743,3,0 0 0 0 0 0 0 0,35.7598,,,,,,-10.6191,,-4.6154,,,1.4259,,,0.2627,,-0.2627,,,-0.6754,,-1.576,,,35.7598,,QC'd by ChemoGenics
289,384569127,3036505,C1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\C3=CC=C(C=C3)OCCO)/CCCl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00386347-02/250023330,,Activator,12.5893,50.9524,,10,Single point of activity,-4.9,4.9549,0.9531,50.9513,-0.001,3,0 0 0 0 0 0 0 0,46.057,,,,,,-0.3847,,-5.0009,,,3.0425,,,6.3997,,-3.8468,,,-0.3147,,2.2032,,,46.057,,QC'd by APExBIO
290,384569139,24937012,C1CC1CN2CCN(CC2)CC3=CC4=C(S3)C(=NC(=N4)C5=C(C=CC6=C5C=CN6)F)N7CCOCC7,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00386429-04/250023697,,Activator,14.1254,33.7562,,10,Partial curve; partial efficacy; poor fit,-4.85,4.9549,0.926,32,-1.7562,2.4,0 0 0 0 0 0 0 0,29.0121,,,,,,-0.1469,,0.2938,,,1.8362,,,-0.9181,,-3.3052,,,-4.6272,,-6.4635,,,29.0121,,QC'd by Selleck
291,384569246,44560455,C1=CC(=CC(=C1)F)C2=CC=C(C=C2)C(C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)C[C@@H](C(=O)O)N)N,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00480794-01/250023683,,Activator,10,58.2134,,10,Single point of activity,-5,4.5045,0.9831,57.1149,-1.0984,3,0 0 0 0 0 0 0 0,54.5722,,,,,,-0.9548,,4.921,,,-3.4154,,,-2.2769,,-2.0933,,,-2.2769,,6.9409,,,54.5722,,QC'd by Adooq
292,384569282,58486178,C[C@@H]1CN(C[C@@H](O1)C)CC2=CC=C(C=C2)/C=C/C3=NNC4=C3C=CC(=C4)[C@@H]5C[C@]56C7=C(C=CC(=C7)OC)NC6=O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00487085-02/250023292,,Activator,10,74.833,,10,Single point of activity,-5,4.5045,0.9897,71.3385,-3.4944,3,0 0 0 0 0 0 0 0,68.1539,,,,,,0,,-2.5284,,,-8.3287,,,-3.1604,,-1.3014,,,-5.4285,,6.2837,,,68.1539,,QC'd by ChemieTek
293,384569346,53322923,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4)C)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00507875-01/250023667,,Activator,10,82.4131,,10,Single point of activity,-5,4.9549,0.9924,82.7842,0.3711,3,0 0 0 0 0 0 0 0,80.3158,,,,,,1.9097,,-2.5707,,,4.8476,,,-2.6074,,1.1385,,,-0.7345,,9.8054,,,80.3158,,QC'd by Selleck
294,384569365,89875987,CCC1=CC=C(C=C1)N(CC(C)C)S(=O)(=O)C2=CC(=C(C=C2)OCC3CCOCC3)CO,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00508861-01/250023528,,Activator,11.2202,39.921,,10,Single point of activity,-4.95,4.4495,0.9813,40.6234,0.7025,3,0 0 0 0 0 0 0 0,37.6286,,,,,,1.4257,,0.2707,,,-1.4979,,,2.7612,,3.6997,,,-1.0648,,4.4938,,,37.6286,,QC'd by Bio Vision
295,384569371,50997748,C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00508900-01/250022982,,Activator,4.9225,35.0741,,10,Single point of activity,-5.3078,3.5117,0.9271,32,-3.0741,3,0 0 0 0 0 0 0 0,33.2458,,,,-5.4784,,,-5.1782,,-3.227,,,-4.4653,,,4.3527,,-3.9775,,,2.2514,,33.2458,,,,QC'd by Tocris
296,384569378,91885617,COC1=CC(=C(C(=C1Cl)C2=CC3=CN=C(N=C3C=C2)N[C@@H]4COCC[C@@H]4NC(=O)C=C)Cl)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00509912-01/250023050,,Activator,12.5893,39.8028,,10,Single point of activity,-4.9,4.9549,0.9827,37.4195,-2.3832,3,0 0 0 0 0 0 0 0,33.7995,,,,,,0.2361,,-2.4155,,,-4.486,,,0.0908,,-2.4882,,,-3.9048,,-0.781,,,33.7995,,QC'd by Selleck
297,384569415,136210511,CC1=C(C=C(C=C1)N=C(N)NC(=O)C2=CC(=C(C(=C2)OC)OC)OC)NC(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00510200-01/250023301,,Activator,10,56.2864,,10,Single point of activity,-5,3.2475,0.9712,54.2326,-2.0538,3,0 0 0 0 0 0 0 0,48.6798,,,,,,1.224,,-6.2948,,,-4.4064,,,3.3572,,-3.1474,,,-1.0491,,9.757,,,48.6798,,QC'd by Glixx
298,384569418,121328278,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)NC4=CC=C(C=C4)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00510233-01/250023173,,Activator,12.5893,64.7903,,10,Single point of activity,-4.9,4.9549,0.9903,66.5569,1.7666,3,0 0 0 0 0 0 0 0,60.6188,,,,,,3.094,,-0.6112,,,-0.0764,,,5.615,,2.4828,,,2.4064,,2.8266,,,60.6188,,QC'd by ChemGood
299,384569500,90408826,CC1=C(C=C(C=N1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CC(=C(N=C3)OC4CCOCC4)N5CCOCC5,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00511383-01/250022988,,Activator,10,52.3884,,10,Single point of activity,-5,4.9549,0.8874,54.212,1.8236,3,0 0 0 0 0 0 0 0,52.4578,,,,,,0.5629,,14.5216,,,0.9006,,,4.015,,0.4503,,,-8.4803,,7.8799,,,52.4578,,QC'd by Glixx
300,404904732,25212148,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00483926-02/250023679,,Activator,3.5481,46.3013,,10,Single point of activity,-5.45,3.6272,0.9262,47.2486,0.9473,3,0 0 0 0 0 0 0 1,12.6698,,,,,,-1.3221,,-4.6272,,,9.8421,,,-0.5509,,1.0283,,,7.7121,,42.9673,,,12.6698,,QC'd by ChemieTek
301,405558456,2710,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00179384-10/250023626,,Activator,12.5893,81.1134,,10,Single point of activity,-4.9,4.9549,0.9983,79.9164,-1.1969,3,0 0 0 0 0 0 0 0,72.6849,,,,,,0.5373,,-0.9672,,,-0.1433,,,-1.2538,,-3.0808,,,-1.003,,1.7553,,,72.6849,,QC'd by SIGMA
302,405558507,6729,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00386387-01/250023291,,Activator,14.1254,90.3079,,10,Single point of activity,-4.85,4.9549,0.9731,90.4445,0.1366,3,0 0 0 0 0 0 0 0,79.3828,,,,,,-2.8258,,8.2171,,,-4.0528,,,-0.818,,0.7065,,,5.0939,,-2.7886,,,79.3828,,QC'd by Selleck
303,405558618,1201549,CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00013495-15/250023266,,Activator,11.2202,31.7387,,10,Partial curve; partial efficacy; poor fit,-4.95,3.6772,0.9546,30,-1.7387,2.4,0 0 0 0 0 0 0 0,26.5849,,,,,,-2.6771,,0.2603,,,-2.2681,,,-3.3463,,-3.5323,,,2.9373,,2.1937,,,26.5849,,QC'd by APExBIO
304,405558674,6918314,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00371130-03/250023463,,Activator,12.5893,94.3033,,10,Single point of activity,-4.9,4.9549,0.9924,91.796,-2.5074,3,0 0 0 0 0 0 0 0,83.1066,,,,,,-6.6728,,-2.9963,,,1.7831,,,-0.7904,,-0.6434,,,-3.2537,,-0.9375,,,83.1066,,QC'd by APExBIO
305,405558789,11978813,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00378574-01/250023208,,Activator,12.5893,94.4153,,10,Single point of activity,-4.9,4.5045,0.9942,96.1018,1.6866,3,0 0 0 0 0 0 0 0,85.6522,,,,,,5.1589,,2.2408,,,-0.2258,,,-1.5112,,-0.0174,,,4.2904,,6.5833,,,85.6522,,QC'd by MedChem Express
306,405558794,204108,CC(C)(C)C1=CC(=C(C=C1)OC)CN[C@@H]2[C@@H](N3CCC2CC3)C(C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00390625-02/250022980,,Activator,2.2387,32.364,,10,Partial curve; partial efficacy; poor fit,-5.65,1.331,0.8974,33.5,1.136,2.4,0 0 0 0 0 0 1 0,31.4848,,,,,,5.6172,,-2.2898,,,6.2254,,,-3.22,,7.4061,,,18.2111,,86.1896,,,31.4848,,QC'd by MedChem Express
307,405558925,941650,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00015998-06/250023103,,Activator,3.5481,58.7322,,10,Single point of activity,-5.45,4.9549,0.9925,58.6831,-0.0492,3,0 0 0 0 0 0 0 1,-14.9184,,,,,,-1.1447,,-1.7076,,,-0.957,,,3.8469,,-0.3565,,,5.0479,,56.3145,,,-14.9184,,QC'd by Microsource
308,405558984,15224271,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00379082-01/250022953,,Activator,4.9225,50.0619,,10,Single point of activity,-5.3078,3.5117,0.9775,48.2962,-1.7657,3,0 0 0 0 0 0 0 0,50.4114,,,,-3.9714,,,-2.1109,,0.7871,,,-2.0036,,,-2.9338,,0.4293,,,7.585,,50.4114,,,,QC'd by MedChem Express
309,405558989,5284550,CN(C)CC/C=C/1\C2=CC=CC=C2CSC3=CC=CC=C31,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00016549-05/250023517,,Activator,12.5893,38.5931,,10,Single point of activity,-4.9,4.095,0.9791,37.5,-1.0931,3,0 0 0 0 0 0 0 0,32.3949,,,,,,0.4512,,1.9311,,,-0.3068,,,-2.7612,,-3.4109,,,-0.9565,,1.6784,,,32.3949,,QC'd by Prestwick
310,405559064,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00014483-16/250023032,,Activator,12.5893,104.403,,10,Single point of activity,-4.9,4.9549,0.9964,101.758,-2.6448,3,0 0 0 0 0 0 0 0,92.1722,,,,,,-1.6164,,-3.2873,,,-0.1998,,,-3.9412,,-0.563,,,-4.704,,-1.6164,,,92.1722,,QC'd by SIGMA
311,406861832,3194,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00015412-21/250022959,,Activator,11.2202,46.6497,,10,Single point of activity,-4.95,3.2975,0.9947,47.5487,0.8989,3,0 0 0 0 0 0 0 0,41.7174,,,,,,-0.5009,,-0.3578,,,1.7531,,,0.644,,1.932,,,2.4687,,7.4776,,,41.7174,,QC'd by Bio Vision
312,406861835,2378,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00018254-09/250023402,,Activator,7.9433,37.4324,,10,Partial curve; partial efficacy; poor fit,-5.1,2.4064,0.7783,39.6961,2.2636,2.4,0 0 0 0 0 0 0 0,35.9765,,,,,,0.7376,,-4.2917,,,11.0645,,,-0.3688,,11.7016,,,-5.197,,18.3068,,,35.9765,,QC'd by Selleck
313,406861836,135409468,C1CN(CCN1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00024936-06/250023295,,Activator,12.5893,38.1905,,10,Single point of activity,-4.9,4.5045,0.9795,38.621,0.4306,3,0 0 0 0 0 0 0 0,34.5789,,,,,,-2.9745,,-0.1115,,,0.0372,,,3.3835,,1.0039,,,0.0744,,2.6771,,,34.5789,,QC'd by Adooq
314,406861840,64139,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00159337-12/250023488,,Activator,14.1254,94.8805,,10,Single point of activity,-4.85,4.9549,0.9886,95.0349,0.1544,3,0 0 0 0 0 0 0 0,83.364,,,,,,0.9743,,-2.3713,,,2.886,,,3.989,,2.4449,,,-2.2978,,-2.1875,,,83.364,,QC'd by Glixx
315,406861845,24870922,C[C@H]1C/C(=C\C=C/[C@@H]([C@H](OC(=O)/C(=C\C(=C/[C@H]([C@H]1O)C)\C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00162409-10/250023587,,Activator,0.0113,81.0662,,10,Complete curve; high efficacy; poor fit,-7.9466,4.9549,0.9865,81.2358,0.1695,1.3,0 0 0 0 0 1 0 1,29.3744,-4.0254,,5.621,,,12.4388,,86.2375,,,77.1351,,42.8286,,,78.3318,,29.3744,,,,,,,,QC'd by SantaCruz Bio
316,406861846,72378,C1CN2CC3=CC4=C(C=C3[C@H]5[C@H]2C1=C[C@@H]([C@H]5O)O)OCO4,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00163413-07/250023547,,Activator,0.631,41.3005,,10,Partial curve; partial efficacy; poor fit,-6.2,1.21,0.9924,40.8005,-0.5,2.4,0 0 0 0 0 1 0 1,0.837,,,,,,0.5326,,1.0652,,,0.5707,,,11.109,,22.1419,,,76.926,,37.7782,,,0.837,,QC'd by DC Chemicals
317,406861851,16757524,CC1=C(C(=O)N(N1CC(C)(C)O)C2=CC=CC=C2)C(=O)NC3=CC(=C(C=C3)OC4=C5C=CC(=CC5=NC=C4)OC)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00345848-03/250023589,,Activator,10,35.2072,,10,Partial curve; partial efficacy; poor fit,-5,3.2975,0.9424,29.5,-5.7072,2.4,0 0 0 0 0 0 0 0,26.0381,,,,,,-2.1034,,-10.5893,,,-3.6265,,,-8.4134,,-3.9529,,,-4.4243,,1.777,,,26.0381,,QC'd by SynKinase
318,406861852,10437018,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346483-11/250023656,,Activator,11.2202,60.9653,,10,Single point of activity,-4.95,4.5045,0.9933,57.9901,-2.9753,3,0 0 0 0 0 0 0 0,53.8778,,,,,,0.3941,,-2.6867,,,-2.3285,,,-2.6867,,-4.9794,,,-4.5495,,1.9344,,,53.8778,,QC'd by APExBIO
319,406861853,132990892,CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C\[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C\C=C1)C)O)(C)O)C)O)C)C)O)C)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346531-06/250023007,,Activator,3.1623,44.9784,,10,Single point of activity,-5.5,4.9549,0.9875,41.0131,-3.9653,3,0 0 0 0 0 0 1 0,41.1257,,,,,,-2.4015,,-5.7411,,,-7.0544,,,-1.5009,,-3.3396,,,2.7017,,91.7448,,,41.1257,,QC'd by APExBIO
320,90340625,4217,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=C3Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00015214-07/250023252,,Activator,11.2202,87.3443,,10,Single point of activity,-4.95,4.095,0.9953,84.3304,-3.0139,3,0 0 0 0 0 0 0 0,77.0338,,,,,,-6.6782,,-2.9315,,,0.1214,,,-4.0763,,-3.5212,,,-1.8907,,5.8456,,,77.0338,,QC'd by SigmaAldrich
321,124894552,60810,C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00183837-01/250023360,,Inactive,,,,0,,-5,3.2475,0.9694,26,-1.4354,4,0 0 0 0 0 0 0 0,23.4415,,,,,,-4.1129,,0.7193,,,-0.9775,,,-1.4939,,-3.3751,,,-0.1291,,4.1498,,,23.4415,,QC'd by Pharmaron
322,137276076,3099980,CC1(CC2=C(C(NC3=C2C4=CC=CC=C4C=C3)C5=CC(=C(C=C5)N(C)C)Br)C(=O)C1)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00263232-01/250023010,,Inactive,,,,0,,,,,0,0,4,,-0.8255,,,,,,-0.6004,,-0.9381,,,3.1895,,,-1.4259,,0.3752,,,-2.8143,,-6.3039,,,-0.8255,,QC'd by NCGCChem
323,170464834,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00015826-13/250022955,,Inactive,,,,0,,-5.6,0.7,0.7886,13,-4.8971,4,0 0 0 0 0 0 0 1,-11.1986,,,,,,-5.3309,,-4.4007,,,-2.1467,,,-2.3971,,2.9338,,,-0.6082,,9.6243,,,-11.1986,,QC'd by Microsource
324,170466085,2725002,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.O.O.Cl.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00015874-05/250023550,,Inactive,,,,0,,-5.75,4.9549,0.9318,30,0.3978,4,0 0 0 0 0 0 0 1,-2.0924,,,,,,7.3806,,1.712,,,-2.0544,,,-2.1685,,-1.5598,,,23.2452,,29.2182,,,-2.0924,,QC'd by Specs
325,363677063,13818684,C/C=C(\C)/C(=O)O[C@H]1C=C(C(=O)[C@@H]([C@H]1C(C)C)OC(=O)C)CO,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00180769-03/250023256,,Inactive,,,,0,,-5.75,1.8851,0.9844,24,-2.892,4,0 0 0 0 0 0 0 0,24.3365,,,,,-1.856,,,-3.66,,-2.3764,,,-1.1622,,-3.4172,,,9.1414,,19.1674,,,24.3365,,,QC'd by Analyticon
