PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0009144947 uM,Activity at 0.00155 uM,Activity at 0.00264 uM,Activity at 0.00460 uM,Activity at 0.00648 uM,Activity at 0.00912 uM,Activity at 0.014 uM,Activity at 0.027 uM,Activity at 0.041 uM,Activity at 0.057 uM,Activity at 0.082 uM,Activity at 0.124 uM,Activity at 0.189 uM,Activity at 0.247 uM,Activity at 0.423 uM,Activity at 0.739 uM,Activity at 1.117 uM,Activity at 1.700 uM,Activity at 2.222 uM,Activity at 3.666 uM,Activity at 6.643 uM,Activity at 10.000 uM,Activity at 13.36 uM,Activity at 20.00 uM,Activity at 40.00 uM,Compound QC
161,363681264,115234,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OC(=O)NCCN(C)C)C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00485229-01/250024494,,Cytotoxic,10,32.4913,,20,Single point of activity,-5,3.9295,0.9828,-33.4913,-1,-3,0 0 0 0 0 0 0 0,-31.2427,,,,,,-2.6249,,0.2091,,,0.9988,,,-1.324,,-3.2753,,,-0.6736,,-6.7596,,,-31.2427,,QC'd by SIGMA
162,363681407,9864378,C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC=C(C=C5)/C=C/C(=O)O)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00485908-01/250024938,,Cytotoxic,12.5893,121.883,,20,Partial curve; high efficacy; poor fit,-4.9,1.1,0.7682,-126.4754,-4.5925,-2.3,0 0 0 0 0 0 0 0,-95.8147,,,,,,-1.3402,,-0.4938,,,-15.589,,,-22.2666,,-29.3205,,,-23.3482,,-24.1477,,,-95.8147,,QC'd by MedChem Express
163,377020340,56640146,CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00378604-04/250025059,,Cytotoxic,11.2202,37.9864,,20,Single point of activity,-4.95,4.5045,0.9827,-38.9864,-1,-3,0 0 0 0 0 0 0 0,-36.3916,,,,,,0.8276,,-3.0504,,,-1.8681,,,0.2128,,1.0168,,,-3.2868,,-4.4691,,,-36.3916,,QC'd by MedChem Express
164,384567854,5924208,C1=CC2=C(C=C1I)/C(=C/C3=CC(=C(C(=C3)Br)O)Br)/C(=O)N2,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015478-17/250024756,,Cytotoxic,12.5893,46.6706,,20,Single point of activity,-4.9,4.5045,0.9742,-56.8646,-10.194,-3,0 0 0 0 0 0 0 0,-51.6356,,,,,,-9.3773,,-7.245,,,-9.135,,,-10.1042,,-11.4126,,,-15.3865,,-12.3334,,,-51.6356,,QC'd by MedChem Express
165,384567911,5169,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015962-25/250024695,,Cytotoxic,14.1254,61.2382,,20,Single point of activity,-4.85,4.9549,0.9907,-68.3347,-7.0964,-3,0 0 0 0 0 0 0 0,-59.9427,,,,,,-3.4137,,-6.899,,,-7.0423,,,-9.2385,,-8.761,,,-6.8035,,-7.472,,,-59.9427,,QC'd by MedChem Express
166,384568207,984170,CCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC4=C(C=C3)OCCO4)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00161410-03/250025200,,Cytotoxic,12.5893,33.1765,,20,Single point of activity,-4.9,4.9549,0.948,-39.2413,-6.0647,-3,0 0 0 0 0 0 0 0,-36.1765,,,,,,-2.5539,,-7.513,,,-10.0422,,,-7.0667,,-6.0253,,,-2.6035,,-7.5626,,,-36.1765,,QC'd by Tocris
167,384568331,9893571,CC(C)C1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)COC3=CC(=C(C=C3)/C=C/C4=CC(=CC=C4)C(=O)O)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00167739-08/250024987,,Cytotoxic,12.5893,65.8796,,20,Single point of activity,-4.9,4.9549,0.9945,-72.2534,-6.3738,-3,0 0 0 0 0 0 0 0,-66.4504,,,,,,-4.2057,,-8.099,,,-8.1951,,,-7.2338,,-6.3206,,,-4.0615,,-8.6277,,,-66.4504,,QC'd by MedChem Express
168,384568432,1271002,CCC1=CC=C(C=C1)/C=C/2\C(=O)NC(=S)S2,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00185994-09/250025137,,Cytotoxic,12.5893,36.209,,20,Single point of activity,-4.9,3.6272,0.9805,-38.209,-2,-3,0 0 0 0 0 0 0 0,-32.6742,,,,,,-2.354,,-1.0358,,,-2.0245,,,0.4237,,-2.1657,,,-5.0847,,-5.2731,,,-32.6742,,QC'd by SIGMA
169,384568515,16760696,CC(=O)O/N=C\1/C2=C(C=CC(=C2)Cl)N(C1=O)CC3=C(C=CC(=C3)Cl)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00247668-03/250024954,,Cytotoxic,12.5893,44.4245,,20,Single point of activity,-4.9,3.2975,0.9616,-47.4245,-3,-3,0 0 0 0 0 0 0 0,-39.5204,,,,,,-0.8153,,-4.0288,,,1.8225,,,-3.9808,,-5.1799,,,-6.3789,,-7.2902,,,-39.5204,,QC'd by XcessBio
170,384568555,11656518,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00250407-05/250024850,,Cytotoxic,0.7943,103.102,,20,Partial curve; high efficacy; poor fit,-6.1,0.3,0.7209,-108.3399,-5.2376,-2.3,0 0 0 0 0 0 0 0,-82.4545,,,,,,-12.698,,-42.6815,,,-58.288,,,-47.127,,-38.1414,,,-62.7335,,-76.3065,,,-82.4545,,QC'd by MedChem Express
171,384568752,10365033,CC(C)C[C@@H](C(=O)C=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00345806-02/250024668,,Cytotoxic,11.2202,38.3004,,20,Single point of activity,-4.95,3.5722,0.9488,-40.8004,-2.5,-3,0 0 0 0 0 0 0 0,-36.5004,,,,,,-6.3261,,-2.6021,,,-5.3712,,,-2.7453,,2.5543,,,-0.4058,,-8.0926,,,-36.5004,,QC'd by EMD Chemicals
172,384568768,11676971,CN(C)CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC(=O)C3=NC=C(N3)C#N)C4=CCCCC4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00345853-03/250024839,,Cytotoxic,11.2202,58.5406,,20,Single point of activity,-4.95,4.9549,0.9905,-60.5406,-2,-3,0 0 0 0 0 0 0 0,-57.4918,,,,,,-0.2818,,-4.1334,,,0.8455,,,-3.4288,,-4.6501,,,-1.1743,,-5.9652,,,-57.4918,,QC'd by Activate Scientific
173,384568814,24853523,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CC[C@@H](C3)N(C)C)C(F)(F)F)NC4=NC=C(C=N4)C5=CN=CN=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00346514-04/250024510,,Cytotoxic,11.2202,76.7237,,20,Single point of activity,-4.95,4.9549,0.994,-78.2237,-1.5,-3,0 0 0 0 0 0 0 0,-74.3191,,,,,,0.3891,,-5.7393,,,-1.9942,,,-2.3833,,0.4377,,,-0.6323,,-6.6148,,,-74.3191,,QC'd by MedChem Express
174,384568838,49867929,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00346553-10/250024959,,Cytotoxic,14.1254,33.0432,,20,Single point of activity,-4.85,4.9549,0.9751,-37.1367,-4.0935,-3,0 0 0 0 0 0 0 0,-32.6139,,,,,,-3.5012,,-5.6595,,,-0.9113,,,-5.7554,,-5.4676,,,-3.8369,,-4.5084,,,-32.6139,,QC'd by MedChem Express
175,384569030,91623361,CC1=CN(C2=CC=CC=C12)CCN3CCN(CC3)C4=CC=CC=C4C5=CC(=CC(=C5)C#N)C(=O)NCCCN6CCCC6,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00356417-05/250025181,,Cytotoxic,12.5893,110.922,,20,Single point of activity,-4.9,4.5045,0.9976,-111.9218,-1,-3,0 0 0 0 0 0 0 0,-99.752,,,,,,-3.4466,,0.0744,,,-2.5043,,,1.9092,,-0.5703,,,-2.4052,,-7.0171,,,-99.752,,QC'd by Tocris
176,384569140,66555680,CC1=NC2=C(N1)C=C(C=C2)N3C(=C(C=N3)C(=O)C4=CC5=CC=CC=C5N4)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00386433-04/250024807,,Cytotoxic,12.5893,32.5871,,20,Partial curve; partial efficacy; poor fit,-4.9,1.1,0.907,-39.8993,-7.3122,-2.4,0 0 0 0 0 0 0 0,-29.9161,,,,,,-4.4268,,-7.0829,,,-8.6673,,,-9.2265,,-11.137,,,-12.9543,,-14.3057,,,-29.9161,,QC'd by Selleck
177,384569146,9863341,C/C(=C\C(=O)O)/C=C/[C@@H]1C[C@]1(C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00386776-01/250024630,,Cytotoxic,14.1254,41.2077,,20,Single point of activity,-4.85,4.9549,0.7542,-45.2077,-4,-3,0 0 0 0 0 0 0 0,-39.7107,,,,,,-1.8199,,-11.8525,,,-0.14,,,-10.4526,,-2.2399,,,-9.566,,9.1927,,,-39.7107,,QC'd by Axon Medchem
178,384569197,11285002,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00390582-04/250024716,,Cytotoxic,0.3162,38.599,,20,Complete curve; partial efficacy; poor fit,-6.5,4.9549,0.8217,-43.0731,-4.4741,-1.4,0 0 0 0 0 0 0 0,-30.3749,,,,,,-3.4172,,-7.5463,,,-2.8951,,,-12.15,,-59.6108,,,-48.1728,,-33.6972,,,-30.3749,,QC'd by MedChem Express
179,384569285,74222277,CN1C2=C(C=C(C=C2)C3=CN=C(C(=C3N4CCC5(CCNC5=O)CC4)Cl)N)C=N1,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00489873-03/250024760,,Cytotoxic,12.5893,40.7593,,20,Single point of activity,-4.9,4.5045,0.9664,-45.3237,-4.5645,-3,0 0 0 0 0 0 0 0,-40.6348,,,,,,-1.7204,,-4.9188,,,-4.8704,,,-2.1565,,-5.9365,,,-9.3288,,-6.6634,,,-40.6348,,QC'd by MedChem Express
180,384569346,53322923,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4)C)OC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00507875-01/250025147,,Cytotoxic,12.5893,34.4836,,20,Single point of activity,-4.9,4.9549,0.9962,-35.2379,-0.7543,-3,0 0 0 0 0 0 0 0,-32.2816,,,,,,-0.3532,,-0.4945,,,-2.1898,,,-1.5305,,-0.6828,,,-0.2119,,-2.0485,,,-32.2816,,QC'd by Selleck
181,384569355,67983918,CC(C)(CNC1=NC=C(C(=N1)CC2CC2)C3=NC(=NC=C3)NC4=CC=NC=C4)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00507892-01/250025154,,Cytotoxic,14.1254,30.1888,,20,Partial curve; partial efficacy; poor fit,-4.85,4.9549,0.9737,-33.1778,-2.9889,-2.4,0 0 0 0 0 0 0 0,-29.3148,,,,,,-3.32,,-5.2979,,,-1.813,,,-3.1316,,-0.8241,,,-3.9322,,-1.813,,,-29.3148,,QC'd by Selleck
182,384569365,89875987,CCC1=CC=C(C=C1)N(CC(C)C)S(=O)(=O)C2=CC(=C(C=C2)OCC3CCOCC3)CO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00508861-01/250024688,,Cytotoxic,11.2202,47.3185,,20,Single point of activity,-4.95,4.5045,0.991,-50.7378,-3.4193,-3,0 0 0 0 0 0 0 0,-47.577,,,,,,-4.655,,-1.6949,,,-1.5994,,,-3.5569,,-6.1351,,,-3.366,,-7.3765,,,-47.577,,QC'd by Bio Vision
183,384569399,71219,C1CNCCC1CCC2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00509991-01/250025152,,Cytotoxic,12.5893,108.725,,20,Single point of activity,-4.9,4.5045,0.9973,-111.7245,-3,-3,0 0 0 0 0 0 0 0,-99.5762,,,,,,0.4945,,-4.6386,,,-4.9682,,,-3.3671,,-4.4502,,,-2.0014,,-8.7827,,,-99.5762,,QC'd by MedChem Express
184,384569418,121328278,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)NC4=CC=C(C=C4)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00510233-01/250024773,,Cytotoxic,12.5893,37.2588,,20,Single point of activity,-4.9,4.9549,0.9692,-42.5559,-5.2971,-3,0 0 0 0 0 0 0 0,-39.0841,,,,,,-6.1788,,-4.9188,,,-9.038,,,-3.1742,,-6.0819,,,-1.9142,,-6.9542,,,-39.0841,,QC'd by ChemGood
185,384569444,126843232,C1CN(CCC12CN(C(=O)O2)CC3=CC(=C(C=C3)Cl)Cl)C(=O)/C=C/C4=CC=C(C=C4)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00510481-01/250024620,,Cytotoxic,12.5893,45.806,,20,Single point of activity,-4.9,4.9549,0.9781,-51.8399,-6.0339,-3,0 0 0 0 0 0 0 0,-47.6666,,,,,,-6.2456,,-9.3569,,,-5.5027,,,-1.6949,,-6.8029,,,-7.6387,,-7.6852,,,-47.6666,,QC'd by MedChem Express
186,384569460,91933867,CC1=CC(=CC(=C1C2=CC=C(C=C2)C(C)(C)C)C)O[C@@H](CCC(F)(F)F)C3=CC=C(C=C3)C(=O)NCCC(=O)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00510498-01/250025191,,Cytotoxic,14.1254,54.3144,,20,Single point of activity,-4.85,4.9549,0.9383,-58.3144,-4,-3,0 0 0 0 0 0 0 0,-51.153,,,,,,-4.5872,,-8.3065,,,-8.3065,,,-7.6618,,-6.8187,,,-0.6695,,1.8101,,,-51.153,,QC'd by MedChem Express
187,384569464,23642301,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00510503-01/250025199,,Cytotoxic,12.5893,105.828,,20,Single point of activity,-4.9,4.9549,0.9968,-109.6911,-3.8629,-3,0 0 0 0 0 0 0 0,-99.9008,,,,,,-2.2564,,-6.7692,,,-3.5953,,,-0.7191,,-3.397,,,-5.7277,,-7.3642,,,-99.9008,,QC'd by MedChem Express
188,405558794,204108,CC(C)(C)C1=CC(=C(C=C1)OC)CN[C@@H]2[C@@H](N3CCC2CC3)C(C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00390625-02/250024900,,Cytotoxic,12.5893,104.347,,20,Single point of activity,-4.9,4.9549,0.996,-109.3894,-5.0424,-3,0 0 0 0 0 0 0 0,-99.6261,,,,,,-6.3333,,-6.8941,,,-7.7822,,,-1.2853,,-3.856,,,-5.8191,,-7.8289,,,-99.6261,,QC'd by MedChem Express
189,406861851,16757524,CC1=C(C(=O)N(N1CC(C)(C)O)C2=CC=CC=C2)C(=O)NC3=CC(=C(C=C3)OC4=C5C=CC(=CC5=NC=C4)OC)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00345848-03/250024629,,Cytotoxic,14.1254,72.8929,,20,Single point of activity,-4.85,4.9549,0.9829,-78.4648,-5.5719,-3,0 0 0 0 0 0 0 0,-68.8287,,,,,,-4.6664,,-9.566,,,-6.8129,,,-8.4461,,-5.553,,,-4.9463,,-1.7266,,,-68.8287,,QC'd by SynKinase
190,406861853,132990892,CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C\[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C\C=C1)C)O)(C)O)C)O)C)C)O)C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00346531-06/250024727,,Cytotoxic,14.1254,51.8408,,20,Single point of activity,-4.85,4.9549,0.9329,-67.9843,-16.1436,-3,0 0 0 0 0 0 0 0,-60.5126,,,,,,-11.0109,,-21.4523,,,-16.2791,,,-20.1234,,-17.3707,,,-17.8453,,-10.5363,,,-60.5126,,QC'd by APExBIO
191,406861857,53358422,CC1=CC(=CC(=C1NC(=O)C2=CC=C(O2)C3=C(C=CC(=C3)Cl)Cl)C)CN,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00379182-02/250025212,,Cytotoxic,14.1254,66.5678,,20,Single point of activity,-4.85,4.9549,0.9775,-72.1086,-5.5408,-3,0 0 0 0 0 0 0 0,-63.2532,,,,,,-3.7441,,-11.1332,,,-5.4302,,,-7.5626,,-3.0498,,,-7.0667,,-2.9507,,,-63.2532,,QC'd by SIGMA
192,124878446,3246519,CN1CC[C@@H](C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00014482-03/250024595,,Inactive,,,,0,,-4.9,4.4495,0.9609,-29.4031,-7.8231,4,0 0 0 0 0 0 0 0,-27.0026,,,,,,-4.8526,,-9.0782,,,-8.3353,,,-7.0351,,-7.8245,,,-9.1711,,-9.0318,,,-27.0026,,QC'd by NCGC
193,124894552,60810,C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00183837-01/250024720,,Inactive,,,,0,,,,,0,0,4,,-9.3498,,,,,,-5.2207,,-7.8785,,,-8.0209,,,-6.2648,,-5.8851,,,-7.0717,,-6.075,,,-9.3498,,QC'd by Pharmaron
194,137276076,3099980,CC1(CC2=C(C(NC3=C2C4=CC=CC=C4C=C3)C5=CC(=C(C=C5)N(C)C)Br)C(=O)C1)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00263232-01/250024970,,Inactive,,,,0,,,,,0,0,4,,-9.0168,,,,,,-3.2614,,-7.3861,,,-4.6043,,,-5.4676,,-9.1607,,,-8.5372,,-7.482,,,-9.0168,,QC'd by NCGCChem
195,144206258,25381,CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00181088-01/250025030,,Inactive,,,,0,,-7.95,4.9549,0.625,-6.3893,4,4,0 0 0 0 0 0 0 0,-9.9078,,,,,,1.7735,,-9.0092,,,-3.1922,,,-5.3204,,-5.0839,,,-5.6987,,-5.7933,,,-9.9078,,QC'd by NCI
196,144206268,192160,CC1=CC(=C2[C@H]3[C@H]4[C@](CC[C@@H]5C4(CCCC5(C)C)CO3)(OC2=C1)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00181099-01/250024997,,Inactive,,,,0,,,,,0,0,4,,-14.1553,,,,,,-5.9361,,-10.7907,,,-7.6184,,,-9.1565,,-7.2819,,,-8.0509,,-2.3792,,,-14.1553,,QC'd by NCI
197,144206322,166642339,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F)CN(C)C.C(=C/C(=O)O)\C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00181168-01/250024607,,Inactive,,,,0,,-5.05,3.0654,0.9916,-28.2344,-5.8216,4,0 0 0 0 0 0 0 0,-26.4453,,,,,,-6.1063,,-5.4562,,,-6.5243,,,-4.4346,,-6.1528,,,-5.5027,,-12.0502,,,-26.4453,,QC'd by NCI
198,144206653,8550,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00168786-02/250025017,,Inactive,,,,0,,-4.9,1.2475,0.8782,-27.6957,-7.9885,4,0 0 0 0 0 0 0 0,-21.4131,,,,,,-8.1471,,-6.6571,,,-7.9548,,,-10.0697,,-7.0416,,,-12.8575,,-12.1846,,,-21.4131,,QC'd by GVK
199,144206752,3089,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)S(=O)(=O)N(C)C)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00249414-01/250025057,,Inactive,,,,0,,-4.95,2.3332,0.8351,-16.0997,-5.0009,4,0 0 0 0 0 0 0 0,-13.8331,,,,,,-5.8879,,-5.9825,,,-7.5432,,,-3.3341,,-3.7125,,,-5.1785,,-7.5904,,,-13.8331,,QC'd by NCGCChem
200,144206802,5282215,C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4.C(=C/C(=O)O)\C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00183005-01/250024676,,Inactive,,,,0,,,,,0,0,4,,-1.8381,,,,,,-6.5648,,-5.1325,,,-4.2254,,,-4.8938,,-3.7002,,,-4.1299,,-3.5569,,,-1.8381,,QC'd by Pharmaron
201,144206876,4921,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CC1)CCOC(=O)CC2=C(N(C3=C2C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)Cl)C)NC(=O)C5=CC=CC=C5,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00183024-01/250024769,,Inactive,,,,0,,,,,0,0,4,,-11.8003,,,,,,-7.4873,,-8.4565,,,-4.1434,,,-2.8835,,-6.3242,,,-5.8881,,-7.0027,,,-11.8003,,QC'd by Pharmaron
202,144206884,208836,CC(C(C1=CC=CC=C1)O)N(C)CCOC(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00181913-02/250024694,,Inactive,,,,0,,-5.05,0.7,0.6633,-20.3103,-2.888,4,0 0 0 0 0 0 0 0,-16.9253,,,,,,-0.74,,-6.1351,,,-5.2757,,,-7.8539,,-3.6047,,,-7.8539,,-7.5674,,,-16.9253,,QC'd by Pharmaron
203,144207139,5284620,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)OC(=O)C)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@@H]4CC[C@@H]([C@H](O4)C)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00185767-01/250024483,,Inactive,,,,0,,,,,0,0,4,,-7.6887,,,,,,-8.6643,,-2.9965,,,-6.2021,,,-6.7596,,-4.1115,,,-5.5052,,-9.547,,,-7.6887,,QC'd by Toronto Research
