PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0009144947 uM,Activity at 0.00155 uM,Activity at 0.00264 uM,Activity at 0.00460 uM,Activity at 0.00648 uM,Activity at 0.00912 uM,Activity at 0.014 uM,Activity at 0.027 uM,Activity at 0.041 uM,Activity at 0.057 uM,Activity at 0.082 uM,Activity at 0.124 uM,Activity at 0.189 uM,Activity at 0.247 uM,Activity at 0.423 uM,Activity at 0.739 uM,Activity at 1.117 uM,Activity at 1.700 uM,Activity at 2.222 uM,Activity at 3.666 uM,Activity at 6.643 uM,Activity at 10.000 uM,Activity at 13.36 uM,Activity at 20.00 uM,Activity at 40.00 uM,Compound QC
78,363680398,53355503,CCCCNC1=NC=C2C(=NN(C2=N1)CC3CCC(CC3)N)C4=CC=C(C=C4)F,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00386692-01/250024986,,Cytotoxic,4.9225,41.6673,,22,Partial curve; partial efficacy,-5.3078,1.21,0.9712,-47.4261,-5.7588,-2.2,0 0 0 0 0 0 0 0,-35.9289,,,,-5.4074,,,-6.9935,,-2.7157,,,-6.609,,,-10.0697,,-11.8,,,-19.6828,,-35.9289,,,,QC'd by Axon Medchem
79,363680667,46215122,CN1CCN(CC1)C(=O)C2=C(C=C(C=C2)NC3=NC=CC(=N3)C4=CC=CS4)Cl,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00387786-01/250024682,,Cytotoxic,10,61.1402,,22,Partial curve; partial efficacy,-5,1.9282,0.9938,-65.419,-4.2787,-2.2,0 0 0 0 0 0 0 0,-52.5901,,,,,,-5.228,,-6.8035,,,-2.3156,,,-3.1272,,-5.228,,,-7.6629,,-23.6572,,,-52.5901,,QC'd by Chemdea
80,377020486,135122159,CC(=O)O[C@H]1C[C@]2([C@H](CC[C@@H]2O)C3=C1[C@@]4([C@@H](OC(=O)/C(=C\N(C)CCCN(C)C)/C4=C(C3=O)O)COC)C)C,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00387794-01/250024750,,Cytotoxic,8.9125,63.6407,,22,Partial curve; partial efficacy,-5.05,1.2221,0.9929,-70.9971,-7.3564,-2.2,0 0 0 0 0 0 0 0,-54.5433,,,,,,-6.1304,,-7.4873,,,-7.0996,,,-7.6811,,-13.3511,,,-16.5496,,-32.2026,,,-54.5433,,QC'd by Chemdea
81,384568526,16747388,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C4C=NN(C4=NC(=N3)C5=CN=CC=C5)C,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00249391-11/250024485,,Cytotoxic,2.8184,45.0348,,22,Partial curve; partial efficacy,-5.55,4.9549,0.8877,-45.0348,0,-2.2,0 0 0 0 0 0 0 0,-32.4042,,,,,,-2.3926,,-1.3705,,,-0.9524,,,1.4634,,0.6736,,,-7.5494,,-57.8165,,,-32.4042,,QC'd by MedChem Express
82,384568971,59397065,CC1=C(C=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C(F)(F)F)F)NC3=CC4=C(C=C3)/C(=C/C5=CC=CN5)/C(=O)N4,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00346936-13/250024665,,Cytotoxic,7.9433,59.2653,,22,Partial curve; partial efficacy,-5.1,2.3332,0.9984,-64.3514,-5.0861,-2.2,0 0 0 0 0 0 0 0,-57.842,,,,,,-5.228,,-4.655,,,-6.8513,,,-5.037,,-5.1802,,,-7.1855,,-29.1,,,-57.842,,QC'd by MedChem Express
83,384569139,24937012,C1CC1CN2CCN(CC2)CC3=CC4=C(S3)C(=NC(=N4)C5=C(C=CC6=C5C=CN6)F)N7CCOCC7,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00386429-04/250025177,,Cytotoxic,5.6234,52.1799,,22,Partial curve; partial efficacy,-5.25,1.4787,0.9752,-57.3949,-5.215,-2.2,0 0 0 0 0 0 0 0,-53.1434,,,,,,-7.2757,,-6.4281,,,-1.0125,,,-3.7438,,-11.5611,,,-15.6581,,-32.4229,,,-53.1434,,QC'd by Selleck
84,384569163,44156921,CC(C)(C)CNCCN1C2=C(C(=NC=C2)N)N=C1SC3=CC4=C(C=C3N(C)C)OCO4,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00387824-01/250024792,,Cytotoxic,1,30.6393,,22,Complete curve; partial efficacy,-6,1.1,0.8834,-32.4254,-1.7861,-1.2,0 0 0 0 0 0 0 0,-33.2712,,,,,,-4.3336,,-3.8211,,,-1.9105,,,-1.0718,,-22.507,,,-18.7325,,-28.192,,,-33.2712,,QC'd by ChemieTek
85,384569500,90408826,CC1=C(C=C(C=N1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CC(=C(N=C3)OC4CCOCC4)N5CCOCC5,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00511383-01/250024708,,Cytotoxic,5.0119,45.1946,,22,Partial curve; partial efficacy,-5.3,1.5386,0.9934,-51.2065,-6.0119,-2.2,0 0 0 0 0 0 0 0,-47.4134,,,,,,-4.1766,,-8.4955,,,-5.1732,,,-6.9293,,-8.1158,,,-16.1367,,-33.7447,,,-47.4134,,QC'd by Glixx
86,406861849,44142148,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC(=CC=C4)S(=O)(=O)C,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00182390-05/250024718,,Cytotoxic,7.0795,63.8707,,22,Partial curve; partial efficacy,-5.15,2.3332,0.9621,-64.3707,-0.5,-2.2,0 0 0 0 0 0 0 0,-58.6141,,,,,,-1.1391,,-0.4271,,,-5.0308,,,-4.4139,,-0.617,,,4.7935,,-32.2734,,,-58.6141,,QC'd by NCGCChem
87,406861850,1117189,CC1=C(SC(=N1)NC(=O)C)C2=CSC(=N2)NC3=CC=CC=C3OC,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00282602-03/250024569,,Cytotoxic,10,55.5994,,22,Partial curve; partial efficacy,-5,2.4064,0.9814,-62.1571,-6.5577,-2.2,0 0 0 0 0 0 0 0,-53.1493,,,,,,-5.9684,,-11.2527,,,-6.393,,,-4.1755,,-3.7981,,,-7.9972,,-21.6796,,,-53.1493,,QC'd by SIGMA
88,137275916,57519555,CC1=CC(=CC=C1)NC2=NC(=NC=C2C(=O)N)N[C@@H]3CCCC[C@H]3N,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00253909-02/250025204,,Cytotoxic,11.2202,42.5717,,21,Partial curve; partial efficacy,-4.95,3.2475,0.9768,-47.1603,-4.5886,-2.2,0 0 0 0 0 0 0 0,-41.3836,,,,,,-8.1577,,-2.9507,,,-4.8351,,,-3.4962,,-2.1572,,,-6.9675,,-10.9348,,,-41.3836,,QC'd by NCGCChem
89,137275921,25105690,CN1CCN(CC1)C2=CC=C(C=C2)C3=NC4=CC(=C(C=C4C(=N3)NCCN5CCOCC5)OC)OC,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00263017-01/250024662,,Cytotoxic,10,43.8946,,21,Partial curve; partial efficacy,-5,2.7202,0.9921,-44.8946,-1,-2.2,0 0 0 0 0 0 0 0,-38.9353,,,,,,-0.2626,,0.6445,,,-1.3607,,,-3.4137,,-0.2148,,,-1.7427,,-12.3418,,,-38.9353,,QC'd by NCGCChem
90,170465090,41684,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00090774-05/250024631,,Cytotoxic,10,47.0772,,21,Partial curve; partial efficacy,-5,4.9549,0.9928,-53.7928,-6.7156,-2.2,0 0 0 0 0 0 0 0,-52.4498,,,,,,-6.2063,,-9.1927,,,-6.2529,,,-5.1797,,-7.9795,,,-5.1797,,-12.0392,,,-52.4498,,QC'd by Vitas
91,174006434,73265221,C[C@H]1CC=CC(=O)[C@H]([C@H](CC2C(O2)C3=C(C(=CC(=C3)OC)O)C(=O)O1)O)O,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00183677-03/250025006,,Cytotoxic,8.9125,43.3331,,21,Partial curve; partial efficacy,-5.05,2.0479,0.9861,-46.3039,-2.9708,-2.2,0 0 0 0 0 0 0 0,-39.2454,,,,,,-1.2257,,-1.2737,,,-3.1002,,,-3.0041,,-6.4648,,,-4.5902,,-18.385,,,-39.2454,,QC'd by ChemieTek
92,363677283,2836187,C1=CC=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00263551-06/250024555,,Cytotoxic,10,48.6518,,21,Partial curve; partial efficacy,-5,4.5045,0.9961,-56.2197,-7.5679,-2.2,0 0 0 0 0 0 0 0,-54.1401,,,,,,-7.0536,,-8.7049,,,-9.507,,,-6.7233,,-6.912,,,-6.9592,,-14.8384,,,-54.1401,,QC'd by Glixx
93,363677333,10047612,CC1=C2CC[C@@H](C[C@@H](C2=CC=C1)O)CN3CCC(CC3)C4=C(C=CC=C4Cl)Cl,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00344511-04/250025061,,Cytotoxic,8.9125,47.8233,,21,Partial curve; partial efficacy,-5.05,1.111,0.9831,-52.739,-4.9157,-2.2,0 0 0 0 0 0 0 0,-40.3325,,,,,,-5.0356,,-6.2708,,,-4.7981,,,-4.5131,,-7.7435,,,-15.5344,,-22.0903,,,-40.3325,,QC'd by Axon Medchem
94,363677370,9819282,CC(C)(C1=CC=C(C=C1)C2=NC3=CC=CC=C3N=C2C4=CC=CC=C4)N,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00345823-02/250024471,,Cytotoxic,10,31.6794,,21,Partial curve; partial efficacy,-5,3.132,0.9928,-35.216,-3.5366,-2.2,0 0 0 0 0 0 0 0,-31.8467,,,,,,-3.554,,-4.6225,,,-4.3902,,,-2.4855,,-2.1138,,,-3.7863,,-10.4297,,,-31.8467,,QC'd by SynKinase
95,363677378,9952773,CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC=CC(=C4)C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00345834-05/250024837,,Cytotoxic,12.5893,44.2271,,21,Partial curve; partial efficacy,-4.9,2.2526,0.9538,-50.1508,-5.9237,-2.2,0 0 0 0 0 0 0 0,-38.7506,,,,,,-2.0197,,-7.3274,,,-2.6773,,,-6.0122,,-8.0789,,,-10.0986,,-13.0578,,,-38.7506,,QC'd by MedChem Express
96,363677995,10324083,CC(=O)N1CCC2=C1C=C(C=C2)N(C3CCN(CC3)CCC4CCCC4)C(=O)/C=C/C5=CC(=CC=C5)C#N,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00371015-01/250024721,,Cytotoxic,11.2202,42.0498,,21,Partial curve; partial efficacy,-4.95,1.8617,0.9785,-45.3598,-3.3099,-2.2,0 0 0 0 0 0 0 0,-35.121,,,,,,-3.0375,,-3.7969,,,-1.0916,,,-3.9867,,-3.3223,,,-8.3056,,-12.9093,,,-35.121,,QC'd by Tocris
97,363678017,9847219,CCN(CC)CC1=NC(=CC=C1)/C=C/C2=NC3=C(C=C(C=C3)F)C(=O)N2C4=CC=CC=C4Cl,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00371073-01/250024464,,Cytotoxic,12.5893,47.007,,21,Partial curve; partial efficacy,-4.9,3.2975,0.9869,-53.1585,-6.1516,-2.2,0 0 0 0 0 0 0 0,-44.7154,,,,,,-3.043,,-6.3415,,,-6.2485,,,-6.0627,,-8.1533,,,-8.0139,,-10.8943,,,-44.7154,,QC'd by Tocris
98,363678041,448014,COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-],Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00371125-09/250024612,,Cytotoxic,11.2202,39.5165,,21,Partial curve; partial efficacy,-4.95,2.2526,0.9427,-45.9962,-6.4797,-2.2,0 0 0 0 0 0 0 0,-37.4971,,,,,,-6.3385,,-8.2888,,,-2.0664,,,-11.3072,,-7.5923,,,-5.9206,,-16.508,,,-37.4971,,QC'd by Glixx
99,363678102,53378752,C1C[C@H](CN(C1)[C@@H]2CC3=CC=CC=C3[C@H]2OC4=C(C=C(C=C4)C#N)Cl)N,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00378585-01/250025020,,Cytotoxic,11.2202,49.2559,,21,Partial curve; partial efficacy,-4.95,3.5722,0.9913,-53.938,-4.682,-2.2,0 0 0 0 0 0 0 0,-48.2817,,,,,,-5.5516,,-6.8493,,,-5.167,,,-3.1483,,-2.235,,,-4.7344,,-11.8962,,,-48.2817,,QC'd by MedChem Express
100,363678159,73349008,CN(CCCNC(=O)C1=CC2=C(C=C1)N=C3CCCCC3=C2Cl)CC4=CC=CC=C4,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00378705-01/250024666,,Cytotoxic,11.2202,37.0738,,21,Partial curve; partial efficacy,-4.95,2.9023,0.9906,-42.6442,-5.5704,-2.2,0 0 0 0 0 0 0 0,-36.7868,,,,,,-4.2254,,-7.472,,,-4.846,,,-5.8487,,-4.5596,,,-6.8035,,-12.4851,,,-36.7868,,QC'd by MedChem Express
101,363679999,45783100,C[C@@H]1C[C@@H]2[C@@H]([C@H](C(=O)O2)C)C([C@]3([C@H]1C=CC3=O)C)OC(=O)C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00385908-01/250024579,,Cytotoxic,10,42.1267,,21,Partial curve; partial efficacy,-5,4.5045,0.9969,-49.4586,-7.3319,-2.2,0 0 0 0 0 0 0 0,-47.7707,,,,,,-7.6669,,-7.3838,,,-6.1099,,,-6.7705,,-7.4782,,,-8.9408,,-13.2814,,,-47.7707,,QC'd by Analyticon
102,363680662,16760291,C1=CC(=CC=C1CCCC2=CC=C(O2)C(=O)O)OCCC3=CC=C(C=C3)F,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00387775-03/250024664,,Cytotoxic,12.5893,56.4983,,21,Partial curve; partial efficacy,-4.9,2.8473,0.978,-61.1728,-4.6745,-2.2,0 0 0 0 0 0 0 0,-49.3435,,,,,,-5.8009,,-7.9016,,,-0.9788,,,-6.4216,,-1.7427,,,-6.1351,,-12.6283,,,-49.3435,,QC'd by Bio Vision
103,363680812,78357766,CC1=C2C(=NC(=N1)NC3=CN(N=C3)C4CCNCC4)N(C5=CC6=CC=CC=C6C=C5C(=O)N2C)C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00389591-02/250024693,,Cytotoxic,10,34.5529,,21,Partial curve; partial efficacy,-5,2.4729,0.9892,-38.4618,-3.9089,-2.2,0 0 0 0 0 0 0 0,-33.3015,,,,,,-3.4614,,-5.7054,,,-5.419,,,-2.8408,,-2.8408,,,-4.6073,,-13.058,,,-33.3015,,QC'd by MedChem Express
104,363680887,409823,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(C4CCCCN4)O,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00390402-02/250024993,,Cytotoxic,10,53.0941,,21,Partial curve; partial efficacy,-5,4.5045,0.9996,-58.7945,-5.7004,-2.2,0 0 0 0 0 0 0 0,-56.8373,,,,,,-5.888,,-5.888,,,-5.7919,,,-5.7919,,-6.2725,,,-5.167,,-12.6652,,,-56.8373,,QC'd by SynKinase
105,363680961,91754554,CC1=C(C=C(C=N1)C2=CC=C(C=C2)N3CCNCC3)C4=CC(=C(C(=C4)OC)OC)OC,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00390660-02/250024995,,Cytotoxic,11.2202,55.3086,,21,Partial curve; partial efficacy,-4.95,1.6924,0.9936,-62.336,-7.0274,-2.2,0 0 0 0 0 0 0 0,-47.2242,,,,,,-6.1283,,-5.0228,,,-8.3393,,,-8.2432,,-7.4742,,,-11.5117,,-22.8551,,,-47.2242,,QC'd by Glixx
106,363681056,72201050,CN(CCC1=CC=C(C=C1)NC2=NC=C(S2)C3=CN=CC=C3)CC4=CC=CC=C4,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00408813-01/250024919,,Cytotoxic,11.2202,31.5356,,21,Partial curve; partial efficacy,-4.95,2.7868,0.9853,-36.3289,-4.7933,-2.2,0 0 0 0 0 0 0 0,-31.1075,,,,,,-4.9142,,-4.7261,,,-6.1839,,,-4.8201,,-2.3278,,,-6.0428,,-10.8864,,,-31.1075,,QC'd by Glixx
107,377020266,46208890,CN1C=C(C=N1)C2=NC=CC(=C2)OC3=C(C=C(C(=C3)F)NC(=O)C4(CC4)C(=O)NC5=CC=CC=C5)F,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00378974-02/250025078,,Cytotoxic,10,48.4014,,21,Partial curve; partial efficacy,-5,4.9549,0.9994,-53.2601,-4.8587,-2.2,0 0 0 0 0 0 0 0,-51.5439,,,,,,-5.1781,,-5.6057,,,-4.4656,,,-5.2257,,-4.7981,,,-5.0356,,-10.6888,,,-51.5439,,QC'd by MedChem Express
108,377020287,71461003,CC1=NN=C(S1)SC2=NC=NC3=CC(=C(C=C32)OC)OC,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00378568-07/250024824,,Cytotoxic,5.6234,31.4512,,21,Partial curve; partial efficacy,-5.25,3.132,0.9832,-35.0221,-3.5709,-2.2,0 0 0 0 0 0 0 0,-34.3354,,,,,,-3.147,,-6.2471,,,-3.9455,,,-0.8924,,-4.9319,,,-4.5092,,-24.0019,,,-34.3354,,QC'd by SIGMA
109,384568190,9914412,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00159574-16/250024917,,Cytotoxic,10,39.596,,21,Partial curve; partial efficacy,-5,3.5722,0.9929,-46.2188,-6.6227,-2.2,0 0 0 0 0 0 0 0,-43.099,,,,,,-5.7136,,-8.347,,,-7.4065,,,-7.5006,,-5.1023,,,-6.0428,,-14.4604,,,-43.099,,QC'd by MedChem Express
110,384568655,5278396,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00263190-11/250024936,,Cytotoxic,10,43.1341,,21,Partial curve; partial efficacy,-5,3.9295,0.9811,-48.8868,-5.7526,-2.2,0 0 0 0 0 0 0 0,-46.1557,,,,,,-6.2309,,-9.5227,,,-6.5601,,,-3.7856,,-3.1272,,,-4.7261,,-13.0966,,,-46.1557,,QC'd by MedChem Express
111,384569172,72716071,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=CC(=N3)C4=CN(C5=C4C=CN=C5)C)OC,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00389251-02/250024576,,Cytotoxic,11.2202,34.1776,,21,Partial curve; partial efficacy,-4.95,1.8617,0.9577,-39.6691,-5.4915,-2.2,0 0 0 0 0 0 0 0,-30.9743,,,,,,-7.9972,,-4.4586,,,-3.3263,,,-4.034,,-8.9408,,,-6.4402,,-15.1215,,,-30.9743,,QC'd by Tocris
112,384569415,136210511,CC1=C(C=C(C=C1)N=C(N)NC(=O)C2=CC(=C(C(=C2)OC)OC)OC)NC(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00510200-01/250025141,,Cytotoxic,7.9433,37.3869,,21,Partial curve; partial efficacy,-5.1,2.2526,0.9776,-41.9495,-4.5626,-2.2,0 0 0 0 0 0 0 0,-37.4617,,,,,,-6.899,,-6.0042,,,-3.6967,,,-5.0624,,-1.7189,,,-4.2618,,-20.1789,,,-37.4617,,QC'd by Glixx
113,384569478,44814409,C[C@H]1C[C@H](C[C@H](C1)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00510688-01/250025218,,Cytotoxic,11.2202,36.6201,,21,Partial curve; partial efficacy,-4.95,3.99,0.9862,-45.5529,-8.9328,-2.2,0 0 0 0 0 0 0 0,-42.1274,,,,,,-10.0422,,-8.6536,,,-5.7773,,,-10.1413,,-9.5462,,,-8.5544,,-13.1168,,,-42.1274,,QC'd by Selleck
114,384569493,155435,CC1=C([C@@H](OC2=C1C=CC(=C2)O)C3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00510909-01/250025116,,Cytotoxic,11.2202,48.8898,,21,Partial curve; partial efficacy,-4.95,3.2475,0.9908,-54.9096,-6.0198,-2.2,0 0 0 0 0 0 0 0,-48.258,,,,,,-5.2731,,-7.3446,,,-3.7665,,,-7.4859,,-5.838,,,-8.3804,,-13.4652,,,-48.258,,QC'd by SantaCruz Bio
115,406861834,275182,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00017375-03/250025148,,Cytotoxic,10,50.5939,,21,Partial curve; partial efficacy,-5,4.9549,0.9938,-54.8519,-4.2579,-2.2,0 0 0 0 0 0 0 0,-53.3789,,,,,,-3.3671,,-3.4142,,,-7.2286,,,-3.1316,,-3.4142,,,-3.6025,,-10.6193,,,-53.3789,,QC'd by Prestwick
116,406861844,5312122,CN(C/C=C/C1=CC=C(C=C1)Cl)CC2=CC=CC=C2N(CCO)S(=O)(=O)C3=CC=C(C=C3)OC,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00162399-04/250024872,,Cytotoxic,12.5893,35.111,,21,Partial curve; partial efficacy,-4.9,2.5884,0.9821,-40.3969,-5.2859,-2.2,0 0 0 0 0 0 0 0,-32.4141,,,,,,-3.8093,,-7.1278,,,-3.1549,,,-6.4267,,-5.5387,,,-5.7724,,-10.7735,,,-32.4141,,QC'd by MedChem Express
117,170464702,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015264-13/250024761,,Cytotoxic,12.5893,31.4743,,20,Single point of activity,-4.9,4.4495,0.9577,-35.1779,-3.7035,-3,0 0 0 0 0 0 0 0,-31.8149,,,,,,-1.7688,,-5.0157,,,-0.1696,,,-7.0996,,-4.2888,,,-4.1434,,-5.3065,,,-31.8149,,QC'd by Microsource
118,170464834,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015826-13/250024875,,Cytotoxic,12.5893,105.688,,20,Single point of activity,-4.9,4.9549,0.9984,-109.3381,-3.6498,-3,0 0 0 0 0 0 0 0,-99.5793,,,,,,-0.9582,,-4.5104,,,-5.6789,,,-4.2767,,-3.3419,,,-3.3419,,-7.8289,,,-99.5793,,QC'd by Microsource
119,170465140,37392,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00179250-03/250025033,,Cytotoxic,12.5893,37.6298,,20,Single point of activity,-4.9,4.9549,0.9881,-36.1298,1.5,-3,0 0 0 0 0 0 0 0,-32.6082,,,,,,2.672,,0.3547,,,1.5843,,,0.5439,,-0.8749,,,3.0977,,0.402,,,-32.6082,,QC'd by Prestwick Chemical; Inc.
