RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,,9.67719e-05,0.000216759,0.000526338,0.000967407,0.00172511,0.00290222,0.00517534,0.00877704,0.0256278,0.0414791,0.0775266,0.139734,0.235149,0.419203,0.71094,1.38364,2.15358,6.27965,11.3185,19.0527,33.8396,57.1597,114.286,190.476,571.429,
289,384569268,44603362,CC1(CN(C1)C(=O)C2=CC=C(C=C2)C3=CC=CC4=NC(=NN43)NC(=O)C5CC5)C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00484062-02/250073503,,Inhibitor,10.787,33.3747,,21,Complete curve; partial efficacy,-4.9671,4.9549,0.847,-33.3747,0,-1.2,0 0 0 0 0 0 0 0 0 0 0,-30.7248,,,,-6.2606,,0,,4.8209,4.6136,,4.7554,,1.6688,,1.1779,,-13.1865,0,,-34.0623,,-30.7248,,,,QC'd by MedChem Express
290,405558991,135398508,C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2N=C(NC3=O)N,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00164563-04/250073595,,Inhibitor,21.5228,70.14,,21,Partial curve; partial efficacy,-4.6671,1.4163,0.9682,-70.64,-0.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-61.9649,,,,0,,3.2442,,0,0,,0.4937,,0,,0,,-9.3378,-14.5567,,-27.7312,,-61.9649,,,,QC'd by MedChem Express
291,363680415,9826309,C1CN(CC2=C1C=C(C=C2)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F)CC5=NC=NN5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00386720-01/250073482,,Inhibitor,27.0956,33.4234,,20,Partial curve; partial efficacy,-4.5671,2.4064,0.7903,-36.4234,-3,-2.2,0 0 0 0 0 0 0 0 0 0 0,-35.7092,,,,-15.6187,,0,,0,0,,0,,-6.5223,,-4.919,,1.2543,-3.9265,,-11.0269,,-35.7092,,,,QC'd by Axon Medchem
292,363681111,71543365,C1CC(CCC1N)N[C@@H]2C[C@H]2C3=CC=CC=C3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00480828-04/250073675,,Inhibitor,21.5228,49.5792,,20,Partial curve; partial efficacy,-4.6671,3.0654,0.9976,-49.5792,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-48.6071,,,,0,,0,,0,0,,0,,0,,0,,0,0,,-18.7037,,-48.6071,,,,QC'd by Selleck
293,384568649,16725726,CCN1C2=C(C(=NC=C2OC[C@H]3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263181-10/250073016,,Inhibitor,30.4018,61.0866,,20,Partial curve; partial efficacy,-4.5171,4.095,0.9127,-65.0866,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-59.9141,,,,0,,-7.8296,,-14.2313,4.8285,,-3.6425,,-2.1298,,-8.8219,,-2.1904,0.9076,,-13.8803,,-59.9141,,,,QC'd by MedChem Express
294,405558863,16076883,CC(C)(C)[C@@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C3CC3)OC4=NC=C(C5=C4C=C(C=C5)Cl)OC)NC(=O)OC(C)(C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00378691-02/250073033,,Inhibitor,24.149,53.3482,,20,Partial curve; partial efficacy,-4.6171,2.4064,0.9719,-54.3482,-1,-2.2,0 0 0 0 0 0 0 0 0 0 0,-53.2825,,,,0,,0,,0,0,,0.8955,,-4.659,,-2.6381,,0.242,-7.757,,-18.9266,,-53.2825,,,,QC'd by Adooq
295,137276075,764764,CC1=C(C(=NN1)C2=C(C=C(C=C2)O)O)C3=CC=C(C=C3)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263231-01/250073476,,Inhibitor,69.845,107.24,,10,Single point of activity,-4.1559,4.095,0.9988,-106.74,0.5,-3,0 0 0 0 0 0 0 0 0 0 0,-94.1266,,,,,0,,0,,0,,0,0,,0,,0,,-0.6762,3.0103,,-7.9839,,-94.1266,,,QC'd by NCGCChem
296,144206884,208836,CC(C(C1=CC=CC=C1)O)N(C)CCOC(C2=CC=CC=C2)C3=CC=CC=C3,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00181913-02/250073005,,Inhibitor,42.9437,104.533,,10,Single point of activity,-4.3671,4.9549,0.954,-106.033,-1.5,-3,0 0 0 0 0 0 0 0 0 0 0,-85.7869,,,,0,,4.9737,,-16.8694,0,,0,,0.714,,0,,0,-4.9616,,-1.5853,,-85.7869,,,,QC'd by Pharmaron
297,170465077,6603149,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015851-10/250072984,,Inhibitor,34.1114,84.0319,,10,Partial curve; partial efficacy; poor fit,-4.4671,0.8,0.5351,-88.0319,-4,-2.4,0 0 0 0 0 0 0 1 0 0 0,-66.6909,,,,1.198,,-15.877,,-34.3559,-6.7526,,1.2827,,-10.262,,-21.4195,,-52.4838,-15.5503,,-23.7551,,-66.6909,,,,QC'd by Microsource
298,170465140,37392,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00179250-03/250073344,,Inhibitor,8.5684,125.688,,10,Partial curve; high efficacy; poor fit,-5.0671,0.3,0.8404,-121.688,4,-2.3,0 0 0 0 0 0 0 0 0 1 0,-92.1878,,,,0,,0,,-9.4119,-20.6466,,-36.5755,,-27.0993,,-32.3481,,-43.2987,-35.7909,,4.9951,,-92.1878,,,,QC'd by Prestwick Chemical; Inc.
299,170465172,54360,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00177979-05/250073423,,Inhibitor,0.0764,92.6911,,10,Complete curve; high efficacy; poor fit,-7.1171,0.3,0.6754,-88.6911,4,-1.3,0 0 0 0 0 0 0 0 0 0 0,-95.3668,,,,0,,-20.2002,,-46.8836,-40.1062,,-30.5624,,-56.2244,,-75.6028,,-43.5828,-47.5397,,-74.6424,,-95.3668,,,,QC'd by Microsource
300,170465652,12629,CCCCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00167547-02/250072965,,Inhibitor,27.0956,51.8925,,10,Partial curve; partial efficacy; poor fit,-4.5671,0.7,0.597,-55.8925,-4,-2.4,1 0 0 0 0 0 0 0 0 0 0,-42.3428,,,,-30.1325,,-0.9923,,-17.656,-18.9508,,0,,4.0177,,-7.0914,,-17.1961,-20.5482,,-18.4546,,-42.3428,,,,QC'd by SIGMA
301,170465873,2448,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016692-05/250073197,,Inhibitor,0.2152,36.3047,,10,Complete curve; partial efficacy; poor fit,-6.6671,2.7202,0.6088,-36.8047,-0.5,-1.4,0 0 0 0 0 0 0 0 0 0 0,-64.098,,,,0,,0,,0,0,,-5.7614,,-19.3844,,-46.0192,,-43.2968,-8.006,,-20.9067,,-64.098,,,,QC'd by Microsource
302,170466017,5282219,CC(=CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00159481-03/250073527,,Inhibitor,42.9437,34.6815,,10,Partial curve; partial efficacy; poor fit,-4.3671,4.9549,0.9065,-34.1815,0.5,-2.4,0 0 0 0 0 0 0 0 0 0 0,-27.2346,,,,-1.4506,,0,,2.1378,0.0327,,-2.6504,,0,,4.3737,,-4.0137,4.8318,,0.0436,,-27.2346,,,,QC'd by Bionet
303,170466121,6433119,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00262945-01/250073473,,Inhibitor,42.9437,117.922,,10,Single point of activity,-4.3671,4.9549,0.9976,-118.422,-0.5,-3,0 0 0 0 0 0 0 0 0 0 0,-95.3482,,,,0,,0,,0,0,,0,,0,,-3.8283,,-1.2979,0,,0,,-95.3482,,,,QC'd by GVK
304,170466555,71353,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00253658-01/250072942,,Inhibitor,10.787,95.8719,,10,Partial curve; high efficacy; poor fit,-4.9671,0.3,0.64,-131.625,-35.7527,-2.3,1 1 0 0 0 0 0 0 0 0 0,-99.7156,,,,-28.7651,,4.6348,,-48.6598,-65.8196,,-26.8772,,-62.286,,-79.3731,,-60.2166,-74.8714,,-92.3096,,-99.7156,,,,QC'd by GVK
305,174007010,11248978,C1CN2C=C(C3=CC=CC(=C32)CN1C(=O)N4CCOCC4)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00345024-01/250073439,,Inhibitor,3.8274,112.661,,10,Partial curve; high efficacy; poor fit,-5.4171,0.3,0.7707,-115.661,-3,-2.3,0 0 0 0 0 0 1 0 0 0 0,-96.3844,,,,0,,0,,-32.3063,-41.1954,,-45.929,,-25.9803,,-86.9063,,-47.7395,-46.8452,,-72.4001,,-96.3844,,,,QC'd by NCGCChem
306,174007089,9801969,CC1=CC=CC=C1C(=O)C2=C(C=C(C=C2)NC3=C(C=C(C=C3)Br)N)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346804-01/250073291,,Inhibitor,4.8184,51.8707,,10,Complete curve; partial efficacy; poor fit,-5.3171,1.6266,0.7719,-58.6508,-6.7802,-1.4,1 0 0 0 0 0 0 0 0 0 0,-60.22,,,,-27.8404,,-10.6173,,-29.2961,-21.0512,,-8.8616,,-2.3168,,-9.0616,,-16.7732,-39.73,,-49.6861,,-60.22,,,,QC'd by Tocris
307,174007366,154943,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00167503-02/250072996,,Inhibitor,3.4111,96.6785,,10,Complete curve; high efficacy; poor fit,-5.4671,1.331,0.8623,-108.738,-12.0595,-1.3,1 0 0 0 0 0 0 0 0 0 0,-99.6551,,,,-47.5222,,-40.8665,,-29.0071,-26.1269,,-6.7163,,-15.2236,,-24.5659,,-35.6144,-85.7869,,-100.127,,-99.6551,,,,QC'd by Carbosynth
308,225144210,454469,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00091469-04/250073281,,Inhibitor,24.149,49.0449,,10,Partial curve; partial efficacy; poor fit,-4.6171,0.6,0.7539,-53.0449,-4,-2.4,0 0 0 0 0 0 0 0 0 0 0,-40.1856,,,,-4.5503,,-9.295,,0,-8.8394,,4.0613,,-11.5506,,-18.9399,,-13.6285,-14.1063,,-21.8845,,-40.1856,,,,QC'd by Prestwick
309,363677284,46199207,CC(C)N1C=NC2=C(N=C(N=C21)C3=CSC4=CC=CC=C43)NCCC5=CC=C(C=C5)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263553-13/250073605,,Inhibitor,0.4294,49.8079,,10,Complete curve; partial efficacy; poor fit,-6.3671,4.9549,0.8109,-48.8079,1,-1.4,0 0 0 0 0 0 0 1 0 0 0,-76.6768,,,,0,,2.8916,,0,0,,0.0141,,0,,-44.6435,,0,-42.4572,,-27.0118,,-76.6768,,,,QC'd by Glixx
310,363677484,25257557,CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346627-08/250073563,,Inhibitor,7.8367,77.7936,,10,Partial curve; partial efficacy; poor fit,-5.1059,1,0.5851,-81.7936,-4,-2.4,0 0 0 0 0 0 0 0 0 0 0,-61.9649,,-8.8582,0.536,,-6.7565,,-5.1061,,0,0,,-19.8886,,-35.9264,,-2.3979,-16.5315,,-61.9649,,,,,,,QC'd by Glixx
311,363678116,25166913,CN1CC[C@H](C[C@@H]1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00378600-02/250073626,,Inhibitor,42.9437,71.277,,10,Single point of activity,-4.3671,4.9549,0.9984,-70.777,0.5,-3,0 0 0 0 0 0 0 0 0 0 0,-57.028,,,,0,,0,,0,0,,0,,0,,2.003,,0,0,,0,,-57.028,,,,QC'd by Selleck
312,363680925,136237316,COC1=CC=C(C=C1)C(=O)C2CCN(CC2)CC(=O)N(CC3CC3)CC4=NC5=C(COCC5)C(=O)N4,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00390606-01/250073046,,Inhibitor,34.1114,91.4935,,10,Single point of activity,-4.4671,4.095,0.8832,-106.559,-15.0655,-3,0 0 0 0 0 0 0 0 0 0 0,-96.5208,,,,-14.2676,,-19.8342,,-18.4425,-9.2213,,-13.481,,-24.7353,,-31.2095,,-9.8263,-30.6892,,-24.0455,,-96.5208,,,,QC'd by MedChem Express
313,363681083,11618268,C[C@@H](C1=NC2=C(C=C(C=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00408915-01/250073187,,Inhibitor,0.121,40.6576,,10,Complete curve; partial efficacy; poor fit,-6.9171,4.9549,0.7269,-39.6576,1,-1.4,0 0 0 0 0 0 0 0 0 0 0,-44.7747,,,,-7.5504,,0,,4.1613,4.8058,,0,,-49.875,,-52.7974,,-52.9529,-21.8734,,-14.0063,,-44.7747,,,,QC'd by Glixx
314,377020361,644019,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00386518-01/250072921,,Inhibitor,4.8184,113.789,,10,Complete curve; high efficacy; poor fit,-5.3171,0.7,0.8205,-117.789,-4,-1.3,1 0 0 0 0 0 0 0 0 0 0,-98.6507,,,,-36.3042,,-34.5616,,-18.0432,-21.8309,,0,,0,,-41.9314,,-37.7564,-68.2156,,-89.2358,,-98.6507,,,,QC'd by Axon Medchem
315,384567895,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015823-23/250073573,,Inhibitor,42.9437,111.288,,10,Single point of activity,-4.3671,4.9549,0.9664,-113.288,-2,-3,0 0 0 0 0 0 0 0 0 0 0,-91.6567,,,,0,,0,,0,0,,0,,0,,-10.1418,,-13.8938,0,,0,,-91.6567,,,,QC'd by Microsource
316,384567911,5169,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015962-25/250073041,,Inhibitor,42.9437,62.3345,,10,Single point of activity,-4.3671,4.9549,0.7117,-66.3345,-4,-3,1 0 0 0 0 0 0 0 0 0 0,-54.42,,,,-26.2722,,-12.9485,,-12.053,0,,0,,-11.5205,,0,,-26.2238,-1.3675,,0,,-54.42,,,,QC'd by MedChem Express
317,384568381,5755,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00179649-13/250072999,,Inhibitor,42.9437,106.717,,10,Single point of activity,-4.3671,4.9549,0.9966,-106.217,0.5,-3,0 0 0 0 0 0 0 0 0 0 0,-85.5207,,,,4.8285,,0,,0,0,,0,,0,,0,,0,0,,0,,-85.5207,,,,QC'd by MedChem Express
318,384568482,11617559,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00242051-10/250072992,,Inhibitor,21.5228,101.401,,10,Partial curve; high efficacy; poor fit,-4.6671,0.4,0.6076,-99.401,2,-2.3,0 0 0 0 0 0 0 0 0 0 0,-82.8342,,,,0,,0,,0,0,,-13.8198,,0.0968,,-37.115,,-48.1878,-11.7626,,-23.3799,,-82.8342,,,,QC'd by MedChem Express
319,384568565,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00253646-08/250073082,,Inhibitor,68.0612,68.9475,,10,Partial curve; partial efficacy; poor fit,-4.1671,0.3,0.4078,-82.1194,-13.1718,-2.4,0 0 0 0 0 0 0 0 0 0 0,-62.2116,,,,-27.9528,,-23.6764,,-15.8345,-22.9416,,-32.3255,,-23.5198,,-7.6432,,-31.6268,-37.0114,,-28.4949,,-62.2116,,,,QC'd by MedChem Express
320,384568692,73087,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263603-10/250073057,,Inhibitor,0.0076,52.0675,,10,Complete curve; partial efficacy; poor fit,-8.1171,0.9,0.7556,-57.1897,-5.1222,-1.4,0 0 0 0 0 0 0 0 0 0 0,-59.935,,,,-14.2685,,-15.4731,,-44.1667,-30.109,,-54.5383,,-64.404,,-66.3434,,-47.7082,-43.8897,,-59.7543,,-59.935,,,,QC'd by MedChem Express
321,384568703,441314,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00270540-05/250073370,,Inhibitor,0.0015,49.7458,,10,Complete curve; partial efficacy; poor fit,-8.8171,4.9549,0.7243,-47.3976,2.3483,-1.4,0 0 0 0 0 0 0 0 0 0 0,-55.1016,,,,-1.3764,,-51.4694,,-27.6472,-38.422,,-49.2171,,-54.7973,,-51.111,,-53.1131,-41.0193,,-48.4257,,-55.1016,,,,QC'd by Selleck
322,384568785,45375808,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346462-07/250073613,,Inhibitor,42.9437,33.9649,,10,Partial curve; partial efficacy; poor fit,-4.3671,4.9549,0.9618,-33.4649,0.5,-2.4,0 0 0 0 0 0 0 0 0 0 0,-27.0541,,,,0,,0,,0,0,,0,,0,,0,,0,0,,4.8946,,-27.0541,,,,QC'd by MedChem Express
323,384569044,131955127,C1CC1CC2=C(C(=NN2C3=NC(=CS3)C(=O)O)C4=CC=CC(=C4)C5=CC=CC=C5)CC6=CC=C(C=C6)S(=O)(=O)N,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00372530-03/250072981,,Inhibitor,6.8061,118.348,,10,Partial curve; high efficacy; poor fit,-5.1671,0.7,0.7944,-122.348,-4,-2.3,1 0 0 0 0 0 0 0 0 0 0,-99.9576,,,,-56.3805,,-37.8774,,-31.3184,-5.5909,,0,,0,,-33.0126,,-39.5837,-60.8459,,-84.6978,,-99.9576,,,,QC'd by NCGCChem
324,384569304,138402877,CN1C=C(C=N1)C2=CC=C(C=C2)C3=CN=C(C4=C3N=C(C=C4)C(=O)C5CC(C5)OC)N,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00499248-01/250073265,,Inhibitor,3.8274,84.183,,10,Complete curve; high efficacy; poor fit,-5.4171,1.6266,0.8242,-88.183,-4,-1.3,0 0 0 1 0 0 0 0 0 0 0,-84.9547,,,,-20.8734,,-29.0961,,-23.8735,-36.852,,0,,-17.1176,,-5.7059,,-22.8513,-67.4982,,-82.7768,,-84.9547,,,,QC'd by APExBIO
325,384569361,4166922,CC(C)(C1=CC=C(C=C1)OCC(CO)O)C2=CC=C(C=C2)OCC(CCl)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00508824-01/250073436,,Inhibitor,,,,10,Single point of activity,,,,0,0,-3,,-31.6409,,,,-14.0917,,-23.9079,,-6.6096,0.9489,,-4.2646,,-21.5193,,-21.5193,,-18.9235,0.5453,,-16.9384,,-31.6409,,,,QC'd by SIGMA
326,384569365,89875987,CCC1=CC=C(C=C1)N(CC(C)C)S(=O)(=O)C2=CC(=C(C=C2)OCC3CCOCC3)CO,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00508861-01/250073381,,Inhibitor,34.1114,71.4658,,10,Single point of activity,-4.4671,4.5045,0.9902,-71.9658,-0.5,-3,0 0 0 0 0 0 0 0 0 0 0,-65.5044,,,,-5.9961,,0,,0,0,,0,,0,,0,,1.8634,0,,-5.1101,,-65.5044,,,,QC'd by Bio Vision
327,405558481,54726191,C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346629-02/250073207,,Inhibitor,60.6596,52.7969,,10,Partial curve; partial efficacy; poor fit,-4.2171,1.1,0.7845,-112.58,-59.7827,-2.4,0 0 0 0 0 0 0 0 0 0 0,-85.677,,,,-52.2085,,-54.7975,,-64.898,-65.3536,,-63.3535,,-55.6975,,-61.2756,,-60.8756,-65.7537,,-69.8539,,-85.677,,,,QC'd by Selleck
328,405558600,23480,CC(CC(C1=CC=CC=C1)C2=CC=CC=C2)NC(C)(C)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00183030-02/250073219,,Inhibitor,0.0961,42.3838,,10,Complete curve; partial efficacy; poor fit,-7.0171,4.9549,0.6991,-41.8838,0.5,-1.4,0 0 0 0 0 0 0 1 0 0 0,-49.9639,,,,0,,0,,0,0,,-9.1727,,-47.5415,,-40.9745,,-3.8391,-7.6949,,-63.9536,,-49.9639,,,,QC'd by SIGMA
329,405558621,25154714,CC(C)[C@@H](C(=O)N1CCC[C@H]1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346533-09/250073353,,Inhibitor,0.3827,89.5272,,10,Partial curve; high efficacy; poor fit,-6.4171,0.3,0.6467,-85.5272,4,-2.3,0 0 0 0 0 0 0 0 0 0 0,-99.6821,,,,0,,0,,-25.4557,-33.5317,,-49.1359,,-34.6681,,-42.4871,,-50.3264,-38.4558,,-43.2649,,-99.6821,,,,QC'd by Glixx
330,405558682,25151504,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00386235-04/250072926,,Inhibitor,12.1032,78.0173,,10,Partial curve; partial efficacy; poor fit,-4.9171,1.1,0.9258,-82.0173,-4,-2.4,0 0 1 0 0 0 0 0 0 0 0,-71.604,,,,-17.2203,,-7.3698,,-36.4615,-14.3402,,0,,-3.703,,-1.3312,,-13.9892,-32.5528,,-49.5674,,-71.604,,,,QC'd by Glixx
331,405558699,5283711,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00159331-07/250073462,,Inhibitor,38.2736,94.3788,,10,Single point of activity,-4.4171,4.095,0.8422,-98.3788,-4,-3,0 0 0 0 0 0 0 0 0 0 0,-83.2415,,,,-5.0172,,-25.3149,,-16.1749,1.3088,,0,,0,,-8.9764,,-0.8507,-19.1853,,-8.4965,,-83.2415,,,,QC'd by SIGMA
