PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Repeated sucessfully (out of two attempts)
RESULT_TYPE,,,,,,,,STRING
RESULT_UNIT,,,,,,,,NONE
1,49641071,5727207,CC1=C(SC(=N1)N/N=C\C2=CC3=C(C=C2)OCO3)C,Active,90,,,2
2,24819776,1485477,CC1=CC(=NC2=C1C(=NN2C)NC(=O)CCl)C,Active,90,,,2
3,17514810,7245310,C1=CC=C(C=C1)/C=C/C=N/NC(=S)N,Active,90,,,2
4,22400821,15944722,CC1=CC(=C2C(=C1)N=C(S2)NNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C5C4)C,Active,90,,,2
5,24826268,2531772,CC(=O)N(C)CC1=CC=C(C=C1)C(=O)CCl,Active,90,,,2
6,14719157,11834505,CC1(C2CCC1(C(=O)N(C2=O)CSC(=S)N/N=C\C3=CC=C(C=C3)N(C)C)C)C,Active,90,,,2
7,22410464,135401258,CC1=CC(=NC(=N1)SCC2=CC=C(C=C2)C(=O)N/N=C/C3=C(C(=CC=C3)O)O)C,Active,90,,,2
8,4248779,3242810,C1COCCN1CC2=CC(=C3C=CC=NC3=C2O)COCC4=CC=CC=C4,Active,90,,,2
9,14719358,791713,CNC(=O)OC1=CC2=C(C=C1)N=CC=C2,Active,90,,,2
10,17504375,1386886,CC1=CC=C(C=C1)C(=O)NC2=NC(=C(O2)C3=CC=CC=C3)C4=CC=CC=C4,Active,90,,,2
11,22403810,9688881,C/C(=N\NC(=S)NC)/C1=CC2=C(C=C1)OCCO2,Active,90,,,2
12,24783255,9590296,C1COC2=C(O1)C=CC(=C2)/C=N/NC(=S)N,Active,90,,,2
13,17511278,135479518,COC1=CC(=C(C=C1)/C=N/NC(=O)C2=NN(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4)O,Active,90,,,2
14,17506534,5346381,CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=N/NC(=S)N)C,Active,90,,,2
15,17410022,1472470,COC1=CC=C(C=C1)C(=O)OC2=NN(C(=O)C=C2)C3=CC=CC=C3,Active,90,,,2
16,17510302,12005169,CC1=CC(=CC=C1)CCNC(=O)C(=O)CC(=O)C2=CC=C(C=C2)OC,Active,90,,,2
17,22404542,6872597,CC1=CC=C(C=C1)COC2=C(C=C(C=C2)/C=N/NC(=S)N)OC,Active,90,,,2
18,22400588,135521420,CC1=CC(=C(C=C1)OCC(=O)N/N=C\C2=C(NN(C2=O)C3=CC=CC=C3)C)[N+](=O)[O-],Active,90,,,2
19,852550,655173,C1OC2=C(O1)C=C(C=C2)NC(=O)CSC3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4,Active,90,,,2
20,17516389,2335243,CC(=O)OC1=CC=C(C=C1)C2=CC(=CC=C2)C(=O)OCC(=O)NC3=CC=CC=C3OC4=CC=CC=C4,Active,90,,,2
21,22408418,4260640,CC(C(=O)NC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)SC4=NN=C(S4)NCC5=CC=CC=C5,Active,90,,,2
22,17506183,135498011,CC1=CC=CC=C1OCC2=NC3=CC=CC=C3C(=O)N2/N=C/C4=C(C(=CC(=C4)C)[N+](=O)[O-])O,Active,90,,,2
23,4242961,3237751,CC1=CC=C(O1)CNC(=O)C2=CN(C(=O)C3=C2C4=CC=CC=C4N3C)C5CCCCC5,Active,90,,,2
24,49643008,2876731,CCCC(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CC=C3Cl,Active,90,,,2
25,49643547,3129243,CCCC(=O)NC(C1=CC=C(C=C1)C)C2=C(C3=C(C=CC=N3)C=C2)O,Active,90,,,2
26,17517212,5080063,CC1CCCC(N1NC(=S)NC2=CC=C(C=C2)OC)C,Active,90,,,2
27,49719917,20927887,CCOC1=CC=C(C=C1)CNC(=O)C2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)CCC4,Active,90,,,2
28,17434148,895772,CC(C)CCNC(=S)NC1=CC=CC=C1F,Active,90,,,2
29,17514983,9562988,CCOC1=CC=C(C=C1)/C=N/NC(=S)N,Active,90,,,2
30,24819958,16195148,CC1=CC=C(C=C1)S(=O)(=O)NC2=C3C=CC=NC3=C(C=C2)O.Cl,Active,90,,,2
31,22415856,799959,C1=CC=C(C=C1)CCNC(=S)NC2=CC=CC=N2,Active,90,,,2
32,17504449,2930652,COC1=CC(=C(C=C1)OC)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O,Active,90,,,2
33,22402658,5048960,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-])O,Active,90,,,2
34,22405309,5385000,CCOC(=O)C(C)/C(=N/NC(=S)N)/C,Active,90,,,2
35,24818954,9637968,CN1C=CC=C1/C=N/NC(=S)N,Active,90,,,2
36,17433825,2931388,CCOC1=CC=CC=C1C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O,Active,90,,,2
37,17402177,1483132,C1=CC(=CC=C1C(F)(F)F)NCC2=C(SN=N2)Cl,Active,90,,,2
38,17432628,5331382,CC(C)OC1=CC=C(C=C1)/C=N/NC(=S)N,Active,90,,,2
39,17505137,135497976,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N/N=C/C4=C(C=CC(=C4)[N+](=O)[O-])O,Active,90,,,2
40,17509124,2290279,CC1=CC(=CC(=C1)N2C(=CC(=C2C)C(=S)N3CCOCC3)C)C,Active,90,,,2
41,24826276,2115242,CC1=CC(=C(N1CCCC(=O)OC)C)C(=O)CCl,Active,90,,,2
42,22415917,799236,CC1=CC(=CC(=C1)NC(=S)NC2=CC=CC=N2)C,Active,90,,,2
43,17507438,3119402,CC1=CC=C(C=C1)C(=O)COC(=O)CCN2C(=O)C3C4CC(C3C2=O)C(C4Br)Br,Active,90,,,2
44,17433794,1308688,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)NC(=S)NC2=CC=CC=C2N3CCCC3,Active,90,,,2
45,14722953,2876575,CCC(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CC=C3OC,Active,90,,,2
46,14727275,1096383,CN1C2=C(C=C(C=C2)NC(=O)CCl)N(C1=O)C,Active,90,,,2
47,22409904,5010280,CC1CCCC(C1C)NC(=O)NC(=O)CCl,Active,90,,,2
48,22409836,15945331,CC1CCCCC1NC(=O)NC(=O)CCl.Cl,Active,90,,,2
49,17411622,5405847,C/C(=N\NC(=S)N)/C=C/C1=CC=CC=C1,Active,90,,,2
50,14745739,4403355,CCOC(=O)N1CCN(CC1)C(C2=CN=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O,Active,90,,,2
51,22410019,9659012,CCNC(=S)N/N=C(\C)/C1=CC=C(S1)Cl,Active,90,,,2
52,17515880,12006204,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NNC3=NC4=C(C=CC=C4S3)C,Active,90,,,2
53,856753,658111,CC1(CC2=C(CO1)C(=NC(=C2C#N)SC(=O)OC)N3CCOCC3)C,Active,90,,,2
54,17506922,882720,CC1=CC(=CC=C1)NC(=S)NC2CCCC2,Active,90,,,2
55,17507695,3144995,C1=CC=C(C=C1)CN2C(=NN=C2SCC(=O)NNC(=O)C3=CC=CC=C3O)C4=CC=CC=C4O,Active,90,,,2
56,14746238,135422608,CC1=CSC(=N1)N/N=C/C2=CC(=C(C=C2)O)[N+](=O)[O-],Active,90,,,2
57,22401829,135521496,C1CSC(=N1)SCC2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=C(C=CC(=C4)Br)O,Active,90,,,2
58,14727943,135473444,C=CCC1=C(C(=CC=C1)/C=N/NC(=O)C2=CC(=NN2CC3=CC=CC=C3)[N+](=O)[O-])O,Active,90,,,2
59,17509103,856019,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)CCl,Active,90,,,2
60,14732183,5190015,CC1=CC(=CC=C1)NC(=S)N=NC2=C(N(C3=CC=CC=C32)CC=C)O,Active,90,,,2
61,17514127,135517152,CC(=C)CN1C(=O)C2=CC=CC=C2N=C1SCC(=O)N/N=C/C3=C(C=CC4=CC=CC=C43)O,Active,90,,,2
62,14743084,5624298,CC1=C(N=C(S1)/N=C/2\C=C(OC3=CC=CC=C32)C4=CC(=C(C=C4)OC)O)C5=CC=CC=C5,Active,90,,,2
63,22406154,135521586,C1C(OC2=CC=CC=C2O1)C(=O)N/N=C/C3=C(N(C(=O)C4=CC=CC=C43)C5=CC=CC=C5Cl)O,Active,90,,,2
64,17504159,9579733,C1=CC=C2C(=C1)C(=NS2(=O)=O)N/N=C/C3=CC=CC=N3,Active,90,,,2
65,17433015,891888,COC1=CC=C(C=C1)CNC(=S)NC2CCCC2,Active,90,,,2
66,17431915,135425007,COC1=CC=CC(=C1O)/C=N/NC(=O)C2=NC(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Active,90,,,2
67,22402053,5085271,CC1CCCC(N1NC(=S)NC2=CC=C(C=C2)OC(F)F)C,Active,90,,,2
68,14720783,3168140,CC1=CC2=C(C=C1)NC(=O)C(=C2)C3C4=C(C5=C(C=CC=N5)C=C4)OC(=C3C#N)N,Active,90,,,2
69,17509581,12004894,CC1=CC=CC=C1C(=O)ON2C(=NC3=CC=CC=C3C2=O)C4=CC(=CC(=C4)OC)OC,Active,90,,,2
70,22403842,9689461,CC(C)NC(=S)N/N=C/C1=CC2=C(C=C1)OCCO2,Active,90,,,2
71,17433638,1305458,CC1=C(C=C(C=C1)C(=O)NC(=S)NC2=CC=CC=C2N3CCCC3)[N+](=O)[O-],Active,90,,,2
72,22412091,135401349,COC1=CC=CC=C1N(CC(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O)S(=O)(=O)C,Active,90,,,2
73,14734282,9550593,CCOC1=CC=C(C=C1)NC(=O)CCCOC2=CC(=O)N(C3=CC=CC=C32)C,Active,90,,,2
74,24810311,16193055,COC1=CC=C(C=C1)C(=O)CC(=O)C(=O)NC2=CC(=C(C=C2OC)OC)Cl,Active,90,,,2
75,57257149,2557794,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)OCC(=O)NCC3=CC=C(C=C3)F,Active,90,,,2
76,14726485,3227838,CC1CC2=CC=CC=C2N1C3=NC(=NC4=C3N=NN4CC5=CC=CC=C5)C6CC6,Active,90,,,2
77,49643893,135443118,CCCOC1=CC(=C(C=C1)/C=N/NC2=CC(=NC=N2)N3CCOCC3)O,Active,90,,,2
78,7978456,2872121,CC(=O)NC(C1=C(C=C(C=C1)OC)OC)C2=C(C3=C(C=CC=N3)C=C2)O,Active,90,,,2
79,24831419,2526884,CC1=CC(=C(N1CCC2=CC(=C(C=C2)OC)OC)C)C(=O)CCl,Active,90,,,2
80,17401785,135510946,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NC4=CC=CC=C4C(=O)N3O)O,Active,90,,,2
81,22410790,135401277,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N/N=C/C2=C(C(=C(C=C2)O)O)O,Active,90,,,2
82,16952607,6905901,CCNC(=S)N/N=C/C1=CC=CS1,Active,90,,,2
83,17503937,135497926,C1C(CN(C1=O)CC(=O)N/N=C/C2=C(C=CC(=C2)Br)O)C3=CC=CC=C3,Active,90,,,2
84,17432648,5711036,C1=CC=C(C=C1)/C=N/NC(=S)N,Active,90,,,2
85,14728431,5080495,CC1CSC2=CC=CC=C2NC1=S,Active,90,,,2
86,87334281,16060039,C1COC(=O)N1C(=O)[C@H]2[C@@H](C(=NN2C3=CC=CC=C3)C4=CC(=CC=C4)Cl)C5=CC=CC=C5,Active,90,,,2
87,24779514,4638552,COC1=CC=C(C=C1)C(C2=C(C(=O)C=C(O2)CO)O)C3=C(C(=O)C=C(O3)CO)O,Active,90,,,2
88,16953203,2373994,CCNC(=S)NN(C1=CC=CC=C1)C2=CC=CC=C2,Active,90,,,2
89,17504182,4263719,COC1=C(C=C(C=C1)C2C=C(NC(=S)N2)C34CC5CC(C3)CC(C5)C4)OC,Active,90,,,2
90,16952871,1090056,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=C(C=C3)NC(=O)C4=CC=CO4,Active,90,,,2
91,22407769,2422483,CC\1(C2=CC=CC=C2N(/C1=C\C(=S)NC(=O)C3=CC=CC=C3Cl)C)C,Active,90,,,2
92,17515041,4343540,CC1=CC(=CC=C1)NC(=S)NNC(=O)COC2=C(C=C(C=C2)Cl)Cl,Active,90,,,2
93,14746802,918318,C1=CC=NC(=C1)C2=NNC(=N2)COC3=CC=C(C=C3)Br,Active,90,,,2
94,22402733,135521547,C1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=CS2)/C(=O)N/N=C/C3=C(C=CC(=C3)[N+](=O)[O-])O,Active,90,,,2
95,17432641,135425036,CC1=CC=C(C=C1)NCCCC(=O)N/N=C/C2=CC=CC(=C2O)CC=C,Active,90,,,2
96,22408517,6905413,CC(C)NC(=S)N/N=C/C1=CN(N=C1C2=CC(=C(C=C2)OC)OC)C3=CC=CC=C3,Active,90,,,2
97,22405700,2535200,CC1=C(SC(=S)N1)CC2=CC(=C(C=C2)Cl)Cl,Active,90,,,2
98,56319983,24981101,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)C(=O)NNC(=O)C3=C(C=CC(=C3)Cl)O,Active,90,,,2
99,24841366,3570131,C1=CC(=CC(=C1)O)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=NC=CS4,Active,90,,,2
100,22409838,2383064,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)COC(=O)/C=C/C3=CC=CS3,Active,90,,,2
101,22412726,8219205,C1=CC=C(C(=C1)/C=C/C(=O)C2=C(C(=O)C=CC=C2)O)Cl,Active,90,,,2
102,17433006,2192679,CCCCC1=CC=C(C=C1)NC(=S)NN2CCOCC2,Active,90,,,2
103,7976181,2876915,CC(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CO3,Active,90,,,2
104,14722406,3192828,CCN1N=C(N=N1)C2=CC=CC=C2NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N(C)C4CCCCC4,Active,90,,,2
105,22413866,5394508,C1=CC=C(C=C1)COC2=CC=CC=C2/C=N\NC(=S)N,Active,90,,,2
106,17512657,135517096,CC1=CC(=C(C(=C1)[N+](=O)[O-])O)/C=N/N2C(=NC3=CC=CC=C3C2=O)COC4=CC=CC=C4,Active,90,,,2
107,14723030,1090312,CC1=CC=CC=C1NCC2=C3C=CC=NC3=C(C=C2)O,Active,90,,,2
108,17433564,5738082,CC1=C(C(NC(=S)N1)/C=C/C2=CC=CC=C2)C(=O)OCC3=CC=CC=C3,Active,90,,,2
109,17513044,1962096,COC1=CC=CC(=C1)C(=O)NC2=NC(=C(O2)C3=CC=CC=C3)C4=CC=CC=C4,Active,90,,,2
110,7970587,4357675,C1C(OC2=CC=CC=C2O1)C(=O)NC3=NC(=CS3)C4=CC=CC=N4,Active,90,,,2
111,17505951,751586,CC(C)CN1CN(CNC1=S)CC2=CC=CC=C2,Active,90,,,2
112,17505139,5331443,C1=CC=C2C=C(C=CC2=C1)/C=N/NC(=S)N,Active,90,,,2
113,22404339,9627256,C/C(=N\NC(=S)NCCOC)/C1=CC=C(C=C1)OC,Active,90,,,2
114,49642591,2920402,CC1=CC=C(C=C1)C(C2=CC(=C3C=CC=NC3=C2O)Cl)NC(=O)C,Active,90,,,2
115,17517335,9626658,C/C(=N\NC(=S)NC1CCCCC1)/C2=CC=C(C=C2)C#N,Active,90,,,2
116,14725435,1933179,C1=CSC(=C1)CC(=O)NNC(=S)NC(=O)/C=C/C2=CC=CS2,Active,90,,,2
117,17511204,135517016,COC1=CC2=C(C=C1)C=C(C=C2)C(=O)N/N=C/C3=C(C4=CC=CC=C4S3)O,Active,90,,,2
118,14728115,9774488,CC1=CC=C(C=C1)N=C2C(=S)N(C(=N)N2/N=C/C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)C,Active,90,,,2
119,51090798,7207435,CC(=O)C1=CC(=CC=C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=N3,Active,90,,,2
120,17506873,5347423,CC1=CC(=CC=C1)N2C(=CC(=C2C)/C=N/NC(=S)N)C,Active,90,,,2
121,22407543,3571297,CC1CCCC(N1NC(=S)NC2=CC(=CC=C2)OC)C,Active,90,,,2
122,17386274,135490280,CCN(CC)C1=CC(=C(C=C1)/C=N/NC2=NC3=CC=CC=C3N2)O,Active,90,,,2
123,17413774,9564164,C1=CC=C(C=C1)NC(=S)N/N=C/C2=CC=C(O2)C3=CC(=CC=C3)[N+](=O)[O-],Active,90,,,2
124,17506131,6862604,CC1=C(C(=NN1C2=CC=CC=C2)C)/C=N/NC(=O)CSC3=NN=C(S3)SCC4=CC=CC=C4Cl,Active,90,,,2
125,22401418,135521469,C/C(=N\NC(=O)C1=CC(=NC2=CC=CC=C21)C3=CN=CC=C3)/C4=CC=CC=C4O,Active,90,,,2
126,22413789,899452,CCNC(=S)NC1=CC(=C(C=C1)C)Cl,Active,90,,,2
127,16953274,2439838,CC1=CC(=C(C=C1)OC)NC(=O)C2=CC3=CC=CC=C3C=C2OCC(=O)NCC4=CC=CO4,Active,90,,,2
128,22411626,6873495,CN1C(=C(C=N1)Cl)C(=O)N/N=C/C2=CC=CC=N2,Active,90,,,2
129,22409182,135521615,CC(C)NC(=S)N/N=C/C1=C(C=CC(=C1)Br)O,Active,90,,,2
130,22400408,4588426,COC1=CC(=C(C=C1)OC)C2C=C(NC(=S)N2)C34CC5CC(C3)CC(C5)C4,Active,90,,,2
131,22400493,852394,CNC(=O)OC1=CN2C=C(N=C2C=C1)C3=CC(=CC=C3)OC(=O)NC,Active,90,,,2
132,49681118,3161163,C1=CC=C(C=C1)NC(=O)CSC2=NN=C(S2)C3=CN=CC=C3,Active,90,,,2
133,24823359,9562940,C1=CC=NC(=C1)/C=N/NC(=S)NC2=CC=CC(=C2)C(=O)O,Active,90,,,2
134,22400854,9704647,CC1=CC=C(C=C1)NCCCC(=O)N/N=C(\C)/C2=CC=CC=N2,Active,90,,,2
135,14727750,4578120,CC1CCC2=C(C1)SC(=C2C(=O)OC)NS(=O)(=O)C3=CC=C(C=C3)C,Active,90,,,2
136,17431607,693371,COC1=CC=CC(=C1)C(=O)NC(=S)NCC2=CC=CO2,Active,90,,,2
137,22415464,800646,CC1=C(C=CC=C1Cl)NC(=S)NCC2=CC=CS2,Active,90,,,2
138,24823612,135439775,C1=CC(=CC(=C1)Br)C(=O)NCC(=O)N/N=C/C2=C(C(=CC(=C2)Br)Br)O,Active,90,,,2
139,14729501,6884492,CC1=NN(C=C1/C=N/NC(=S)NC2=C(C=C(C=C2)Cl)Cl)C,Active,90,,,2
140,24780718,135460420,C1=CC(=C(C=C1Br)/C=N/NC(=O)C2=NON=C2N)O.Cl,Active,90,,,2
141,4250775,6997824,CN1C=C(C2=CC=CC=C21)/C=N/N3C=NC4=C(C3=O)C(=CS4)C5=CC=CC=C5,Active,90,,,2
142,17504838,667573,CC1=C(C=CC(=C1)Cl)NC(=S)NC2=CC=CC=N2,Active,90,,,2
143,4246376,3240730,CC1=C(C(=NO1)C)S(=O)(=O)N(CC(=O)NC2=C(C=CC(=C2)Cl)OC)C3=CC=C(C=C3)OC,Active,90,,,2
144,24836813,9660914,C1=CC=C(C(=C1)/C=N/NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=NC=C4)OC(F)F,Active,90,,,2
145,17505677,5552799,CC1=C(C=C(C=C1)NC(=S)/N=C(\N)/NC2=NC3=CC=CC=C3C(=N2)C)C,Active,90,,,2
146,22415889,1581363,CCCCNC(=S)NC(=O)C1=CC=CC=C1Br,Active,90,,,2
147,17388357,838383,CN(C)NC(=S)NC1=CC=C(C=C1)Cl,Active,90,,,2
148,22412624,843678,CC1=CC(=CS1)C2=NNC(=S)N2CC(C)C,Active,90,,,2
149,22415577,2920940,COCCNC(=S)NC(=O)CC12CC3CC(C1)CC(C3)C2,Active,90,,,2
150,17515824,12006167,CC1CC(CN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NNC3=NC4=C(C=CC=C4S3)C)C,Active,90,,,2
151,17515852,12006186,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NNC3=NC4=C(S3)C=C(C=C4)Cl,Active,90,,,2
152,17515384,3164038,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)NCC2=CC3=C(C=C2)NC4=C3CCCC4,Active,90,,,2
153,24787200,135460566,COC1=CC=CC(=C1O)/C=N/NC(=O)C(=O)N/N=C/C2=C(C(=CC=C2)OC)O,Active,90,,,2
154,87336118,44601537,CC(CNC(=O)CN1C=NC2=C(N=CN=C21)NCC3=CC=CC=C3)C4=CC=CC=C4,Active,90,,,2
155,49825997,24819115,C1=CC2=C(C=C1C(=O)NCCO)NC(=C(C2=O)O)C3=CC(=C(C(=C3)Cl)N)Cl,Active,90,,,2
156,22415706,731219,CC(C)NC(=O)/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2)OC,Active,90,,,2
157,22417014,2893281,CC(C1=CC(=C(C=C1)OC)OC)NC(=O)C2=CC=CC=C2Cl,Active,90,,,2
158,22409996,9626366,CC(=C)CNC(=S)N/N=C(\C)/C1=CC=C(S1)Cl,Active,90,,,2
159,22414106,135401424,CC1=C(C(=O)N(N1)C2=CC=CC=C2)/C=N/NC(=O)C3=C(OC=C3)C,Active,90,,,2
160,14740725,3688563,C1COCCN1CCCN2C(C(=C(C2=O)O)C(=O)C3=CC4=CC=CC=C4O3)C5=CC=NC=C5,Active,90,,,2
161,17512154,676369,C1=CC=C2C(=C1)N=CC(=N2)C3=CC=C(C=C3)OC4=CC(=C(C=C4)C#N)C#N,Active,90,,,2
162,22406769,2489961,CC1=C(SC(=C1C(=O)OC)NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CC4=CC=CO4)C,Active,90,,,2
163,17503781,135430201,C1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=CS2)/C(=O)N/N=C/C3=C(C(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-])O,Active,90,,,2
164,14730318,2948031,CC1=CC=C(C=C1)SC(C)C(=O)NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C,Active,90,,,2
165,17517197,9629893,C/C(=N\NC(=S)NC1CCCCC1)/C2=CC=CC=C2,Active,90,,,2
166,22413086,135401386,CC1=CC=CC=C1SCC(=O)N/N=C/C2=C(C(=CC=C2)OC)O,Active,90,,,2
167,4245724,3240162,CCC1CCCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NN=C(O3)C4=CC=CS4,Active,90,,,2
168,22403431,9654767,CC1(C2CC=C(C1C2)/C=N/NC(=S)NC)C,Active,90,,,2
169,4242489,2155600,CCC1=NN=C(O1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N(CC(C)C)CC(C)C,Active,90,,,2
170,22400823,15944723,CC1=C2C(=CC=C1)SC(=N2)NNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C5C4,Active,90,,,2
171,22414549,135401444,CC1=CC(=C(C=C1)O)N=NC2=C(CC(CC2=O)(C)C)O,Active,90,,,2
172,17505563,1420598,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)N2NC(=O)COC4=CC=C(C=C4)OC,Active,90,,,2
173,17434114,3697247,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CS3)[N+](=O)[O-],Active,90,,,2
174,4247206,2772318,CC1=CC2=C(C=C1)NC(=S)C=C2C,Active,90,,,2
175,14743181,932597,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)NC(=O)C3=NON=C3C,Active,90,,,2
176,17432377,135425020,C1=CC=C(C=C1)P(=O)(CC(=O)N/N=C/C2=C(C(=CC(=C2)Br)Br)O)C3=CC=CC=C3,Active,90,,,2
177,16953230,2377815,CC1=C(C(=CC=C1)C)NC(=S)NN2CCN(CC2)C,Active,90,,,2
178,14729716,9616533,C/C(=N\NC(=S)N)/C1(CCCCC1)C,Active,90,,,2
179,17512371,911911,CCOC1=CC=C(C=C1)CNC(=S)NCC2=CC=C(C=C2)OCC,Active,90,,,2
180,17504015,135467572,CC1=C(C(=O)N(N1)C2=CC=CC3=CC=CC=C32)/C=N/NC(=O)C4=CC(=CC=C4)[N+](=O)[O-],Active,90,,,2
181,14738287,9551365,CCCCNC(=O)C1CCN(CC1)S(=O)(=O)C2=C(ON=C2C)/C=C\C3=CC=C(C=C3)OC,Active,90,,,2
182,17416235,2885266,CCC(=O)C1=CC(=C(C=C1)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)[N+](=O)[O-])N4CCN(CC4)C)F,Active,90,,,2
183,17403111,1473245,C1=CC=C2C(=C1)N=CC(=N2)OC3=CC=C(C=C3)NC(=O)CCl,Active,90,,,2
184,16952782,2371253,C1CCCC(CC1)NC(=O)COC(=O)C2=CC=CC=C2C(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],Active,90,,,2
185,47200957,5349826,C1=CC=C(C=C1)CNC(=S)N/N=C/C2=CC=CS2,Active,90,,,2
186,17505717,9635209,CCC(=O)N(C)CCC1=CC2=C(C(=C1/C=N/NC(=O)C3=CC=CC=C3O)OC)OCO2,Active,90,,,2
187,47201881,881215,C1=CC=C(C=C1)CC2=NN=C(S2)NC(=O)NC3=CC=CC=C3F,Active,90,,,2
188,14735088,1287415,CC(C)COC1=CC=C(C=C1)C2=NN(C=C2C(=O)NC3=NC=CS3)C4=CC=CC=C4,Active,90,,,2
189,845413,647754,CC1=CC(=NC(=N1)N2CCCC(C2)C(=O)NCCC3=CC=C(C=C3)F)C,Active,90,,,2
190,17509360,4218679,C1COCCN1C(=O)C2=CC=C(C=C2)N3C(=O)C4=CC=CC=C4N=C3SCC5=CC(=CC=C5)F,Active,90,,,2
191,22400512,5995876,COC1=C(C=C(C=C1)/C=N\NC(=O)C2=CC(=C(C(=C2)O)O)O)CN3CCN(CC3)C4=CC=C(C=C4)F,Active,90,,,2
192,14729497,6884713,CC1=CC(=NC(=N1)N/N=C/C(=C/C2=CC=C(C=C2)C(C)C)/C)C,Active,90,,,2
193,85271003,2363542,COC1=C(C=C(C=C1)/C=C/C(=O)OCC(=O)NC2CCCCCC2)OC,Active,90,,,2
194,3712493,2998040,CC(C(=O)NCC1=CC2=C(C=C1)OCO2)N3C4=CC=CC5=C4C(=CC=C5)S3(=O)=O,Active,90,,,2
195,14725949,3228248,CCC1=NC(=C2C(=N1)N(N=N2)CC3=CC=CC=C3Cl)NC4=CC(=C(C=C4)OC)OC,Active,90,,,2
196,49821978,6459993,C1CCN(CC1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=C3F,Active,90,,,2
197,17513287,1883073,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC(=S)NNC(=O)C3=C(C=C(C=C3)O)O,Active,90,,,2
198,17505611,135497995,C1CCC2(C1)CC3=CC=CC=C3/C(=C/C(=O)C(=O)N/N=C/C4=CC=CC=C4O)/N2,Active,90,,,2
199,17511710,3742300,CC1=CC=C(C=C1)S(=O)(=O)NC(C(C)C)C(=O)OC2=C(C=C3C(=CC(=O)OC3=C2)C)Cl,Inconclusive,50,,,1
